Obs,Year,Month,Day,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul,HatchDateJulYear,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition
1449,2007,4,27,FA,SWEG07,FA SWEG07,0965-66235,5/21/2007,141,5/21/2007,2007141,141,24,25.3,25,4/27/2007,117,2007117,F,21.3,32.2,12.6,11.8,73.2,10.9,128.62,196.42,41,55.7,150,94,49,333,0.12
1447,2007,4,28,DC,SWEG07,DC SWEG07,0965-66233,5/21/2007,141,5/21/2007,2007141,141,23,23,23,4/28/2007,118,2007118,F,20.5,30.5,11.5,11.9,68.9,10,119,178.425,38.4,56.4,133,79,38,337,0.12
1448,2007,4,28,EB,SWEG07,EB SWEG07,0965-66234,5/21/2007,141,5/21/2007,2007141,141,23,23,23,4/28/2007,118,2007118,F,20.5,31.7,12.2,11.7,69.6,11.2,131.04,189.4075,37.9,54,125,74,30,356,0.13
1455,2007,5,3,PQ,YFER07,PQ YFER07,0965-66245,5/26/2007,146,5/26/2007,2007146,146,23,23,23,5/3/2007,123,2007123,F,21.8,34.8,11.6,12.9,75.7,13,167.7,213.15,40.9,59.4,148,91,43,374,0.12
1477,2008,4,11,JV,GYMN08,JV GYMN08,,,126,5/5/2008,2008126,126,24,25.2,25,4/11/2008,102,2008102,F,19.9,30.1,13.8,14,70.8,10.2,142.8,209.195,40.7,56.8,142,91.8,46,430,0.13
1479,2008,4,11,JV,GYMN08,JV GYMN08,0965-66265,5/6/2008,127,5/6/2008,2008127,127,25,25.9,26,4/11/2008,102,2008102,F,20.5,30.1,13,13.5,72.5,9.6,129.6,199.4125,42.4,59,160,105,58,430,0.13
1496,2008,4,16,QO,MNDY08,QO MNDY08,0965-66271,5/11/2008,132,5/11/2008,2008132,132,25,25,25,4/16/2008,107,2008107,F,21,33.6,12.6,11.6,73.4,12.6,146.16,203.28,39.8,57.2,168,112,64,350,0.12
1523,2008,4,16,NR,STAD08,NR STAD08,0965-66268,5/11/2008,132,5/11/2008,2008132,132,25,25,25,4/16/2008,107,2008107,F,22,34.3,14.4,13,74.6,12.3,159.9,234.955,40.3,59.6,167,117,58,380,0.12
1481,2008,4,17,LT,HAPA08,LT HAPA08,0965-66266,5/10/2008,131,5/10/2008,2008131,131,23,23,23,4/17/2008,108,2008108,F,21,32.6,12.8,12.7,73.7,11.6,147.32,207.825,41.1,58.7,144,85,42,420,0.13
1482,2008,4,17,MS,HAPA08,MS HAPA08,0965-66267,5/10/2008,131,5/10/2008,2008131,131,23,23,23,4/17/2008,108,2008108,F,19.3,30.1,12.8,12.8,69,10.8,138.24,192.64,38.9,55.3,121,68,29,367,0.13
1498,2008,4,18,O-SAO,MNDY08,O-SAO MNDY08,0965-66275,5/11/2008,132,5/11/2008,2008132,132,23,23,23,4/18/2008,109,2008109,F,16,26.6,11.3,10.9,64.2,10.6,115.54,147.63,37.6,51.5,100,48,16,229,0.12
1469,2008,4,19,YG,BROT08,YG BROT08,0965-66279,5/14/2008,135,5/14/2008,2008135,135,25,25,25,4/19/2008,110,2008110,F,20.5,31,13.1,13.1,72,10.5,137.55,203.05,41,60.7,139,85,43,382,0.12
1470,2008,4,19,ZF,BROT08,ZF BROT08,0965-66280,5/14/2008,135,5/14/2008,2008135,135,25,25.6,26,4/19/2008,110,2008110,F,21,32.2,12.2,12.6,73.9,11.2,141.12,199.64,41.7,60,159,102,52,380,0.12
1510,2008,4,20,DA,SEPG08,DA SEPG08,0965-66284,5/14/2008,135,5/14/2008,2008135,135,24,25,25,4/20/2008,111,2008111,F,20.1,29.6,11.3,11.4,72.6,9.5,108.3,167.98,43,57.5,139,89,40,300,0.12
1500,2008,4,21,JU,NEEL08,JU NEEL08,0965-66288,5/17/2008,138,5/17/2008,2008138,138,26,26.2,26,4/21/2008,112,2008112,F,20.8,32.9,12.4,12.6,73.9,12.1,152.46,205.625,41,56.1,164,119,55,378,0.13
1474,2008,4,22,IV,DBAR08,IV DBAR08,0965-66287,5/16/2008,137,5/16/2008,2008137,137,24,24.6,25,4/22/2008,113,2008113,F,19.4,30.5,13.4,11.2,71.4,11.1,124.32,187.575,40.9,56,138,77,37,352,0.13
1526,2008,4,23,MR,WILG08,MR WILG08,0965-66291,5/18/2008,139,5/18/2008,2008139,139,25,25,25,4/23/2008,114,2008114,F,23.1,34.7,13.8,13.1,75.6,11.6,151.96,233.3575,40.9,59.1,165,105,59,423,0.13
1465,2008,4,25,XG,BIRN08,XG BIRN08,775-27223,5/21/2008,142,5/21/2008,2008142,142,26,26.3,26,4/25/2008,116,2008116,F,22.3,34.4,12.7,12.4,75.4,12.1,150.04,215.86,41,56.1,166,115,62,365,0.13
1468,2008,4,25,YF,BIRN08,YF BIRN08,775-27224,5/21/2008,142,5/21/2008,2008142,142,26,25.7,26,4/25/2008,116,2008116,F,19.4,32.8,12.3,12.1,70.5,13.4,162.14,200.08,37.7,49.6,153,105,50,305,0.14
1512,2008,4,25,JT,SILI08,JT SILI08,775-27234,5/23/2008,144,5/23/2008,2008144,144,28,26.6,27,4/25/2008,116,2008116,F,22.5,35.3,13.7,12,78,12.8,153.6,226.8025,42.7,60.5,174,118,67,394,0.12
1513,2008,4,25,HV,SILI08,HV SILI08,775-27232,5/23/2008,144,5/23/2008,2008144,144,28,27.2,27,4/25/2008,116,2008116,F,22.7,35.2,13.1,13.1,77.6,12.5,163.75,230.56,42.4,58.4,182,125,78,368,0.12
1514,2008,4,25,IU,SILI08,IU SILI08,775-27233,5/23/2008,144,5/23/2008,2008144,144,28,27,27,4/25/2008,116,2008116,f,23.6,37.2,14,13.3,79.6,13.6,180.88,253.89,42.4,58.4,183,119,77,418,0.13
1518,2008,4,25,PN,SLEB08,PN SLEB08,775-27240,5/24/2008,145,5/24/2008,2008145,145,29,27.2,27,4/25/2008,116,2008116,F,22.6,36.7,13.8,12.4,79,14.1,174.84,240.385,42.3,61,185,128,75,400,0.12
1515,2008,4,26,KS,SILI08,KS SILI08,775-27235,5/23/2008,144,5/23/2008,2008144,144,27,25.6,26,4/26/2008,117,2008117,F,22.1,34.5,12.3,12,74.9,12.4,148.8,209.5875,40.4,58.2,160,103,52,372,0.12
1485,2008,4,27,CA,MCUN08,CA MCUN08,775-27227,5/23/2008,144,5/23/2008,2008144,144,26,26,26,4/27/2008,118,2008118,F,18.4,31.4,13,12.2,70.7,13,158.6,197.82,39.3,50.1,162,109,57,318,0.14
1486,2008,4,27,DZ,MCUN08,DZ MCUN08,775-27228,5/23/2008,144,5/23/2008,2008144,144,26,25.9,26,4/27/2008,118,2008118,F,18.8,31.9,11.7,11.6,70.1,13.1,151.96,185.8175,38.2,48.6,157,106,59,305,0.14
1520,2008,4,27,BB,SMUR08,BB SMUR08,775-27226,5/23/2008,144,5/23/2008,2008144,144,26,26.1,26,4/27/2008,118,2008118,F,21.7,34.6,14.3,13.1,76.4,12.9,168.99,237.01,41.8,59,163,108,61,375,0.12
1504,2008,4,29,FW,NMUR08,FW NMUR08,775-27256,5/27/2008,148,5/27/2008,2008148,148,28,25.4,25,4/29/2008,120,2008120,F,20,32.8,12.8,11.9,70.9,12.8,152.32,202.54,38.1,54.9,151,94,52,327,0.13
1501,2008,4,29,CZ,NMUR08,CZ NMUR08,775-27253,5/27/2008,148,5/27/2008,2008148,148,28,26.5,27,4/29/2008,120,2008120,F,22.8,34.4,13.3,12.7,77.3,11.6,147.32,223.6,42.9,58.8,173,119,65,370,0.12
1502,2008,4,29,DY,NMUR08,DY NMUR08,775-27254,5/27/2008,148,5/27/2008,2008148,148,28,26.9,27,4/29/2008,120,2008120,F,22.3,34.4,12.5,12.7,75.4,12.1,153.67,216.72,41,57.3,180,124,71,392,0.13
1530,2008,4,30,UI,WWCK08,UI WWCK08,775-27245,5/25/2008,146,5/25/2008,2008146,146,25,25.5,25,4/30/2008,121,2008121,F,21.6,34.5,11.8,12.2,72,12.9,157.38,207,37.5,57.9,155,99,49,330,0.12
1491,2008,4,30,XF,MIMT08,XF MIMT08,775-27248,5/27/2008,148,5/27/2008,2008148,148,27,26,26,4/30/2008,121,2008121,F,21.9,33.4,13,11.5,75.9,11.5,132.25,204.575,42.5,58.5,165,109,57,353,0.12
1490,2008,4,30,VH,MIMT08,VH MIMT08,775-27246,5/27/2008,148,5/27/2008,2008148,148,27,26.8,27,4/30/2008,121,2008121,F,21.9,34.8,13.5,12.4,75.6,12.9,159.96,225.33,40.8,58.8,180,118,72,380,0.12
1462,2008,5,3,ZD,BART08,ZD BART08,775-27250,5/27/2008,148,5/27/2008,2008148,148,24,25.6,26,5/3/2008,124,2008124,F,20.3,33.2,12.4,12.4,70.3,12.9,159.96,205.84,37.1,57.2,156,101,53,300,0.12
1506,2008,5,13,PM,ROTA08,PM ROTA08,775-27263,6/7/2008,159,6/7/2008,2008159,159,25,26,26,5/13/2008,134,2008134,F,21.4,32,10.6,12.2,73.6,10.6,129.32,182.4,41.6,57.8,165,108,59,325,0.12
1507,2008,5,13,QL,ROTA08,QL ROTA08,775-27264,6/7/2008,159,6/7/2008,2008159,159,25,25.8,26,5/13/2008,134,2008134,F,22.4,34.5,11.9,12,74.2,12.1,145.2,206.1375,39.7,56.8,164,107,54,312,0.12
1555,2009,4,13,CY,FOWA09,CY FOWA09,775-27270,5/9/2009,129,5/9/2009,2009129,129,26,26.5,27,4/13/2009,103,2009103,F,22.1,33.7,12.8,13,76.5,11.6,150.8,217.365,42.8,60.5,173,115,68,373,0.12
1599,2009,4,14,GU,STAD09,GU STAD09,775-27274,5/9/2009,129,5/9/2009,2009129,129,25,26.4,26,4/14/2009,104,2009104,F,21.9,32.8,13.3,12.1,74.7,10.9,131.89,208.28,41.9,60.6,173,111,67,385,0.12
1574,2009,4,15,JR,MNDY09,JR MNDY09,775-27277,5/10/2009,130,5/10/2009,2009130,130,25,25.7,26,4/15/2009,105,2009105,F,21.5,33.1,10.9,12,72.1,11.6,139.2,189.4975,39,56.3,157,98,58,352,0.13
1576,2009,4,15,IS,MNDY09,IS MNDY09,775-27276,5/10/2009,130,5/10/2009,2009130,130,25,26.1,26,4/15/2009,105,2009105,F,20.8,34.2,10,11.1,73.6,13.4,148.74,180.405,39.4,54.7,161,111,59,344,0.13
1600,2009,4,15,EW,STAD09,EW STAD09,775-27272,5/9/2009,129,5/9/2009,2009129,129,24,26.3,26,4/15/2009,105,2009105,F,22.4,34.1,12.9,11.9,75,11.7,139.23,211.42,40.9,59.1,167,117,60,384,0.12
1575,2009,4,17,KQ,MNDY09,KQ MNDY09,775-27278,5/10/2009,130,5/10/2009,2009130,130,23,23,23,4/17/2009,107,2009107,F,20.7,32,12.7,12.2,70.3,11.3,137.86,199.2,38.3,55.6,130,77,33,323,0.12
1559,2009,4,18,MO,HAPA09,MO HAPA09,775-27280,5/13/2009,133,5/13/2009,2009133,133,25,25.6,26,4/18/2009,108,2009108,F,21.5,33.6,12.1,13.4,73.5,12.1,162.14,214.2,39.9,56.7,156,103,51,362,0.13
1541,2009,4,18,NY,CISH09,NY CISH09,1055-11601,5/17/2009,137,5/17/2009,2009137,137,29,28,28,4/18/2009,108,2009108,F,22.9,32,13,12.3,77.8,9.1,111.93,202.4,45.8,61.1,194,134,89,411,0.12
1560,2009,4,20,NN,HAPA09,NN HAPA09,775-27281,5/13/2009,133,5/13/2009,2009133,133,23,23,23,4/20/2009,110,2009110,F,18.9,30.2,11,11.7,68.5,11.3,132.21,171.385,38.3,54,129,75,32,282,0.12
1549,2009,4,20,C3,ECRI09,C3 ECRI09,1055-11613,5/18/2009,138,5/18/2009,2009138,138,28,27.2,27,4/20/2009,110,2009110,F,22.4,38.5,13,13.7,82.7,16.1,220.57,256.9875,44.2,61.5,191,127,75,425,0.12
1550,2009,4,20,B2,ECRI09,B2 ECRI09,1055-11612,5/18/2009,138,5/18/2009,2009138,138,28,27.8,28,4/20/2009,110,2009110,F,23.8,36.1,11.7,13.3,80.8,12.3,163.59,225.625,44.7,59.5,190,131,85,412,0.13
1551,2009,4,20,D4,ECRI09,D4 ECRI09,1055-11614,5/18/2009,138,5/18/2009,2009138,138,28,27.5,28,4/20/2009,110,2009110,F,22.8,36,12.2,13.7,79.4,13.2,180.84,233.1,43.4,58.1,189,128,82,398,0.13
1582,2009,4,21,QK,NROC09,QK NROC09,775-27284,5/15/2009,135,5/15/2009,2009135,135,24,25.5,25,4/21/2009,111,2009111,F,22,33.2,12.6,12.1,74,11.2,135.52,205.01,40.8,55.7,154,97,51,377,0.13
1583,2009,4,21,SI,NROC09,SI NROC09,775-27286,5/15/2009,135,5/15/2009,2009135,135,24,25.1,25,4/21/2009,111,2009111,F,21,32,13.1,12.1,71.6,11,133.1,201.6,39.6,55.5,144,91,45,360,0.13
1585,2009,4,21,RJ,NROC09,RJ NROC09,775-27285,5/15/2009,135,5/15/2009,2009135,135,24,25.4,25,4/21/2009,111,2009111,F,22,33.1,11.8,11.1,75.2,11.1,123.21,189.4975,42.1,52.2,149,95,51,375,0.14
1546,2009,4,21,WE,DOGS09,WE DOGS09,775-27290,5/16/2009,136,5/16/2009,2009136,136,25,26.5,27,4/21/2009,111,2009111,F,23.2,33.7,13.8,13.6,80.7,10.5,142.8,230.845,47,64.5,177,116,67,454,0.12
1548,2009,4,21,XD,DOGS09,XD DOGS09,775-27291,5/16/2009,136,5/16/2009,2009136,136,25,26.5,27,4/21/2009,111,2009111,F,23.4,36.1,14.2,13.7,78,12.7,173.99,251.7975,41.9,60,177,116,67,415,0.12
1563,2009,4,22,VF,JUDD09,VF JUDD09,775-27289,5/15/2009,135,5/15/2009,2009135,135,23,23,23,4/22/2009,112,2009112,F,21.2,31,13.3,12.6,73.8,9.8,123.48,200.725,42.8,59.8,152,92,45,420,0.13
1564,2009,4,22,TH,JUDD09,TH JUDD09,775-27287,5/15/2009,135,5/15/2009,2009135,135,23,23,23,4/22/2009,112,2009112,F,21.9,33.2,11.8,12.1,75.8,11.3,136.73,198.37,42.6,57.6,152,93,50,405,0.13
1604,2009,4,22,LA,SWEG09,LA SWEG09,775-27299,5/16/2009,136,5/16/2009,2009136,136,24,25.2,25,4/22/2009,112,2009112,F,19.9,30.6,14.5,12.3,71.9,10.7,131.61,205.02,41.3,58,148,93,47,370,0.12
1605,2009,4,22,MZ,SWEG09,MZ SWEG09,775-27300,5/16/2009,136,5/16/2009,2009136,136,24,25.5,26,4/22/2009,112,2009112,F,21.4,31.7,13.8,12.7,73.3,10.3,130.81,210.0125,41.6,56.8,152,98,52,343,0.12
1567,2009,4,23,ZM,KAYS09,ZM KAYS09,1055-11610,5/18/2009,138,5/18/2009,2009138,138,25,25.8,26,4/23/2009,113,2009113,F,22,33.2,13.9,12,76,11.2,134.4,214.97,42.8,58.9,162,105,57,402,0.13
1607,2009,4,23,F6,WWCK09,F6 WWCK09,1055-11616,5/18/2009,138,5/18/2009,2009138,138,25,25.6,26,4/23/2009,113,2009113,F,20.7,31.8,12.3,12.3,72.8,11.1,136.53,195.57,41,56.6,156,97,55,330,0.12
1568,2009,4,25,A1,KAYS09,A1 KAYS09,1055-11611,5/18/2009,138,5/18/2009,2009138,138,23,23,23,4/25/2009,115,2009115,F,19.6,30.3,13.2,11.6,69.5,10.7,124.12,187.86,39.2,56.2,118,62,22,295,0.12
1587,2009,4,25,M3,ROWA09,M3 ROWA09,1055-11619,5/20/2009,140,5/20/2009,2009140,140,25,25.3,25,4/25/2009,115,2009115,F,22.4,32.5,11.9,12.2,75.2,10.1,123.22,195.8125,42.7,60,148,95,48,395,0.12
1588,2009,4,25,N4,ROWA09,N4 ROWA09,1055-11620,5/20/2009,140,5/20/2009,2009140,140,25,25.6,26,4/25/2009,115,2009115,F,21.2,32.9,11.7,12.8,75.4,11.7,149.76,201.5125,42.5,58.2,159,102,52,380,0.12
1601,2009,4,26,R8,STEX09,R8 STEX09,1055-11624,5/20/2009,140,5/20/2009,2009140,140,24,25.3,25,4/26/2009,116,2009116,F,21.8,32.9,12.4,11.8,74.5,11.1,130.98,199.045,41.6,58.9,149,98,44,342,0.12
1602,2009,4,26,S9,STEX09,S9 STEX09,1055-11625,5/20/2009,140,5/20/2009,2009140,140,24,25.3,25,4/26/2009,116,2009116,F,22.9,34.1,12.8,11.2,77.1,11.2,125.44,204.6,43,58.8,154,100,42,345,0.12
1592,2009,4,30,U1,SLIM09,U1 SLIM09,1055-11628,5/23/2009,143,5/23/2009,2009143,143,23,23,23,4/30/2009,120,2009120,F,20.7,31.3,12.1,12,71.5,10.6,127.2,188.5825,40.2,58.1,135,79,40,392,0.13
1537,2009,5,2,W3,BRAN09,W3 BRAN09,1055-11629,5/27/2009,147,5/27/2009,2009147,147,25,26.2,26,5/2/2009,122,2009122,F,21.1,32.8,13.5,12,74.2,11.7,140.4,209.1,41.4,57.3,166,114,60,378,0.13
1569,2009,5,4,J1,LOCO09,J1 LOCO09,1055-11643,5/30/2009,150,5/30/2009,2009150,150,26,26.2,26,5/4/2009,124,2009124,F,22.3,35,11.2,13.8,78.7,12.7,175.26,218.75,43.7,61.6,170,106,66,409,0.12
1557,2009,5,7,E6,HAMU09,E6 HAMU09,1055-11638,5/30/2009,150,5/30/2009,2009150,150,23,23,23,5/7/2009,127,2009127,F,19,29.3,13.1,11.5,69.6,10.3,118.45,180.195,40.3,57.7,116,60,20,287,0.11
1533,2009,5,23,K2,BAR209,K2 BAR209,1055-11644,6/15/2009,166,6/15/2009,2009166,166,23,23,23,5/23/2009,143,2009143,F,20.2,31.4,12.1,11.3,69.2,11.2,126.56,183.69,37.8,55,139,83,47,307,0.12
1611,2010,4,10,D6,SWAH10,D6 SWAH10,1055-11674,5/8/2010,128,5/8/2010,2010128,128,28,27.2,27,4/10/2010,100,2010100,F,25.2,38,14.4,14.3,80.6,12.8,183.04,272.65,42.6,61.4,185,122,79,437,0.12
1618,2010,4,12,N6,FOWA10,N6 FOWA10,1055-11684,5/9/2010,129,5/9/2010,2010129,129,27,26.5,26,4/12/2010,102,2010102,F,20.8,34,11.7,11.4,73.9,13.2,150.48,196.35,39.9,57.1,177,116,66,340,0.12
1621,2010,4,12,R0,MMUR10,R0 MMUR10,1055-11687,5/9/2010,129,5/9/2010,2010129,129,27,27.4,27,4/12/2010,102,2010102,F,22.9,34.5,12.6,13.7,76.5,11.6,158.92,226.8375,42,57.7,181,121,84,410,0.13
1614,2010,4,14,J2,CARD10,J2 CARD10,1055-11680,5/9/2010,129,5/9/2010,2010129,129,25,25.6,26,4/14/2010,104,2010104,F,21.9,33.8,14.2,13.3,76.1,11.9,158.27,232.375,42.3,60.8,158,97,55,450,0.13
1632,2010,4,14,B6 ,TARY10,B6  TARY10,1055-12703,5/13/2010,133,5/13/2010,2010133,133,29,27.8,28,4/14/2010,104,2010104,F,23.2,35.5,14.5,12.4,78.6,12.3,152.52,238.7375,43.1,58.8,189,126,89,369,0.12
1625,2010,4,15,U3,WKEN10,U3 WKEN10,1055-11691,5/10/2010,130,5/10/2010,2010130,130,25,25.5,25,4/15/2010,105,2010105,F,21.8,32.5,12.5,11.7,73.1,10.7,125.19,196.625,40.6,56.3,156,102,47,328,0.12
1624,2010,4,15,T2,WKEN10,T2 WKEN10,1055-11690,5/10/2010,130,5/10/2010,2010130,130,25,26.3,26,4/15/2010,105,2010105,F,21.3,29.9,11.6,12.6,74.4,8.6,108.36,180.895,44.5,60.2,169,113,63,355,0.12
1626,2010,4,15,V4,WKEN10,V4 WKEN10,1055-11693,5/10/2010,130,5/10/2010,2010130,130,25,26,26,4/15/2010,105,2010105,F,22.8,33.6,12,12.1,76.5,10.8,130.68,202.44,42.9,59.5,166,110,56,363,0.12
1623,2010,4,16,B-OSW,HORC10,B-OSW HORC10,1055-11689,5/10/2010,130,5/10/2010,2010130,130,24,24.2,24,4/16/2010,106,2010106,F,18.7,27.2,11.1,10.6,66.7,8.5,90.1,147.56,39.5,49.5,120,66,23,212,0.12
1630,2010,4,16,Z2,SANC10,Z2 SANC10,1055-11696,5/11/2010,131,5/11/2010,2010131,131,25,25.5,25,4/16/2010,106,2010106,F,23.5,34.3,12.7,12.9,75.9,10.8,139.32,219.52,41.6,59.7,158,100,49,390,0.12
1635,2010,4,20,G1,BIRN10,G1 BIRN10,1055-12708,5/15/2010,135,5/15/2010,2010135,135,25,26,26,4/20/2010,110,2010110,F,20.3,32.5,12.7,12.3,72.4,12.2,150.06,203.125,39.9,56.8,165,112,55,324,0.12
1636,2010,4,20,I3,STEX10,I3 STEX10,1055-12709,5/15/2010,135,5/15/2010,2010135,135,25,25.6,26,4/20/2010,110,2010110,F,22,34.4,15.1,14,75.1,12.4,173.6,250.26,40.7,59.8,159,100,55,407,0.12
1642,2010,4,20,L6,SIL:I10,L6 SIL:I10,1055-12714,5/16/2010,136,5/16/2010,2010136,136,26,26.3,26,4/20/2010,110,2010110,F,19.3,34.4,13.6,12.6,74.2,15.1,190.26,225.32,39.8,58.6,176,113,65,353,
1643,2010,4,20,M7,SILI10,M7 SILI10,1055-12715,5/16/2010,136,5/16/2010,2010136,136,26,25.9,26,4/20/2010,110,2010110,F,22.3,37.2,13.4,13.2,75.8,14.9,196.68,247.38,38.6,59,168,106,57,370,
1645,2010,4,20,O9,LUCE10,O9 LUCE10,1055-12717,5/16/2010,136,5/16/2010,2010136,136,26,26.5,26,4/20/2010,110,2010110,F,22.3,31.7,12.7,11.7,74.8,9.4,109.98,193.37,43.1,56.8,170,117,65,345,
1646,2010,4,20,P0,LUCE10,P0 LUCE10,1055-12718,5/16/2010,136,5/16/2010,2010136,136,26,26.5,26,4/20/2010,110,2010110,F,21.6,34.1,12.8,12.7,74,12.5,158.75,217.3875,39.9,56.7,179,119,63,353,
1644,2010,4,21,N8,SILI10,N8 SILI10,1055-12716,5/16/2010,136,5/16/2010,2010136,136,25,25.2,25,4/21/2010,111,2010111,F,21.1,33.7,13.5,12.2,72.5,12.6,153.72,216.5225,38.8,55.6,150,94,43,313,
1652,2010,4,21,U5,YBAR10,U5 YBAR10,1055-12723,5/19/2010,139,5/19/2010,2010139,139,28,28.4,28,4/21/2010,111,2010111,F,23.4,36.4,12.5,13.4,79.5,13,174.2,235.69,43.1,61.8,198,137,93,420,
1648,2010,4,23,Q1,THOM10,Q1 THOM10,1055-12719,5/19/2010,139,5/19/2010,2010139,139,26,25.9,26,4/23/2010,113,2010113,F,23.4,33.9,13.7,12.7,76.4,10.5,133.35,223.74,42.5,59.1,160,105,60,366,
1650,2010,4,23,S3,THOM10,S3 THOM10,1055-12721,5/19/2010,139,5/19/2010,2010139,139,26,26.2,26,4/23/2010,113,2010113,F,22.9,34.8,11.8,13.1,75.2,11.9,155.89,216.63,40.4,56.1,166,114,59,365,
1665,2010,4,25,P9,YETH10,P9 YETH10,1055-12736,5/21/2010,141,5/21/2010,2010141,141,23,23,23,4/25/2010,115,2010115,F,22.3,34.5,12.9,12.1,75.9,12.2,147.62,215.625,41.4,57.6,155,98,53,353,
1657,2010,4,25,Z4,EQUI10,Z4 EQUI10,1055-12728,5/20/2010,140,5/20/2010,2010140,140,25,24.9,25,4/25/2010,115,2010115,F,20.4,30.5,10.7,12.2,73.1,10.1,123.22,174.6125,42.6,58.7,150,89,35,315,
1659,2010,4,25,B5,ECLO10,B5 ECLO10,1055-12730,5/21/2010,141,5/21/2010,2010141,141,26,25.7,26,4/25/2010,115,2010115,F,23.3,32.5,13.5,13,77.5,9.2,119.6,215.3125,45,59.1,170,104,54,382,
1669,2010,4,27,T3,ROTA10,T3 ROTA10,1055-12740,5/22/2010,142,5/22/2010,2010142,142,24,24.8,25,4/27/2010,117,2010117,F,18.7,32.1,12.4,12.5,69.5,13.4,167.5,199.8225,37.4,58.2,137,85,38,350,
1638,2010,4,30,Y2,LOCO10,Y2 LOCO10,1055-12711,5/25/2010,145,5/25/2010,2010145,145,25,26.4,26,4/30/2010,120,2010120,F,22.9,34.8,13.2,12,77,11.9,142.8,219.24,42.2,61.4,166,110,68,352,0.11
1672,2010,4,30,F9,YFER10,F9 YFER10,1055-12743,5/28/2010,148,5/28/2010,2010148,148,28,28.5,28,4/30/2010,120,2010120,F,23.5,36.8,11.2,13,78.1,13.3,172.9,222.64,41.3,59.9,203,145,89,358,
1676,2010,5,3,J3,SVPK10,J3 SVPK10,1055-12747,5/31/2010,151,5/31/2010,2010151,151,28,27.7,28,5/3/2010,123,2010123,F,25.4,37.9,13,13.5,81.7,12.5,168.75,251.0875,43.8,59.6,192,136,80,372,
1679,2010,5,8,L5,BUR210,L5 BUR210,1055-12750,6/2/2010,153,6/2/2010,2010153,153,25,24.8,25,5/8/2010,128,2010128,F,21,30.9,11.1,11.7,73.4,9.9,115.83,176.13,42.5,56.5,145,89,33,270,
1681,2010,5,8,B7,BUR210,B7 BUR210,1055-12752,6/2/2010,153,6/2/2010,2010153,153,25,25.5,25,5/8/2010,128,2010128,F,23.9,36.9,12.4,13.3,76.1,13,172.9,237.0825,39.2,58.5,154,103,45,331,
1696,2011,4,14,U6,SWAH11,U6 SWAH11,1055-12768,5/12/2011,132,5/12/2011,2011132,132,28,26.6,27,,104,2011104,F,22,34.7,12.6,11.8,75,12.7,149.9,211.7,40.3,59,171,117,69,365,
1690,2011,4,15,O0,FOWA11,O0 FOWA11,1055-12762,5/11/2011,131,5/11/2011,2011131,131,26,26.3,26,,105,2011105,F,22.6,35.9,12.6,12.5,76.5,13.3,166.3,225.3,40.6,61.8,165,107,70,375,
1692,2011,4,15,Q2,STAD11,Q2 STAD11,1055-12764,5/12/2011,132,5/12/2011,2011132,132,27,26.3,26,,105,2011105,F,22.5,36.6,10.7,12.1,74.9,14.1,170.6,208.6,38.3,56.9,169,110,66,335,
1693,2011,4,15,R3,STAD11,R3 STAD11,1055-12765,5/12/2011,132,5/12/2011,2011132,132,27,26.5,27,,105,2011105,F,23.4,36.3,11.4,12,76.6,13,155.4,212.4,40.3,60.1,170,116,67,350,
1714,2011,4,15,FFS-L,YEFE11,FFS-L YEFE11,1055-12785,5/14/2011,134,5/14/2011,2011134,134,29,27.1,27,,105,2011105,F,26.4,39.7,13.3,14,82.4,13.3,186.2,271,42.7,61,190,127,74,370,
1691,2011,4,16,P1,FOWA11,P1 FOWA11,1055-12763,5/11/2011,131,5/11/2011,2011131,131,25,24.5,24,,106,2011106,F,19,33,11.7,11,69.4,14,154,187.3,36.4,56.4,125,73,32,345,
1713,2011,4,16,G3,YEFE11,G3 YEFE11,1055-12784,5/14/2011,134,5/14/2011,2011134,134,28,28,28,,106,2011106,F,27.4,40.7,14,14,83.6,13.3,186.2,284.9,42.9,61.7,198,137,85,411,
1684,2011,4,18,I4,SEPG11,I4 SEPG11,1055-12756,5/11/2011,131,5/11/2011,2011131,131,23,23,23,,108,2011108,F,20.8,32.9,10.6,10.9,73,12.1,132.4,177.3,40.1,58,138,85,45,375,
1722,2011,4,19,O1,DOGS11,O1 DOGS11,1055-12794,5/19/2011,139,5/19/2011,2011139,139,30,28.2,28,,109,2011109,F,26.1,35.9,12.7,13,78.7,9.8,127.4,230.7,42.8,57.6,205,133,92,368,
1717,2011,4,20,J6,ECRI11,J6 ECRI11,1055-12788,5/18/2011,138,5/18/2011,2011138,138,28,26.3,26,,110,2011110,F,23.6,31.8,11.4,12.5,78.2,8.2,102.5,190,46.4,59.9,182,110,67,369,
1716,2011,4,20,I5,ECRI11,I5 ECRI11,1055-12787,5/18/2011,138,5/18/2011,2011138,138,28,27.4,27,,110,2011110,F,25,41.5,12.4,12.8,82.1,16.5,211.2,261.5,40.6,60.7,186,126,80,420,
