"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight"
"921",2003,"9V","HAWA03","9V HAWA03",25,24.6,107,2003107,"M",19.7,13.2,12.1,30.9,71.1,11.2,135.52,195.4425,40.2,58.8,305
"922",2003,"0B","HOMS03","0B HOMS03",29,27.5,106,2003106,"F",22.6,12.6,12.2,35.2,76.6,12.6,153.72,218.24,41.4,60.2,325
"923",2003,"1C","HOMS03","1C HOMS03",29,28,106,2003106,"M",23.6,14.2,12.4,37.3,80,13.7,169.88,248.045,42.7,61.9,367
"924",2003,"9A","HOMS03","9A HOMS03",29,27.3,106,2003106,"M",22,12.6,12,33.8,75.7,11.8,141.6,207.87,41.9,59.6,325
"925",2003,"1N","JUDD03","1N JUDD03",25,25.9,107,2003107,"F",21.8,12.7,12.3,32.7,76.4,10.9,134.07,204.375,43.7,58.1,398
"926",2003,"2O","JUDD03","2O JUDD03",25,25.8,107,2003107,"F",21.5,12.8,12.9,33.6,74.4,12.1,156.09,215.88,40.8,59.4,405
"927",2003,"3P","JUDD03","3P JUDD03",25,27.1,107,2003107,"F",22.1,11.6,11.8,33.1,74.4,11,129.8,193.635,41.3,60.7,380
"928",2003,"0L","LRIS03","0L LRIS03",25,25.5,111,2003111,"F",21.5,13.4,12.9,34.3,76,12.8,165.12,225.5225,41.7,59.8,355
"929",2003,"1M","LRIS03","1M LRIS03",25,25.7,111,2003111,"M",22.4,14.1,13,34.2,75.3,11.8,153.4,231.705,41.1,63.6,375
"930",2003,"2N","LRIS03","2N LRIS03",25,25.8,111,2003111,"F",21.2,13.6,12.5,32.7,74.2,11.5,143.75,213.3675,41.5,60.7,370
"931",2003,"3O","LRIS03","3O LRIS03",25,25.8,111,2003111,"M",22,13.1,13.1,34.1,77.2,12.1,158.51,223.355,43.1,62.3,440
"932",2003,"9K","LRIS03","9K LRIS03",25,25.8,111,2003111,"F",19.8,11.8,11.7,32,73.3,12.2,142.74,188,41.3,57.4,342
"933",2003,"2C","MIPI03","2C MIPI03",28,27.6,111,2003111,"M",23,12.6,12.2,35.6,79.5,12.6,153.72,220.72,43.9,61.4,448
"934",2003,"3D","MIPI03","3D MIPI03",28,27.5,111,2003111,"M",23.6,13.4,13.2,36.2,80.5,12.6,166.32,240.73,44.3,61.5,450
"935",2003,"4E","MIPI03","4E MIPI03",28,26.5,111,2003111,"M",21.6,12.9,13.6,34,77.4,12.4,168.64,225.25,43.4,60.3,421
"936",2003,"5F","MIPI03","5F MIPI03",28,27.1,111,2003111,"M",23,12.8,13.7,35.6,79.3,12.6,172.62,235.85,43.7,60.1,426
"937",2003,"55","MMUR03","55 MMUR03",27,27,122,2003122,"M",22.2,12.8,12.4,35,76.1,12.8,158.72,220.5,41.1,57.8,342
"938",2003,"66","MMUR03","66 MMUR03",27,27,122,2003122,"",23.2,13.7,12.8,37.3,78.7,14.1,180.48,247.1125,41.4,61.4,366
"939",2003,"0V","MNDY03","0V MNDY03",29,26.9,108,2003108,"F",21.1,12.1,12,33.7,73.8,12.6,151.2,203.0425,40.1,57.7,356
"940",2003,"1W","MNDY03","1W MNDY03",29,25.2,108,2003108,"F",21.1,12.7,11.7,33.2,73.1,12.1,141.57,202.52,39.9,55.1,327
"941",2003,"8T","MNDY03","8T MNDY03",29,27.9,108,2003108,"F",23.6,14,13,35.5,77.6,11.9,154.7,239.625,42.1,60.3,390
"942",2003,"9U","MNDY03","9U MNDY03",29,28,108,2003108,"M",23.1,13.6,13.5,36.1,80.1,13,175.5,244.5775,44,63.8,450
"943",2003,"0K","NEWC03","0K NEWC03",28,25.8,112,2003112,"F",21.5,11.8,11.6,33.6,71.4,12.1,140.36,196.56,37.8,52.3,252
"944",2003,"1L","NEWC03","1L NEWC03",28,27,112,2003112,"F",23.2,12.8,12.3,35.9,77,12.7,156.21,225.2725,41.1,57.2,342
"945",2003,"9J","NEWC03","9J NEWC03",28,27.6,112,2003112,"F",23,12.1,12.3,35.8,77.2,12.8,157.44,218.38,41.4,55.9,375
"946",2003,"0A","SWEG03","0A SWEG03",25,25.5,114,2003114,"F",20.1,11.7,11.6,32.6,71.2,12.5,145,189.895,38.6,53.3,289
"947",2003,"1B","SWEG03","1B SWEG03",25,25.8,114,2003114,"F",20.2,13.4,11.8,31.8,71.3,11.6,136.88,200.34,39.5,56.2,310
"948",2003,"2X","SWEG03","2X SWEG03",25,26.4,114,2003114,"F",22.5,14,12.8,34.4,76.3,11.9,152.32,230.48,41.9,55.9,358
"949",2003,"3Y","SWEG03","3Y SWEG03",25,25.8,114,2003114,"M",20.9,13,12.6,33.4,74.8,12.5,157.5,213.76,41.4,56.2,335
"950",2003,"4Z","SWEG03","4Z SWEG03",25,25.8,114,2003114,"M",21.51,13.4,12.8,33.5,75.7,11.99,153.472,219.425,42.2,53.9,356
"951",2003,"0","TRUP03","00 TRUP03",27,26.4,116,2003116,"F",21.1,11.5,12,32.9,74.6,11.8,141.6,193.2875,41.7,56.2,297
"952",2003,"1","TRUP03","01 TRUP03",27,26.1,116,2003116,"M",21.6,12.5,12.2,32.9,76.4,11.3,137.86,203.1575,43.5,56.9,297
"953",2003,"5Z","TRUP03","5Z TRUP03",27,27.2,116,2003116,"M",22.7,13,12.8,35.7,79.2,13,166.4,230.265,43.5,59.4,342
"954",2004,"43","BRBI04","43 BRBI04",26,26.1,116,2004116,"F",23.6,13.5,13.4,36.4,76.5,12.8,171.52,244.79,40.1,58.3,390
"955",2004,"54","BRBI04","54 BRBI04",26,26,116,2004116,"M",23.6,11.7,13,37.2,77.2,13.6,176.8,229.71,40,61.8,408
"956",2004,"65","BRBI04","65 BRBI04",26,26.1,116,2004116,"F",22.7,12.8,13,34.4,76.1,11.7,152.1,221.88,41.7,59.1,400
"957",2004,"9","CAFO04","09 CAFO04",24,25.3,117,2004117,"M",23.7,13.2,12.4,36.4,78.7,12.7,157.48,232.96,42.3,59.4,407
"958",2004,"10","CAFO04","10 CAFO04",24,24.5,117,2004117,"F",21.8,13,11.8,32.3,71.9,10.5,123.9,200.26,39.6,55.3,297
"959",2004,"21","CAFO04","21 CAFO04",24,24.3,117,2004117,"F",21,12.2,11.7,32.4,72.7,11.4,133.38,193.59,40.3,53.1,297
"960",2004,"32","CAFO04","32 CAFO04",24,24.9,117,2004117,"M",22,12.7,12.2,35.4,75.5,13.4,163.48,220.365,40.1,55.8,333
"961",2004,"50","CCLI04","50 CCLI04",24,25.3,105,2004105,"M",20.3,12.9,12.6,33.3,75.6,13,163.8,212.2875,42.3,60.9,452
"962",2004,"61","CCLI04","61 CCLI04",24,25.5,105,2004105,"M",21.9,13.5,13.4,34.2,76.4,12.3,164.82,229.995,42.2,59.6,453
"963",2004,"72","CCLI04","72 CCLI04",24,25,105,2004105,"F",19.6,12.6,12.6,32.3,70.1,12.7,160.02,203.49,37.8,58.6,373
"964",2004,"83","CCLI04","83 CCLI04",24,24.1,105,2004105,"F",16.7,11.3,12.3,29.3,64.7,12.6,154.98,172.87,35.4,52.9,325
"965",2004,"FT","CLAR04","FT CLAR04",28,27.5,130,2004130,"M",25.7,12.8,13.5,37.6,81.1,11.9,160.65,247.22,43.5,60.2,435
"966",2004,"IP","CLAR04","IP CLAR04",28,27.9,130,2004130,"F",23.2,12.6,13.2,34.9,78.2,11.7,154.44,225.105,43.3,60.1,372
"967",2004,"CV","ECR204","CV ECR204",26,26,140,2004140,"F",22.9,12.7,13,35.7,77.4,12.8,166.4,229.3725,41.7,58.2,383
"968",2004,"76","EPIN04","76 EPIN04",27,27.4,117,2004117,"F",22.9,11.6,12.6,33.8,77,10.9,137.34,204.49,43.2,59.5,425
"969",2004,"87","EPIN04","87 EPIN04",27,26.1,117,2004117,"F",21.5,10.2,11.8,33.4,74.6,11.9,140.42,183.7,41.2,57.2,412
"970",2004,"98","EPIN04","98 EPIN04",27,26.1,117,2004117,"M",23.1,13.2,12.8,34.4,77.8,11.3,144.64,223.6,43.4,59.3,417
"971",2004,"39","FOWA04","39 FOWA04",24,25.6,109,2004109,"F",22.9,12,11.9,33.7,75.8,10.8,128.52,201.3575,42.1,60.5,385
"972",2004,"40","FOWA04","40 FOWA04",24,25,109,2004109,"M",21.8,12.7,12.6,33.6,76,11.8,148.68,212.52,42.4,56.7,354
"973",2004,"51","FOWA04","51 FOWA04",24,25,109,2004109,"M",23.6,12.7,12.6,35.6,78.2,12,151.2,225.17,42.6,59.8,367
"974",2004,"KO","LRI204","KO LRI204",26,26.2,153,2004153,"M",23.4,12,13.9,36,78,12.6,175.14,233.1,42,57,380
"975",2004,"LN","LRI204","LN LRI204",26,25.6,153,2004153,"F",19.8,11.7,12.5,30.9,70.2,11.1,138.75,186.945,39.3,54.1,267
"976",2004,"63","MINE04","63 MINE04",27,26.5,113,2004113,"F",23,13,12.3,35.1,78.7,12.1,148.83,222.0075,43.6,59.2,385
"977",2004,"74","MINE04","74 MINE04",27,25.9,113,2004113,"M",24.6,14.1,14.4,36.2,79.9,11.6,167.04,257.925,43.7,60.7,417
"978",2004,"85","MINE04","85 MINE04",27,26.8,113,2004113,"F",23.4,14.8,12.8,34.3,77.1,10.9,139.52,236.67,42.8,57.9,390
"979",2004,"96","MINE04","96 MINE04",27,26.6,113,2004113,"F",22.7,13.7,13.3,35.9,75.5,13.2,175.56,242.325,39.6,56.5,363
"980",2004,"16","MNDY04","16 MNDY04",28,27.1,101,2004101,"M",25.5,13.5,13.4,39.8,82,14.3,191.62,267.655,42.2,62.1,460
"981",2004,"27","MNDY04","27 MNDY04",28,26.8,101,2004101,"F",24,13.3,13.1,38,77.9,14,183.4,250.8,39.9,59.3,400
"982",2004,"38","MNDY04","38 MNDY04",28,26.5,101,2004101,"F",22.8,13.7,12.9,35.1,75.3,12.3,158.67,233.415,40.2,60,420
"983",2004,"doa","MNDY04","doa MNDY04",28,26.2,101,2004101,"",22.8,13,12.9,36.9,76.8,14.1,181.89,238.9275,39.9,60.3,405
"984",2004,"AZ","NEEL04","AZ NEEL04",27,26.9,118,2004118,"F",20.7,11.7,12.9,32.8,72.2,12.1,156.09,201.72,39.4,54.2,366
"985",2004,"KP","ORHA04","KP ORHA04",29,28,118,2004118,"F",24.6,13,14.3,36.6,80.3,12,171.6,249.795,43.7,61.6,452
"986",2004,"42","ROWA04","42 ROWA04",24,25.1,117,2004117,"F",23.2,13.5,12.5,34.1,74.2,10.9,136.25,221.65,40.1,58.5,358
"987",2004,"53","ROWA04","53 ROWA04",24,25.6,117,2004117,"F",23.3,13.4,13.6,34.1,74.5,10.8,146.88,230.175,40.4,59.4,357
"988",2004,"64","ROWA04","64 ROWA04",24,25.5,117,2004117,"F",22.4,13.3,13,32.3,73.5,9.9,128.7,212.3725,41.2,60.1,342
"989",2004,"75","ROWA04","75 ROWA04",24,24.7,117,2004117,"F",21.2,12.6,12.5,33,72.4,11.8,147.5,207.075,39.4,57.2,317
"990",2004,"CX","SLIM04","CX SLIM04",26,26.2,120,2004120,"M",24,14.5,13.6,36.5,77.3,12.5,170,256.4125,40.8,58.8,415
"991",2004,"DW","SLIM04","DW SLIM04",26,25.6,120,2004120,"F",23.4,13.2,12.4,34.3,74,10.9,135.16,219.52,39.7,54.4,320
"992",2004,"FU","SLIM04","FU SLIM04",26,26,120,2004120,"M",23.2,13.7,13.3,36.5,74.6,13.3,176.89,246.375,38.1,55.5,387
"993",2004,"HS","SLIM04","HS SLIM04",26,26.5,120,2004120,"M",23.8,13.4,13.2,35.8,76.9,12,158.4,238.07,41.1,60.8,442
"994",2004,"IR","SWEG04","IR SWEG04",27,27.1,120,2004120,"M",24.5,13.9,13.1,38.5,80.8,14,183.4,259.875,42.3,57,405
"995",2004,"JQ","SWEG04","JQ SWEG04",27,26.1,120,2004120,"F",22.8,12.9,12.1,34.8,76.2,12,145.2,217.5,41.4,57.7,452
"996",2004,"17","TRUP04","17 TRUP04",29,28,104,2004104,"F",24.6,11.2,13.4,37.7,77.5,13.1,175.54,231.855,39.8,56,386
"997",2004,"28","TRUP04","28 TRUP04",29,27.6,104,2004104,"F",23.6,11.4,13.8,36.9,77.6,13.3,183.54,232.47,40.7,56,351
"998",2004,"94","TRUP04","94 TRUP04",29,27.9,104,2004104,"M",25.6,12.5,14.5,37.3,94,11.7,169.65,251.775,56.7,59.1,417
"999",2004,"62","WARC04","62 WARC04",26,26.2,111,2004111,"F",25.1,12.8,13.5,36.9,78.9,11.8,159.3,242.6175,42,54.9,400
"1000",2004,"73","WARC04","73 WARC04",26,26.2,111,2004111,"M",23,14,15.1,36,77.6,13,196.3,261.9,41.6,53.1,423
"1001",2004,"84","WARC04","84 WARC04",26,26.3,111,2004111,"M",25,12.4,13.3,36.3,78.5,11.3,150.29,233.2275,42.2,56.7,440
"1002",2004,"95","WARC04","95 WARC04",26,25.9,111,2004111,"F",24.2,13,13.8,33.1,76.6,8.9,122.82,221.77,43.5,52.3,350
"1003",2004,"NM","WARO04","NM WARO04",29,27.7,123,2004123,"F",23.4,13.1,12.5,35.1,76.8,11.7,146.25,224.64,41.7,57.2,330
"1004",2004,"QJ","WARO04","QJ WARO04",29,27.7,123,2004123,"F",25,13.2,12.9,37.3,77.8,12.3,158.67,243.3825,40.5,59.1,329
"1005",2004,"TG","WARO04","TG WARO04",29,28,123,2004123,"F",24.3,13.5,12.4,34.9,78,10.6,131.44,225.9775,43.1,58.4,337
"1006",2004,"UF","WARO04","UF WARO04",29,27.5,123,2004123,"F",23.2,11.9,13.2,34.7,75.2,11.5,151.8,217.7425,40.5,56.8,307
"1007",2004,"WD","WARO04","WD WARO04",29,26.8,123,2004123,"F",23.4,12.2,13,34.1,74.7,10.7,139.1,214.83,40.6,57.3,302
"1008",2004,"BX","WKAY04","BX WKAY04",27,26.7,126,2004126,"F",21.8,12.6,11.5,35.1,73.2,13.3,152.95,211.4775,38.1,54.4,308
"1009",2004,"CW","WKAY04","CW WKAY04",27,26.9,126,2004126,"F",22.4,12.4,11.6,34.2,76.2,11.8,136.88,205.2,42,56.6,311
"1010",2004,"DV","WKAY04","DV WKAY04",27,26.4,126,2004126,"F",22.1,14.8,12.6,34.7,74.8,12.6,158.76,237.695,40.1,53.8,306
"1011",2004,"49","YATI04","49 YATI04",28,27.2,101,2004101,"F",23,12.6,12,36.1,76.5,13.1,157.2,222.015,40.4,60.6,260
"1012",2005,"GP","96IR05","GP 96IR05",24,25.6,112,2005112,"F",22.1,11.9,12.7,34.6,74.2,12.5,158.75,212.79,39.6,57.2,385
"1013",2005,"JM","96IR05","JM 96IR05",24,24.6,112,2005112,"M",19.9,13.3,12,33.1,71.71,13.2,158.4,209.3575,38.61,58.4,370
"1014",2005,"NG","BRBI05","NG BRBI05",25,25.8,117,2005117,"",22.8,12.7,12.4,35.4,77.9,12.6,156.24,222.135,42.5,59.6,396
"1015",2005,"NF","EFER05","NF EFER05",26,26.2,119,2005119,"F",23.5,11.9,12.8,35.2,75.6,11.7,149.76,217.36,40.4,60.1,390
"1016",2005,"OE","EFER05","OE EFER05",26,26.2,119,2005119,"",24.4,13.6,12.6,35.8,78.9,11.4,143.64,234.49,43.1,62.4,438
"1017",2005,"RB","EFER05","RB EFER05",26,25.1,119,2005119,"M",22.3,13.5,11.9,33.9,77.2,11.6,138.04,215.265,43.3,60.8,378
"1018",2005,"AT","EHCR05","AT EHCR05",25,25.7,116,2005116,"M",22.6,12.95,12.8,36.4,80.3,13.8,176.64,234.325,43.9,64.2,415
"1019",2005,"BS","EHCR05","BS EHCR05",25,25.5,116,2005116,"M",21.2,11.6,12.2,35,77.7,13.8,168.36,208.25,42.7,62.6,372
"1020",2005,"CR","EHCR05","CR EHCR05",25,25.4,116,2005116,"F",21.4,12.4,12.1,33.8,74.5,12.4,150.04,207.025,40.7,59.7,343
"1021",2005,"UZ","EQUI05","UZ EQUI05",26,26.5,117,2005117,"F",22.3,13.2,14.2,35.1,75.6,12.8,181.76,240.435,40.5,57.7,408
"1022",2005,"VY","EQUI05","VY EQUI05",26,26.9,117,2005117,"M",22.4,13.4,13.2,34.3,80.1,11.9,157.08,228.095,45.8,59.6,412
"1023",2005,"DS","FOPA05","DS FOPA05",24,25.4,112,2005112,"F",19.8,11.6,12.1,32.7,72.8,12.9,156.09,193.7475,40.1,57.9,351
"1024",2005,"ER","FOPA05","ER FOPA05",24,25.3,112,2005112,"F",20.3,11.4,11.5,31.8,72.1,11.5,132.25,182.055,40.3,58.8,350
"1025",2005,"FQ","FOPA05","FQ FOPA05",24,25.6,112,2005112,"M",20.4,12.8,12.7,33.5,74.8,13.1,166.37,213.5625,41.3,61.3,375
"1026",2005,"OI","FOWA05","OI FOWA05",27,26.3,109,2005109,"M",24.2,13.5,12.8,39.8,80.2,15.6,199.68,261.685,40.4,61.5,400
"1027",2005,"QG","FOWA05","QG FOWA05",27,26.6,109,2005109,"F",22.7,12.1,12,35.2,77.5,12.5,150,212.08,42.3,58.8,380
"1028",2005,"RF","FOWA05","RF FOWA05",27,26,109,2005109,"F",23.2,12.7,12.1,34.1,75.1,10.9,131.89,211.42,41,58.2,347
"1029",2005,"SE","FOWA05","SE FOWA05",27,27,109,2005109,"M",22.8,14,14,36.7,79.5,13.9,194.6,256.9,42.8,61.6,422
"1030",2005,"XZ","FOWA05","XZ FOWA05",27,25.1,109,2005109,"M",20.8,12.5,11.6,33.8,74.4,13,150.8,203.645,40.6,60.1,356
"1031",2005,"AV","HAPA05","AV HAPA05",26,26.5,110,2005110,"F",21.8,12.3,13.4,34.4,75.1,12.6,168.84,221.02,40.7,61.5,370
"1032",2005,"ZX","HAPA05","ZX HAPA05",26,26.6,110,2005110,"M",23.3,12.8,13.3,36.7,79.1,13.4,178.22,239.4675,42.4,58.9,480
"1033",2005,"ES","HAWA05","ES HAWA05",24,25.2,109,2005109,"F",21.2,11.3,12,31.8,72.6,10.6,127.2,185.235,40.8,58.1,296
"1034",2005,"FR","HAWA05","FR HAWA05",24,25.7,109,2005109,"M",22.1,13.6,12.63,34,75,11.9,150.297,222.955,41,59.8,368
"1035",2005,"IO","HAWA05","IO HAWA05",24,25.1,109,2005109,"M",22.2,12.2,12.7,31.4,75.9,9.2,116.84,195.465,44.5,58.2,300
"1036",2005,"JN","HAWA05","JN HAWA05",24,24.6,109,2005109,"F",18.9,12.5,11.8,29.6,69.4,10.7,126.26,179.82,39.8,56.2,230
"1037",2005,"NE","HNES05","NE HNES05",25,25.1,141,2005141,"",23.5,12.4,13.5,30.7,76.1,7.2,97.2,198.7825,45.4,57.4,365
"1038",2005,"OD","HNES05","OD HNES05",26,25.8,140,2005140,"",25.4,13.6,12.7,39.6,82,14.2,180.34,260.37,42.4,59,389
"1039",2005,"PC","HNES05","PC HNES05",26,25.6,140,2005140,"",25,13.2,13.3,32.6,79.6,7.6,101.08,215.975,47,61.6,392
"1040",2005,"QB","HNES05","QB HNES05",24,24.5,142,2005142,"",21.5,13.2,12.5,29.4,73.3,7.9,98.75,188.895,43.9,57.5,275
"1041",2005,"HL","HORC05","HL HORC05",28,25.5,116,2005116,"F",20.8,11.8,11,32.4,72.6,11.6,127.6,184.68,40.2,56.3,330
"1042",2005,"IK","HORC05","IK HORC05",28,27.2,116,2005116,"M",22.9,12.8,13.3,35.8,78,12.9,171.57,233.595,42.2,59,393
"1043",2005,"BU","IEQR05","BU IEQR05",24,24.9,113,2005113,"F",21,12.1,11.5,33.5,72.7,12.5,143.75,197.65,39.2,58.5,305
"1044",2005,"LK","IEQR05","LK IEQR05",24,25.6,113,2005113,"F",22.2,13,11.8,34.6,74.9,12.4,146.32,214.52,40.3,59.2,350
"1045",2005,"NI","IEQR05","NI IEQR05",24,25.2,113,2005113,"F",21.6,12.4,12.4,33.3,74.3,11.7,145.08,206.46,41,60,295
"1046",2005,"QF","IEQR05","QF IEQR05",24,25,113,2005113,"F",21.4,14,12.4,34.5,74,13.1,162.44,227.7,39.5,58.8,312
"1047",2005,"HK","IRIS05","HK IRIS05",28,27.8,130,2005130,"F",25.4,12.6,14.5,33.1,82,7.7,111.65,224.2525,48.9,59.3,398
"1048",2005,"IJ","IRIS05","IJ IRIS05",26,25.4,132,2005132,"F",23.2,13.2,12.9,32.4,77.4,9.2,118.68,211.41,45,59,390
"1049",2005,"KH","IRIS05","KH IRIS05",28,27.7,130,2005130,"F",27.4,13.5,14,40.4,83.9,13,182,277.75,43.5,59.9,425
"1050",2005,"LG","IRIS05","LG IRIS05",27,26.8,131,2005131,"F",24.8,13.4,13.2,37.6,80.5,12.8,168.96,250.04,42.9,55.5,400
"1051",2005,"JL","LRIS05","JL LRIS05",28,27.4,111,2005111,"F",22.3,10.8,11.6,34.2,77.2,11.9,138.04,191.52,43,59.9,360
"1052",2005,"UA","MCUN05","UA MCUN05",29,26.2,111,2005111,"M",19.2,11.1,11.2,32.5,71.2,13.3,148.96,181.1875,38.7,50.3,285
"1053",2005,"VZ","MCUN05","VZ MCUN05",29,26.1,111,2005111,"F",18,10.2,12.3,31.3,68.6,13.3,163.59,176.0625,37.3,50.4,285
"1054",2005,"FR","NBUR05","FR NBUR05",28,27,112,2005112,"F",22.4,10.6,10.7,32.5,74.6,10.1,108.07,173.0625,42.1,52.6,328
"1055",2005,"WY","NBUR05","WY NBUR05",28,25.5,112,2005112,"M",19.9,10.7,9.9,33.7,73.3,13.8,136.62,173.555,39.6,49.4,287
"1056",2005,"XX","NBUR05","XX NBUR05",28,26.7,112,2005112,"M",22.6,11.4,11.1,34,77.4,11.4,126.54,191.25,43.4,54.2,351
"1057",2005,"YW","NBUR05","YW NBUR05",28,26.3,112,2005112,"M",22.6,11.6,11.3,32.8,78.2,10.2,115.26,187.78,45.4,55.5,372
"1058",2005,"ZV","NBUR05","ZV NBUR05",28,27.1,112,2005112,"M",22.4,11.6,11.4,31.9,75.8,9.5,108.3,183.425,43.9,55.2,320
"1059",2005,"EP","ORHA05","EP ORHA05",26,26.2,115,2005115,"F",22.8,12.6,12.7,34.2,77.7,11.4,144.78,216.315,43.5,58.6,377
"1060",2005,"FO","PECI05","FO PECI05",25,25.1,116,2005116,"F",22.2,12.6,13.8,35,75.6,12.8,176.64,231,40.6,60.7,397
"1061",2005,"GN","PECI05","GN PECI05",25,25.5,116,2005116,"F",21.5,12.1,13.2,33.5,74.2,12,158.4,211.8875,40.7,58.8,429
"1062",2005,"HM","PECI05","HM PECI05",25,25.7,116,2005116,"F",21,13,12.7,33.8,74.3,12.8,162.56,217.165,40.5,59.2,392
"1063",2005,"MG","PGLN05","MG PGLN05",28,27.3,117,2005117,"F",22.3,12.3,12.3,32.4,76.3,10.1,124.23,199.26,43.9,56.5,350
"1064",2005,"DQ","ROGO05","DQ ROGO05",27,27,114,2005114,"F",22,12.6,12.9,34.7,75.2,12.7,163.83,221.2125,40.5,55.3,362
"1065",2005,"OF","SEPG05","OF SEPG05",26,26.8,116,2005116,"M",24.8,12.2,12.3,38.2,79.5,13.4,164.82,233.975,41.3,61.2,415
"1066",2005,"PE","SEPG05","PE SEPG05",26,26.3,116,2005116,"M",21.6,12.3,12.4,35,76,13.4,166.16,216.125,41,58.8,347
"1067",2005,"MF","SLI205","MF SLI205",24,24,140,2005140,"F",20.4,12.8,12.3,31.6,67.7,11.2,137.76,198.29,36.1,52.5,290
"1068",2005,"KM","STAD05","KM STAD05",27,25.4,109,2005109,"M",22.3,12.8,12.6,34.3,74.5,12,151.2,217.805,40.2,54.8,355
"1069",2005,"MK","STAD05","MK STAD05",27,25.3,109,2005109,"M",21.3,11.9,12,34.4,71.7,13.1,157.2,205.54,37.3,53.5,287
"1070",2005,"NJ","STAD05","NJ STAD05",27,27,109,2005109,"M",23.8,12.7,13.6,37.6,78.1,13.8,187.68,247.22,40.5,58.5,394
"1071",2005,"CT","SWEG05","CT SWEG05",28,27.8,109,2005109,"F",23.1,14.9,13.1,36.7,78.9,13.6,178.16,256.9,42.2,59.4,412
"1072",2005,"IN","SWEG05","IN SWEG05",28,26.8,109,2005109,"F",21.5,13.3,12.7,33.9,75.5,12.4,157.48,220.35,41.6,59.7,362
"1073",2005,"KL","SWEG05","KL SWEG05",28,27.5,109,2005109,"M",23.5,13,12.6,36.1,77.4,12.6,158.76,231.04,41.3,57.3,365
"1074",2005,"UC","SWEG05","UC SWEG05",28,27.5,109,2005109,"F",24.2,13.4,13.8,37.7,79.5,13.5,186.3,256.36,41.8,57.3,414
"1075",2005,"AO-WS","TRUP05","AO-WS TRUP05",25,24.4,108,2005108,"M",21.1,11,11.1,33.1,70.8,12,133.2,182.8775,37.7,55.4,245
"1076",2005,"AW","TRUP05","AW TRUP05",25,25,108,2005108,"M",21.5,11.6,11,33,75.1,11.5,126.5,186.45,42.1,58.5,260
"1077",2005,"BD","TRUP05","BD TRUP05",25,26.6,108,2005108,"M",22.7,12.3,12.3,30.2,76.9,7.5,92.25,185.73,46.7,58.7,350
"1078",2005,"CU","TRUP05","CU TRUP05",25,26.3,108,2005108,"M",23,11.5,12.5,35,75.4,12,150,210,40.4,57.1,337
"1079",2005,"AR","VAIR05","AR VAIR05",28,27.1,122,2005122,"F",22.3,13.4,13,37,76.2,14.7,191.1,244.2,39.2,59.2,377
"1080",2005,"BQ","VAIR05","BQ VAIR05",28,27.4,122,2005122,"M",25.7,13.6,14.1,37.7,81.5,12,169.2,261.0725,43.8,61,453
"1081",2005,"CP","VAIR05","CP VAIR05",28,26.4,122,2005122,"M",24.9,13.3,13.7,36.4,78.5,11.5,157.55,245.7,42.1,59,410
"1082",2005,"DO","VAIR05","DO VAIR05",28,27.1,122,2005122,"F",22.9,13.7,12.5,34.3,76.6,11.4,142.5,224.665,42.3,59.9,358
"1083",2005,"ZT","VAIR05","ZT VAIR05",28,26.1,122,2005122,"F",22.6,13.3,12.2,35.5,76.1,12.9,157.38,226.3125,40.6,59.4,360
"1084",2005,"KK","WILG05","KK WILG05",27,26,112,2005112,"F",22.5,13.5,12.7,36.9,77.1,14.4,182.88,241.695,40.2,59.3,370
"1085",2005,"LJ","WILG05","LJ WILG05",27,26.4,112,2005112,"F",22.9,12.8,12.3,36.5,77.4,13.6,167.28,229.0375,40.9,61.4,405
"1086",2005,"MI","WILG05","MI WILG05",27,25.7,112,2005112,"F",22.3,12.6,12.7,33.6,74.6,11.3,143.51,212.52,41,59.8,372
"1087",2005,"NH","WILG05","NH WILG05",27,26.4,112,2005112,"F",23.3,12.8,12.7,35.4,76.7,12.1,153.67,225.675,41.3,59.5,397
"1088",2005,"OG","WILG05","OG WILG05",27,26.7,112,2005112,"M",24.7,12.7,13.8,39,82.1,14.3,197.34,258.375,43.1,63.6,445
"1089",2005,"EN","WKAY05","EN WKAY05",26,25.6,124,2005124,"F",17,12.4,10.9,29,67.7,12,130.8,168.925,38.7,45.2,205
"1090",2005,"AS","WWCK05","AS WWCK05",29,26.5,114,2005114,"M",23.3,12.6,13.9,36.7,77.8,13.4,186.26,243.1375,41.1,58.3,440
"1091",2005,"WX","WWCK05","WX WWCK05",29,27.7,114,2005114,"M",25,12.4,14.1,39.6,83.7,14.6,205.86,262.35,44.1,64.1,431
"1092",2005,"XW","WWCK05","XW WWCK05",29,27.5,114,2005114,"M",24.2,13,14,37.1,81.6,12.9,180.6,250.425,44.5,60,424
"1093",2005,"YV","WWCK05","YV WWCK05",29,27.4,114,2005114,"",25.3,13.5,14.6,39.4,83.2,14.1,205.86,276.785,43.8,62.5,441
"1094",2005,"ZU","WWCK05","ZU WWCK05",29,27.3,114,2005114,"F",23.5,11.7,13.1,35.1,77.5,11.6,151.96,217.62,42.4,56.6,405
"1095",2006,"PY","ARRO06","PY ARRO06",27,26.2,116,2006116,"F",21.4,13.2,12.8,32.1,73.3,10.7,136.96,208.65,41.2,54.5,318
