"1117","Ithaca","Corvus brachyrhynchos","1990","BX WEGO90","WEGO90","BX","nestling","","",,"25","","25","380","4/27/1990","5/22/1990","695-20448","5/22/1990","142","117","13.2","13.5","33.4","21.8","105","75.8","42.4","58.2","","0","54","160"," "
"1104","Ithaca","Corvus brachyrhynchos","1990","XC UPPA90","UPPA90","XC","nestling","","F",,"24","","24","292","?","","695-20444","","","?","11.7","12.6","31.3","17.9","66","68.7","37.4","53.9","","0","19","125"," "
"1073","Ithaca","Corvus brachyrhynchos","1990","CW NWOD90","NWOD90","CW","nestling","","",,"27","","27","425","4/26/1990","5/23/1990","695-20449","5/23/1990","143","116","13.7","12.8","33","22","112","76.3","43.3","59.3","","0","65","176"," "
"1074","Ithaca","Corvus brachyrhynchos","1990","DV NWOD90","NWOD90","DV","nestling","","",,"27","","27","470","?","","695-20450","","","?","13.4","14.1","34.2","22.1","118","78","43.8","60","","0","64","183","Sex - male?"
"1075","Ithaca","Corvus brachyrhynchos","1990","EU NWOD90","NWOD90","EU","nestling","","",,"27","","27","380","4/26/1990","5/23/1990","695-20451","5/23/1990","143","116","13.2","13","31.9","21","101","74.8","42.9","57.6","","0","58","165"," "
"1076","Ithaca","Corvus brachyrhynchos","1990","FT NWOD90","NWOD90","FT","nestling","","",,"27","","27","405","4/26/1990","5/23/1990","695-20452","5/23/1990","143","116","12.9","12.5","33.4","22.3","112","76.8","43.4","59.9","","0","64","173"," "
"1077","Ithaca","Corvus brachyrhynchos","1990","GS NWOD90","NWOD90","GS","nestling","","",,"27","","27","408","?","","695-20453","","","?","13.2","14.1","30.6","19.9","84","73.6","43","59.7","","0","36","146"," "
"1049","Ithaca","Corvus brachyrhynchos","1990","HR HOGS90","HOGS90","HR","nestling","","M",,"24","","24","415","4/30/1990","5/24/1990","695-20454","5/24/1990","144","120","13","13.4","34.6","22","87","74.8","40.2","59.1","","0","40","156","Wheezing"
"1120","Ithaca","Corvus brachyrhynchos","1990","IQ WPAR90","WPAR90","IQ","nestling","","",,"27","","27.654722","365","?","","695-20455","","","?","12.5","12.2","36.7","23.9","132","78.3","41.6","57","","0","82","189","Explosive fledge  "
"1121","Ithaca","Corvus brachyrhynchos","1990","JP WPAR90","WPAR90","JP","nestling","","",,"27","","25.4565405","325","?","","695-20456","","","?","13.6","13.7","36.2","23.3","105","76.9","40.7","59.1","","0","42","166","Explosive fledge  "
"1064","Ithaca","Corvus brachyrhynchos","1990","KO LANG90","LANG90","KO","nestling","","",,"22","","22","425","5/3/1990","5/25/1990","695-20457","5/25/1990","145","123","13.4","13.8","32.5","21.4","91","73.8","41.3","60.6","","0","52","151","Sex - female"
"1065","Ithaca","Corvus brachyrhynchos","1990","LN LANG90","LANG90","LN","nestling","","",,"22","","22","410","?","","695-20458","","","?","12.7","13.8","34.5","21.9","91","73.9","39.4","58.8","","0","47","151"," "
"1066","Ithaca","Corvus brachyrhynchos","1990","MM LANG90","LANG90","MM","nestling","","F",,"22","","22","400","5/3/1990","5/25/1990","695-20459","5/25/1990","145","123","13.8","13.8","34","21.7","96","74.8","40.8","60.2","","0","52","159"," "
"1034","Ithaca","Corvus brachyrhynchos","1990","NL CEME90","CEME90","NL","nestling","","",,"24","","24","200","5/5/1990","5/29/1990","695-20460","","","125","11","12.3","29.1","19","60","66.8","37.7","49.9","","0","20","109"," "
"1035","Ithaca","Corvus brachyrhynchos","1990","OK CEME90","CEME90","OK","nestling","","",,"24","","24","215","?","","695-20461","","","?","12.2","12.4","31.6","20.3","74","69.9","38.3","52.2","","0","30","131"," "
"1036","Ithaca","Corvus brachyrhynchos","1990","PJ CEME90","CEME90","PJ","nestling","","",,"24","","24","237","?","","695-20462","","","?","11","12","30.7","20.4","68","69.3","38.6","53.5","","0","22","117"," "
"1037","Ithaca","Corvus brachyrhynchos","1990","NL CEME90","CEME90","NL","nestling","","",,"28","","28","230","?","","695-20460","","","?","11","11.8","30.5","19.4","82","70.2","39.7","51","","0","34","131","Feather mite was found  "
"1038","Ithaca","Corvus brachyrhynchos","1990","OK CEME90","CEME90","OK","nestling","","",,"28","","28","235","?","","695-20461","","","?","12.3","12","33.8","21.3","92","72","38.2","53.8","","0","42","150","Wheezing"
"1039","Ithaca","Corvus brachyrhynchos","1990","PJ CEME90","CEME90","PJ","nestling","","",,"28","","28","280","?","","695-20462","","","?","11.6","12.1","33.7","21.9","92","72.5","38.8","53","","0","35","143"," "
"1083","Ithaca","Corvus brachyrhynchos","1990","SG SHER90","SHER90","SG","nestling","","M",,"70","","70","445","4/25/1990","7/4/1990","695-20463","7/4/1990","185","115","17.2","15.8","49.2","35.4","231","93","43.8","62.3","","0","174","297","Male juvenile with trace fat; was struck by a car and released Age unknown  "
"1067","Ithaca","Corvus brachyrhynchos","1990","KO LANG90","LANG90","KO","nestling","","",,"78","","78","442","?","","695-20457","","","?","17.1","15.4","45.5","31.9","246","88","42.5","60.5","","0","179","300","Juvenile female with body molt and moderate fat, used for skin and body skeleton  "
"1078","Ithaca","Corvus brachyrhynchos","1990","DV NWOD90","NWOD90","DV","nestling","","",,"87","","87","0","?","","695-20450","","","?","18.1","13.9","48.5","32.5","251","90.8","42.3","61.8","","0","179","307","Juvenile, male?  "
"1195","Ithaca","Corvus brachyrhynchos","1991","yellow HART91","HART91","yellow","nestling","","",,"8","","8","0","?","","","","","?","10.4","12","19.6","10","0","45","25.4","30","","?","0","0","skin dark; primaries emerging, down on head"
"1192","Ithaca","Corvus brachyrhynchos","1991","pink HART91","HART91","pink","nestling","","",,"8","","8","0","4/16/1991","4/24/1991","","","","106","9.4","11","17.8","10.8","0","45","27.2","25.9","","?","0","0","skin is dark; primaries emerging, down on head  "
"1193","Ithaca","Corvus brachyrhynchos","1991","unmk HART91","HART91","unmk","nestling","","",,"8","","8","0","?","","","","","?","10.4","12","19.4","11.4","0","46.2","26.8","28.4","","?","0","0","skin is dark; primaries emerging, down on head  "
"1194","Ithaca","Corvus brachyrhynchos","1991","unmk HART91","HART91","unmk","nestling","","",,"8","","8","0","4/16/1991","4/24/1991","","","","106","9","10.5","15.7","9.1","0","41","25.3","21.9","","?","0","0","smallest - sparse down  "
"1123","Ithaca","Corvus brachyrhynchos","1991","green BROT91","BROT91","green","nestling","","",,"3","","3","0","?","","","","","?","7.5","8.6","11.5","6.9","0","31.8","20.3","15.4","","?","0","0","skin just turning gray, still pink; down, no feathers; vestige of yolk sac"
"1122","Ithaca","Corvus brachyrhynchos","1991","yellow BROT91","BROT91","yellow","nestling","","",,"2","","2","0","?","","","","","?","6.6","7.3","11.2","5.6","0","28.9","17.7","14.3","","?","0","0","skin and bill are pink; there is down but no feathers; moderately large remains of yolk sac"
