"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight","Date","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation","HDDSum1_11","HDDSum12_22","HDDSumIncubation"
"1205",2006,"EL","MAWA06","EL MAWA06",27,26.9,108,2006108,"M",23.5,13.8,13.6,36.5,78.2,13,176.8,250.025,41.7,63.8,407,"4/18/2006",15,18.6868686868687,13.3333333333333,1.11111111111111,1.61616161616162,1.0233918128655,1.4986,0.0762,3.0226,10,33,41,0,0,0,200,159,376
"1206",2006,"FK","MAWA06","FK MAWA06",27,26.8,108,2006108,"F",24.2,12.6,12.1,35.7,79,11.5,139.15,220.4475,43.3,62.7,387,"4/18/2006",15,18.6868686868687,13.3333333333333,1.11111111111111,1.61616161616162,1.0233918128655,1.4986,0.0762,3.0226,10,33,41,0,0,0,200,159,376
"1207",2006,"HI","MMUR06","HI MMUR06",28,27.4,108,2006108,"F",23.7,13,13.5,36.6,78.6,12.9,174.15,242.475,42,61.5,400,"4/18/2006",15,18.6868686868687,13.3333333333333,1.11111111111111,1.61616161616162,1.0233918128655,1.4986,0.0762,3.0226,10,33,41,0,0,0,200,159,376
"1208",2006,"BN","SEPG06","BN SEPG06",30,28.5,108,2006108,"M",25.8,13.5,13.4,40.1,84.4,14.3,191.62,269.6725,44.3,61.8,400,"4/18/2006",15,18.6868686868687,13.3333333333333,1.11111111111111,1.61616161616162,1.0233918128655,1.4986,0.0762,3.0226,10,33,41,0,0,0,200,159,376
"1209",2006,"DL","SEPG06","DL SEPG06",30,28.6,108,2006108,"M",26.3,11.8,12.4,39.5,82.9,13.2,163.68,238.975,43.4,63.6,410,"4/18/2006",15,18.6868686868687,13.3333333333333,1.11111111111111,1.61616161616162,1.0233918128655,1.4986,0.0762,3.0226,10,33,41,0,0,0,200,159,376
"1210",2006,"KF","BIRN06","KF BIRN06",27,26.5,109,2006109,"F",22.9,13,12.8,35.2,76.2,12.3,157.44,227.04,41,60.6,423,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1211",2006,"GJ","MAWA06","GJ MAWA06",26,24.6,109,2006109,"M",21,13.1,12.8,29.3,72.1,8.3,106.24,189.7175,42.8,59.1,385,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1212",2006,"IH","MMUR06","IH MMUR06",27,25.4,109,2006109,"F",21.7,12.8,12,33.2,74.5,11.5,138,205.84,41.3,57.2,310,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1213",2006,"RY","PIHI06","RY PIHI06",28,26.8,109,2006109,"F",21.8,12.4,11.5,33.9,76.9,12.1,139.15,202.5525,43,57.9,352,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1214",2006,"SX","PIHI06","SX PIHI06",28,27.1,109,2006109,"F",21.2,12,13.1,32.9,74.2,11.7,153.27,206.4475,41.3,56.4,380,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1215",2006,"TW","PIHI06","TW PIHI06",28,27.4,109,2006109,"F",23,12.3,12.9,34.3,77.6,11.3,145.77,216.09,43.3,58.2,401,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1216",2006,"ZQ","SEPG06","ZQ SEPG06",29,27.8,109,2006109,"M",24.2,12.3,12.4,38.3,80.2,14.1,174.84,236.5025,41.9,60.8,405,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1217",2006,"CM","SEPG06","CM SEPG06",29,27.9,109,2006109,"F",23.7,12.3,11.8,36.1,78.7,12.4,146.32,217.5025,42.6,60.2,365,"4/19/2006",14.8989898989899,19.5959595959596,13.1578947368421,0.808080808080808,2.37373737373737,0.964912280701754,1.4986,0.0762,3.0226,10,38,40,0,0,0,204,143,380
"1218",2006,"BO","FOWA06","BO FOWA06",25,25.7,110,2006110,"M",22.8,12.5,12.8,35.7,77.4,12.9,165.12,225.8025,41.7,61,454,"4/20/2006",15.1010101010101,20.3030303030303,12.8362573099415,0.404040404040404,3.68686868686869,0.43859649122807,1.4986,0.0762,2.3622,10,53,26,0,0,0,206,123,395
"1219",2006,"UV","PIHI06","UV PIHI06",27,26.3,110,2006110,"F",20.6,13.2,12.7,32,72.9,11.4,144.78,207.2,40.9,56.5,345,"4/20/2006",15.1010101010101,20.3030303030303,12.8362573099415,0.404040404040404,3.68686868686869,0.43859649122807,1.4986,0.0762,2.3622,10,53,26,0,0,0,206,123,395
"1220",2006,"CN","FOWA06","CN FOWA06",24,24.5,111,2006111,"M",20.8,11.8,11.9,34,71.6,13.2,157.08,201.45,37.6,56.9,300,"4/21/2006",15.4545454545455,19.949494949495,13.3333333333333,0.656565656565657,4.29292929292929,0.497076023391813,1.4986,2.7432,2.3368,15,56,30,0,0,0,200,120,385
"1221",2006,"WT","NEEL06","WT NEEL06",26,26.1,111,2006111,"M",22.2,13.7,13.3,35.6,74.4,13.4,178.22,240.3,38.8,57.9,415,"4/21/2006",15.4545454545455,19.949494949495,13.3333333333333,0.656565656565657,4.29292929292929,0.497076023391813,1.4986,2.7432,2.3368,15,56,30,0,0,0,200,120,385
"1222",2006,"FJ","DBAR06","FJ DBAR06",27,27,112,2006112,"M",24.1,12.7,13.4,37.7,80.5,13.6,182.24,245.9925,42.8,62.9,460,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1223",2006,"JF","DBAR06","JF DBAR06",27,26.3,112,2006112,"F",22.3,12.6,12.3,35.5,75.7,13.2,162.36,220.9875,40.2,57,382,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1224",2006,"NB","DBAR06","NB DBAR06",27,26.8,112,2006112,"F",22.6,14.7,13.5,36,76.9,13.4,180.9,253.8,40.9,58.5,380,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1225",2006,"VU","NEEL06","VU NEEL06",25,25,112,2006112,"F",20.4,12.1,12.2,30.4,72.4,10,122,184.68,42,57.2,310,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1226",2006,"CL","TURF06","CL TURF06",30,28.1,112,2006112,"F",23.7,12.9,13.2,35.8,79.7,12.1,159.72,233.595,43.9,59.4,387,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1227",2006,"EJ","TURF06","EJ TURF06",30,27.4,112,2006112,"M",24.2,13.2,13.3,37.5,81.9,13.3,176.89,248.4375,44.4,63.6,435,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1228",2006,"FI","TURF06","FI TURF06",30,28.3,112,2006112,"M",24.9,14.1,13.8,37.6,82.4,12.7,175.26,262.26,44.8,64.1,437,"4/22/2006",15.5555555555556,19.8484848484849,13.859649122807,0.505050505050505,4.94949494949495,0.672514619883041,1.4986,2.7432,2.7178,14,62,36,0,0,0,201,114,373
"1229",2006,"LD","DBAR06","LD DBAR06",26,25.7,113,2006113,"M",22.2,13.6,13.6,33.8,75.9,11.6,157.76,229.84,42.1,58.2,404,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1230",2006,"XR","NMUR06","XR NMUR06",27,26.2,113,2006113,"M",21.7,13.2,13.1,34.6,75.9,12.9,168.99,227.495,41.3,55.6,379,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1231",2006,"YQ","NMUR06","YQ NMUR06",27,26.6,113,2006113,"M",22.6,14.1,12.9,35.5,76,12.9,166.41,239.625,40.5,57.8,357,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1232",2006,"UU","ROWA06","UU ROWA06",27,26.7,113,2006113,"F",23,11.5,13,35.9,75.4,12.9,167.7,219.8875,39.5,59.8,379,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1233",2006,"VT","ROWA06","VT ROWA06",27,26.6,113,2006113,"F",22.5,13.3,13.8,35.4,76.5,12.9,178.02,239.835,41.1,61.8,415,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1234",2006,"WS","ROWA06","WS ROWA06",27,26.3,113,2006113,"M",23.2,13.5,13.9,36.7,79.2,13.5,187.65,251.395,42.5,64,450,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1235",2006,"PZ","WILG06","PZ WILG06",26,26.4,113,2006113,"F",22.8,12.7,13.1,35.2,76.4,12.4,162.44,227.04,41.2,57.7,393,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1236",2006,"RX","WILG06","RX WILG06",26,25.7,113,2006113,"F",21.8,12,12.9,35.6,74.6,13.8,178.02,221.61,39,60,402,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1237",2006,"QY","WILG06","QY WILG06",26,26,113,2006113,"M",22.5,13.8,13.4,35.6,77.8,13.1,175.54,242.08,42.2,64.9,437,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1238",2006,"SW","WILG06","SW WILG06",26,26.1,113,2006113,"F",24.1,12.5,13.4,36.1,78.6,12,160.8,233.7475,42.5,61.4,410,"4/23/2006",15.2525252525253,20.1010101010101,13.3040935672515,0.303030303030303,5.65656565656566,0.847953216374269,1.1176,2.8194,2.921,9,71,36,0,0,0,206,105,379
"1239",2006,"KE","DBAR06","KE DBAR06",25,24.6,114,2006114,"M",19.7,12.5,12.2,31.3,70.9,11.6,141.52,193.2775,39.6,56,330,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1240",2006,"ZP","NMUR06","ZP NMUR06",26,24.4,114,2006114,"M",19.4,10.8,11.8,28.4,67.6,9,106.2,160.46,39.2,51,245,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1241",2006,"JE","ORHA06","JE ORHA06",29,27.6,114,2006114,"M",24.9,14.6,14.4,37.9,82.8,13,187.2,274.775,44.9,63.5,478,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1242",2006,"MB","ORHA06","MB ORHA06",29,27.9,114,2006114,"M",25.2,14,14.9,39,83.7,13.8,205.62,281.775,44.7,63.6,477,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1243",2006,"TV","WILG06","TV WILG06",25,24.7,114,2006114,"F",19.9,12.2,12.1,31.1,71.8,11.2,135.52,188.9325,40.7,58.9,360,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1244",2006,"GH","WWCK06","GH WWCK06",29,27.5,114,2006114,"M",22.4,13.5,13.4,36.1,80.2,13.7,183.58,242.7725,44.1,63.4,485,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1245",2006,"HG","WWCK06","HG WWCK06",29,27.6,114,2006114,"F",22.3,13.2,13.5,35,78.4,12.7,171.45,233.625,43.4,60.8,424,"4/24/2006",16.4141414141414,19.7979797979798,13.7426900584795,0.303030303030303,6.06060606060606,1.46198830409357,0.3048,2.8194,3.0734,12,72,36,0,0,0,195,104,361
"1246",2006,"AN","CCLI06","AN CCLI06",27,26.5,115,2006115,"F",21.4,12.2,13.4,35.4,75.7,14,187.6,226.56,40.3,56.1,354,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1247",2006,NA,"ORHA06","NA ORHA06",28,27,115,2006115,"F",23.1,14.1,13.6,34.4,78.7,11.3,153.68,238.22,44.3,60.7,425,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1248",2006,"OZ","ORHA06","OZ ORHA06",28,27.1,115,2006115,"M",24.8,14.2,14.1,39.4,82.2,14.6,205.86,278.755,42.8,61.5,435,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1249",2006,"BL","SPRU06","BL SPRU06",30,27.9,115,2006115,"F",22.3,12.4,12.6,33.9,75.4,11.6,146.16,211.875,41.5,54.3,362,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1250",2006,"CK","SPRU06","CK SPRU06",30,27.5,115,2006115,"M",22.9,11.5,12.7,37.4,79.3,14.5,184.15,226.27,41.9,56.4,385,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1251",2006,"IF","WWCK06","IF WWCK06",28,26.7,115,2006115,"M",22.8,13.9,13.9,36.7,80.3,13.9,193.21,255.065,43.6,62.8,475,"4/25/2006",17.3737373737374,18.8888888888889,14.2397660818713,0.202020202020202,6.46464646464647,1.78362573099415,0.1524,3.429,2.921,20,67,36,0,0,0,187,109,347
"1252",2006,"PY","ARRO06","PY ARRO06",27,26.2,116,2006116,"F",21.4,13.2,12.8,32.1,73.3,10.7,136.96,208.65,41.2,54.5,318,"4/26/2006",17.979797979798,18.5353535353535,14.4444444444444,0.454545454545455,6.51515151515152,1.66666666666667,0.1524,3.429,3.0734,25,64,36,0,0,0,178,112,346
"1253",2006,"QX","ARRO06","QX ARRO06",27,26.4,116,2006116,"F",21.6,12.6,12,33,73.1,11.4,136.8,202.95,40.1,54.3,327,"4/26/2006",17.979797979798,18.5353535353535,14.4444444444444,0.454545454545455,6.51515151515152,1.66666666666667,0.1524,3.429,3.0734,25,64,36,0,0,0,178,112,346
"1254",2006,"TU","ARRO06","TU ARRO06",27,26.3,116,2006116,"M",21.8,13.6,12.1,33.8,75.6,12,145.2,217.165,41.8,59.1,360,"4/26/2006",17.979797979798,18.5353535353535,14.4444444444444,0.454545454545455,6.51515151515152,1.66666666666667,0.1524,3.429,3.0734,25,64,36,0,0,0,178,112,346
"1255",2006,"BM","CCLI06","BM CCLI06",26,25.7,116,2006116,"M",20.4,12.6,13.4,33.2,72.8,12.8,171.52,215.8,39.6,55.2,357,"4/26/2006",17.979797979798,18.5353535353535,14.4444444444444,0.454545454545455,6.51515151515152,1.66666666666667,0.1524,3.429,3.0734,25,64,36,0,0,0,178,112,346
"1256",2006,"RW","ARRO06","RW ARRO06",26,24.8,117,2006117,"M",19.3,12.5,11.3,30.6,70.6,11.3,127.69,182.07,40,53.6,283,"4/27/2006",17.7272727272727,19.2929292929293,14.8245614035088,0.555555555555556,7.57575757575758,1.78362573099415,0.0762,3.3528,2.0828,25,71,36,0,0,0,179,94,337
"1257",2006,"SV","ARRO06","SV ARRO06",26,25.4,117,2006117,"F",20.6,12.3,11.6,31,72.8,10.4,120.64,185.225,41.8,55.8,317,"4/27/2006",17.7272727272727,19.2929292929293,14.8245614035088,0.555555555555556,7.57575757575758,1.78362573099415,0.0762,3.3528,2.0828,25,71,36,0,0,0,179,94,337
"1258",2006,"XQ","LRI206","XQ LRI206",28,27.4,117,2006117,"M",22.7,12.1,13,35.8,79.3,13.1,170.3,224.645,43.5,61,402,"4/27/2006",17.7272727272727,19.2929292929293,14.8245614035088,0.555555555555556,7.57575757575758,1.78362573099415,0.0762,3.3528,2.0828,25,71,36,0,0,0,179,94,337
"1259",2006,"UT","WKAY06","UT WKAY06",26,26.4,119,2006119,"M",21.3,13.3,12.3,34.7,75.9,13.4,164.82,222.08,41.2,54.5,345,"4/29/2006",18.6868686868687,18.6363636363636,15.5555555555556,1.61616161616162,7.57575757575758,1.92982456140351,0.0762,3.7084,2.0828,33,65,36,0,0,0,159,101,322
"1260",2006,"VS","WKAY06","VS WKAY06",26,25.9,119,2006119,"M",22.3,13.2,12.5,34.5,76.9,12.2,152.5,221.6625,42.4,54.1,340,"4/29/2006",18.6868686868687,18.6363636363636,15.5555555555556,1.61616161616162,7.57575757575758,1.92982456140351,0.0762,3.7084,2.0828,33,65,36,0,0,0,159,101,322
"1261",2006,"DJ","SLIM06","DJ SLIM06",26,25.8,120,2006120,"F",21.7,13.8,12,32.6,74,10.9,130.8,210.27,41.4,58.4,420,"4/30/2006",19.5959595959596,17.8787878787879,15.7309941520468,2.37373737373737,7.47474747474747,1.87134502923977,0.0762,3.9624,2.0828,38,60,36,0,0,0,143,109,320
"1262",2006,"WR","WKAY06","WR WKAY06",25,25.6,120,2006120,"F",20.6,12.2,12.7,32.2,72.5,11.6,147.32,200.445,40.3,52.8,308,"4/30/2006",19.5959595959596,17.8787878787879,15.7309941520468,2.37373737373737,7.47474747474747,1.87134502923977,0.0762,3.9624,2.0828,38,60,36,0,0,0,143,109,320
"1263",2006,"EI","NBU206","EI NBU206",28,27.1,122,2006122,"M",23.6,13.3,13.4,35.8,80.5,12.2,163.48,238.965,44.7,60,412,"5/2/2006",19.949494949495,15.8585858585859,15.8187134502924,4.29292929292929,6.01010101010101,1.28654970760234,2.7432,1.4478,1.9304,56,37,27,0,0,0,120,144,329
"1264",2006,"FH","NBU206","FH NBU206",28,26.5,122,2006122,"M",24.2,13,12.8,35.8,78.9,11.6,148.48,230.91,43.1,60.4,374,"5/2/2006",19.949494949495,15.8585858585859,15.8187134502924,4.29292929292929,6.01010101010101,1.28654970760234,2.7432,1.4478,1.9304,56,37,27,0,0,0,120,144,329
"1265",2006,"GG","NBU206","GG NBU206",28,27.3,122,2006122,"F",22.8,12.7,13.6,35.2,76.4,12.4,168.64,231.44,41.2,58.8,345,"5/2/2006",19.949494949495,15.8585858585859,15.8187134502924,4.29292929292929,6.01010101010101,1.28654970760234,2.7432,1.4478,1.9304,56,37,27,0,0,0,120,144,329
"1266",2006,"IE","HAW206","IE HAW206",28,26.5,123,2006123,"M",23.4,13.5,13.6,36.6,78.3,13.2,179.52,247.965,41.7,61.1,350,"5/3/2006",19.8484848484849,15.3535353535354,15.8479532163743,4.94949494949495,5.50505050505051,1.08187134502924,2.7432,1.4478,1.9304,62,28,24,0,0,0,114,154,332
"1267",2006,"JD","HAW206","JD HAW206",28,26.3,123,2006123,"F",22.4,12.8,12.9,34.5,74.4,12.1,156.09,221.6625,39.9,56.2,317,"5/3/2006",19.8484848484849,15.3535353535354,15.8479532163743,4.94949494949495,5.50505050505051,1.08187134502924,2.7432,1.4478,1.9304,62,28,24,0,0,0,114,154,332
"1268",2006,"KC","HAW206","KC HAW206",28,26.7,123,2006123,"M",23.1,13.3,13.4,35.3,78.9,12.2,163.48,235.6275,43.6,62,390,"5/3/2006",19.8484848484849,15.3535353535354,15.8479532163743,4.94949494949495,5.50505050505051,1.08187134502924,2.7432,1.4478,1.9304,62,28,24,0,0,0,114,154,332
"1269",2006,"LB","HAW206","LB HAW206",28,27.6,123,2006123,"F",23.6,14.5,13.7,35.6,77.7,12,164.4,250.98,42.1,60.9,389,"5/3/2006",19.8484848484849,15.3535353535354,15.8479532163743,4.94949494949495,5.50505050505051,1.08187134502924,2.7432,1.4478,1.9304,62,28,24,0,0,0,114,154,332
"1270",2006,"HF","NBU206","HF NBU206",27,25.5,123,2006123,"F",20.7,11.6,11.8,31.8,71.5,11.1,130.98,186.03,39.7,55.1,293,"5/3/2006",19.8484848484849,15.3535353535354,15.8479532163743,4.94949494949495,5.50505050505051,1.08187134502924,2.7432,1.4478,1.9304,62,28,24,0,0,0,114,154,332
"1271",2006,"MA","DOG206","MA DOG206",29,28.3,127,2006127,"F",25,13.4,13.7,31.8,79.7,6.8,93.16,215.445,47.9,59.1,377,"5/7/2006",18.5353535353535,16.7171717171717,16.7543859649123,6.51515151515152,5.90909090909091,1.19883040935673,3.429,2.54,1.5748,64,46,35,0,0,0,112,136,315
"1272",2006,"NZ","DOG206","NZ DOG206",29,27.7,127,2006127,"",23.2,12.3,12.7,34.7,77.1,11.5,146.05,216.875,42.4,59.8,373,"5/7/2006",18.5353535353535,16.7171717171717,16.7543859649123,6.51515151515152,5.90909090909091,1.19883040935673,3.429,2.54,1.5748,64,46,35,0,0,0,112,136,315
"1273",2006,"OY","DOG206","OY DOG206",29,26.6,127,2006127,"",22.8,13.6,13.1,34.2,74.5,11.4,149.34,228.285,40.3,57.8,397,"5/7/2006",18.5353535353535,16.7171717171717,16.7543859649123,6.51515151515152,5.90909090909091,1.19883040935673,3.429,2.54,1.5748,64,46,35,0,0,0,112,136,315
"1274",2006,"QW","CUGO06","QW CUGO06",25,24.7,132,2006132,"M",20.9,13.9,12.5,33,71.8,12.1,151.25,217.8,38.8,58.3,373,"5/12/2006",16.6666666666667,23.2323232323232,17.8362573099415,6.66666666666667,10.6565656565657,2.33918128654971,4.1148,5.7404,3.048,45,149,61,0,37,0,129,61,277
"1275",2006,"SU","JUDD06","SU JUDD06",24,24.3,139,2006139,"F",18.4,11.6,11.4,28.6,67.9,10.2,116.28,164.45,39.3,50.8,270,"5/19/2006",17.4242424242424,23.2323232323232,19.3859649122807,6.06060606060606,12.6262626262626,5.4093567251462,2.54,7.7724,3.6322,54,161,98,0,37,0,128,41,198
"1276",2006,"CJ","SLO206","CJ SLO206",27,26.3,141,2006141,"F",21.3,10.7,12.4,32.4,72.6,11.1,137.64,187.11,40.2,57.6,342,"5/21/2006",20.2525252525253,20.4545454545455,18.4210526315789,8.23232323232323,11.010101010101,5.64327485380117,2.4384,8.7122,4.0386,103,117,90,21,16,0,99,64,210
"1277",2007,"AJ","LOCO07","AJ LOCO07",24,25.4,102,2007102,"M",22.8,12.5,12.8,35.2,76.3,12.4,158.72,222.64,41.1,60.4,425,"4/12/2007",8.63636363636364,16.7171717171717,8.21637426900585,-0.555555555555556,4.24242424242424,-2.16374269005848,5.9182,2.7178,3.8862,2,38,6,0,0,0,280,152,519
"1278",2007,"BI","LOCO07","BI LOCO07",24,25.2,102,2007102,"F",21.7,13,12.7,33.6,75.1,11.9,151.13,215.88,41.5,59.2,385,"4/12/2007",8.63636363636364,16.7171717171717,8.21637426900585,-0.555555555555556,4.24242424242424,-2.16374269005848,5.9182,2.7178,3.8862,2,38,6,0,0,0,280,152,519
"1279",2007,"CH","LOCO07","CH LOCO07",24,25.2,102,2007102,"M",21.6,13.1,12.8,33.8,74.7,12.2,156.16,218.855,40.9,59.1,395,"4/12/2007",8.63636363636364,16.7171717171717,8.21637426900585,-0.555555555555556,4.24242424242424,-2.16374269005848,5.9182,2.7178,3.8862,2,38,6,0,0,0,280,152,519
"1280",2007,"KZ","SPRU07","KZ SPRU07",27,26.4,105,2007105,"F",23.2,11.7,12.7,34.5,76.1,11.3,143.51,210.45,41.6,57.4,393,"4/15/2007",12.6262626262626,15.3030303030303,7.30994152046784,0.858585858585859,2.67676767676768,-2.42690058479532,4.6482,2.2352,2.6162,26,14,2,0,0,0,226,182,539
"1281",2007,"MX","SPRU07","MX SPRU07",27,26.9,105,2007105,"M",25.1,13.1,13.9,38.2,82.5,13.1,182.09,257.85,44.3,61.1,472,"4/15/2007",12.6262626262626,15.3030303030303,7.30994152046784,0.858585858585859,2.67676767676768,-2.42690058479532,4.6482,2.2352,2.6162,26,14,2,0,0,0,226,182,539
"1282",2007,"OV","SPRU07","OV SPRU07",27,26.4,105,2007105,"F",23.2,13,12.8,35.4,76.9,12.2,156.16,228.33,41.5,60.5,390,"4/15/2007",12.6262626262626,15.3030303030303,7.30994152046784,0.858585858585859,2.67676767676768,-2.42690058479532,4.6482,2.2352,2.6162,26,14,2,0,0,0,226,182,539
"1283",2007,"FE","STAD07","FE STAD07",26,26.4,106,2007106,"F",21.9,12.7,12.4,34.9,74.8,13,161.2,218.9975,39.9,57.6,364,"4/16/2007",12.7777777777778,15.8585858585859,6.6374269005848,0.808080808080808,2.47474747474747,-2.63157894736842,5.3848,1.0922,4.064,26,14,2,0,0,0,225,179,554
"1284",2007,"HC","STAD07","HC STAD07",26,26.4,106,2007106,"F",22.1,12.4,12.3,33.4,74,11.3,138.99,206.245,40.6,57.7,355,"4/16/2007",12.7777777777778,15.8585858585859,6.6374269005848,0.808080808080808,2.47474747474747,-2.63157894736842,5.3848,1.0922,4.064,26,14,2,0,0,0,225,179,554
"1285",2007,"IB","STAD07","IB STAD07",26,26.5,106,2007106,"M",23.5,13.2,12.7,36.3,76.4,12.8,162.56,235.0425,40.1,61.1,400,"4/16/2007",12.7777777777778,15.8585858585859,6.6374269005848,0.808080808080808,2.47474747474747,-2.63157894736842,5.3848,1.0922,4.064,26,14,2,0,0,0,225,179,554
