"","Year","Name","NestName","ID","FieldAge","CalcAge","HatchDateJul","HatchDateJulYear","AllSex","BNT","BW","BD","TEC","Head","UB","UBS","TBS","Skull","Tarsus","Weight","Date","MaxTempMean1_11","MaxTempMean12_22","MeanMaxTempIncubation","MinTempMean1_11","MinTempMean12_22","MeanMinTempIncubation","PrecipSum1_11","PrecipSum12_22","PrecipSumIncubation","GDDSum1_11","GDDSum12_22","GDDSumIncubation","CDDSum1_11","CDDSum12_22","CDDSumIncubation","HDDSum1_11","HDDSum12_22","HDDSumIncubation"
"78",1991,"CU","BROT91","CU BROT91",28,28,112,1991112,"",23.3,15.6,14.2,36.5,79.7,13.2,187.44,271.925,43.2,62.4,395,"4/22/1991",18.030303030303,17.0707070707071,15.0584795321637,5.2020202020202,5.05050505050505,3.94736842105263,4.953,1.3716,7.874,65,46,74,0,1,8,130,143,305
"79",1991,"VC","HIHI91","VC HIHI91",27,28.7,113,1991113,"M",26.3,13.5,14.3,39.9,86.6,13.6,194.48,277.305,46.7,63,440,"4/23/1991",18.5353535353535,18.6868686868687,14.8830409356725,5.55555555555556,5.90909090909091,4.09356725146199,1.4478,1.397,7.9756,65,66,74,0,6,8,122,123,306
"80",1991,"WB","HIHI91","WB HIHI91",27,28.4,113,1991113,"M",25.8,13.8,14.6,38.7,82,12.9,188.34,274.77,43.3,59,387,"4/23/1991",18.5353535353535,18.6868686868687,14.8830409356725,5.55555555555556,5.90909090909091,4.09356725146199,1.4478,1.397,7.9756,65,66,74,0,6,8,122,123,306
"81",1991,"HP","FOOT91","HP FOOT91",28,28,113,1991113,"",21.5,13.1,12.8,33.9,74.9,12.4,158.72,219.5025,41,52.7,305,"4/23/1991",18.5353535353535,18.6868686868687,14.8830409356725,5.55555555555556,5.90909090909091,4.09356725146199,1.4478,1.397,7.9756,65,66,74,0,6,8,122,123,306
"82",1991,"IO","NWOD91","IO NWOD91",27,26.7,114,1991114,"",23.2,13.7,13.5,34.8,78.1,11.6,156.6,236.64,43.3,61.4,390,"4/24/1991",18.6868686868687,20.3030303030303,14.7368421052632,5.70707070707071,6.46464646464646,4.00584795321637,1.3462,1.397,7.9756,65,80,70,0,6,8,119,101,310
"83",1991,"JN","NWOD91","JN NWOD91",27,26.3,114,1991114,"",22.3,15.3,14.1,33.8,76.6,11.5,162.15,248.43,42.8,61.2,392,"4/24/1991",18.6868686868687,20.3030303030303,14.7368421052632,5.70707070707071,6.46464646464646,4.00584795321637,1.3462,1.397,7.9756,65,80,70,0,6,8,119,101,310
"84",1991,"KM","NWOD91","KM NWOD91",27,27.7,114,1991114,"",23.5,13.9,13.9,36.7,80.4,13.2,183.48,255.065,43.7,60.8,445,"4/24/1991",18.6868686868687,20.3030303030303,14.7368421052632,5.70707070707071,6.46464646464646,4.00584795321637,1.3462,1.397,7.9756,65,80,70,0,6,8,119,101,310
"85",1991,"LL","NWOD91","LL NWOD91",27,27.5,114,1991114,"",23.4,15.6,14.5,36.6,81.1,13.2,191.4,275.415,44.5,63.5,435,"4/24/1991",18.6868686868687,20.3030303030303,14.7368421052632,5.70707070707071,6.46464646464646,4.00584795321637,1.3462,1.397,7.9756,65,80,70,0,6,8,119,101,310
"86",1991,"MK","PINW91","MK PINW91",27,27,115,1991115,"",22.9,15,13,35.8,78.4,12.9,167.7,250.6,42.6,61.6,390,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"87",1991,"NJ","PINW91","NJ PINW91",27,27,115,1991115,"",20.9,14.6,12.2,32.9,71.7,12,146.4,220.43,38.8,55.9,335,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"88",1991,"OI","PINW91","OI PINW91",27,27,115,1991115,"",22.6,15.2,13.6,33.9,76.2,11.3,153.68,244.08,42.3,59.4,365,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"89",1991,"PH","PINW91","PH PINW91",27,27,115,1991115,"M",24.3,15.2,15.2,37.8,79.2,13.5,205.2,287.28,41.4,60.5,415,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"90",1991,"QG","CUPL91","QG CUPL91",27,26,115,1991115,"",20.8,14.5,13,31.7,72.5,10.9,141.7,217.9375,40.8,59.7,345,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"91",1991,"RF","CUPL91","RF CUPL91",27,26.3,115,1991115,"",22.2,13.3,12.8,33.5,76.2,11.3,144.64,218.5875,42.7,61.6,360,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"92",1991,"SE","CUPL91","SE CUPL91",27,25.3,115,1991115,"",21.3,14.5,12.4,30.4,73.9,9.1,112.84,204.44,43.5,58,335,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"93",1991,"YY","BURL91","YY BURL91",28,28,115,1991115,"M",25.8,14.6,14.9,38.1,80.8,12.3,183.27,280.9875,42.7,58.5,355,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"94",1991,"ZX","BURL91","ZX BURL91",28,28,115,1991115,"",22.8,14.6,14.4,35.3,76.9,12.5,180,255.925,41.6,59.7,385,"4/25/1991",18.3333333333333,21.5151515151515,14.6198830409357,5.1010101010101,7.42424242424242,3.80116959064327,1.3462,1.397,8.128,62,95,68,0,6,8,129,79,316
"95",1991,"CT","LUCE91","CT LUCE91",27,27.8,116,1991116,"",22.3,14.8,14.2,33.6,76.4,11.3,160.46,243.6,42.8,59,320,"4/26/1991",19.040404040404,22.2727272727273,14.2690058479532,5.45454545454546,8.58585858585859,3.27485380116959,1.1938,1.397,7.8232,69,114,55,0,17,8,118,71,331
"96",1991,"TD","HAYT91","TD HAYT91",26,26.3,117,1991117,"",23.7,14.9,13.5,36.5,78.5,12.8,172.8,259.15,42,61.4,340,"4/27/1991",19.2424242424242,23.1313131313131,13.9473684210526,6.11111111111111,8.43434343434343,3.18713450292398,2.159,2.5654,7.8232,76,121,48,0,17,6,109,64,336
"97",1991,"UC","HAYT91","UC HAYT91",26,25.8,117,1991117,"",23.3,14.9,14.3,35.5,78,12.2,174.46,259.15,42.5,58.3,320,"4/27/1991",19.2424242424242,23.1313131313131,13.9473684210526,6.11111111111111,8.43434343434343,3.18713450292398,2.159,2.5654,7.8232,76,121,48,0,17,6,109,64,336
"98",1991,"VB","HAYT91","VB HAYT91",26,27.5,117,1991117,"",24.3,14.7,13.8,35.5,78.6,11.2,154.56,252.9375,43.1,60.1,350,"4/27/1991",19.2424242424242,23.1313131313131,13.9473684210526,6.11111111111111,8.43434343434343,3.18713450292398,2.159,2.5654,7.8232,76,121,48,0,17,6,109,64,336
"99",1991,"WA","HAYT91","WA HAYT91",26,27.6,117,1991117,"",26.5,14.8,15.2,38.8,83.3,12.3,186.96,291,44.5,60.8,400,"4/27/1991",19.2424242424242,23.1313131313131,13.9473684210526,6.11111111111111,8.43434343434343,3.18713450292398,2.159,2.5654,7.8232,76,121,48,0,17,6,109,64,336
"100",1991,"XZ","HAYT91","XZ HAYT91",26,26.2,117,1991117,"",22.9,14.1,13.6,34.9,76,12,163.2,241.6825,41.1,59.1,330,"4/27/1991",19.2424242424242,23.1313131313131,13.9473684210526,6.11111111111111,8.43434343434343,3.18713450292398,2.159,2.5654,7.8232,76,121,48,0,17,6,109,64,336
"101",1991,"DS","CEME91","DS CEME91",26,26,118,1991118,"",24.4,15.2,13.9,38.4,79.6,14,194.6,279.36,41.2,60.9,390,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"102",1991,"ER","CEME91","ER CEME91",26,26,118,1991118,"",24.9,13.9,12.1,36.8,77.2,11.9,143.99,239.2,40.4,56,345,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"103",1991,"MJ","WILG91","MJ WILG91",30,26.6,118,1991118,"",25.4,13.4,14.3,37.9,83.5,12.5,178.75,262.4575,45.6,62.1,450,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"104",1991,"NI","WILG91","NI WILG91",30,26.9,118,1991118,"",25.4,14.4,13.7,37.6,81.4,12.2,167.14,264.14,43.8,61.3,415,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"105",1991,"OH","WILG91","OH WILG91",30,25.8,118,1991118,"F",23.5,14.4,14.5,37.3,78.5,13.8,200.1,269.4925,41.2,60.8,400,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"106",1991,"PG","WILG91","PG WILG91",30,26.6,118,1991118,"M",26.5,14.6,14.9,39.3,83.8,12.8,190.72,289.8375,44.5,63.3,435,"4/28/1991",18.3838383838384,23.4343434343434,13.7134502923977,5.75757575757576,8.23232323232323,2.71929824561404,2.159,2.5654,7.2898,66,121,36,0,17,0,121,63,342
"107",1991,"HO","CLOV91","HO CLOV91",24,26.5,120,1991120,"M",24.2,14.6,15.3,37.6,80.5,13.4,205.02,281.06,42.9,61,347,"4/30/1991",16.7676767676768,24.8484848484849,13.8011695906433,5.25252525252525,8.48484848484848,3.15789473684211,2.5654,2.159,6.5278,46,136,40,0,17,0,142,47,332
"108",1991,"FQ","CLOV91","FQ CLOV91",24,26.1,120,1991120,"",23.1,13.4,13.1,35.2,76.2,12.1,158.51,233.2,41,56.6,323,"4/30/1991",16.7676767676768,24.8484848484849,13.8011695906433,5.25252525252525,8.48484848484848,3.15789473684211,2.5654,2.159,6.5278,46,136,40,0,17,0,142,47,332
"109",1991,"GP","CLOV91","GP CLOV91",24,25.6,120,1991120,"",21.1,14.5,12.3,31.9,72.2,10.8,132.84,213.73,40.3,57.5,282,"4/30/1991",16.7676767676768,24.8484848484849,13.8011695906433,5.25252525252525,8.48484848484848,3.15789473684211,2.5654,2.159,6.5278,46,136,40,0,17,0,142,47,332
"110",1991,"IN","TRUM91","IN TRUM91",24,24,123,1991123,"",23.7,14.1,14.3,36.8,79.3,13.1,187.33,261.28,42.5,65.1,380,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"111",1991,"JM","TRUM91","JM TRUM91",24,24,123,1991123,"",24.8,15.7,13.7,37.8,79.8,13,178.1,277.83,42,63.9,380,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"112",1991,"LK","TRUM91","LK TRUM91",24,24,123,1991123,"",24.4,14.8,14.4,36.8,78.6,12.4,178.56,268.64,41.8,63.4,368,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"113",1991,"QF","SSAP91","QF SSAP91",25,25,123,1991123,"",23.6,13.7,14.6,38.3,77,14.7,214.62,270.9725,38.7,58.8,350,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"114",1991,"RE","SSAP91","RE SSAP91",25,25,123,1991123,"",22.6,15.9,13.2,35,76.8,12.4,163.68,254.625,41.8,55.4,340,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"115",1991,"SD","SSAP91","SD SSAP91",25,25,123,1991123,"",23.3,15,13.4,36.4,76.8,13.1,175.54,258.44,40.4,60.1,360,"5/3/1991",17.0707070707071,26.010101010101,15.672514619883,5.05050505050505,10.3535353535354,4.21052631578947,1.3716,2.159,6.5786,46,167,65,1,34,0,143,33,282
"116",1991,"TC","WPAR91","TC WPAR91",25,25,124,1991124,"",21.5,14.6,13.1,33.3,73.9,11.8,154.58,230.6025,40.6,59,275,"5/4/1991",18.6868686868687,26.1616161616162,15.3801169590643,5.90909090909091,10.8080808080808,4.1812865497076,1.397,2.1336,5.8674,66,173,65,6,40,0,123,33,288
"117",1991,"UB","WPAR91","UB WPAR91",25,25,124,1991124,"",25,17.4,16,38.1,81.1,13.1,209.6,318.135,43,60.7,382,"5/4/1991",18.6868686868687,26.1616161616162,15.3801169590643,5.90909090909091,10.8080808080808,4.1812865497076,1.397,2.1336,5.8674,66,173,65,6,40,0,123,33,288
"118",1991,"VA","WINT91","VA WINT91",25,25,124,1991124,"M",22,15.1,13.4,34.9,75.2,12.9,172.86,248.6625,40.3,59,277,"5/4/1991",18.6868686868687,26.1616161616162,15.3801169590643,5.90909090909091,10.8080808080808,4.1812865497076,1.397,2.1336,5.8674,66,173,65,6,40,0,123,33,288
"119",1991,"WZ","WINT91","WZ WINT91",25,25,124,1991124,"",20.8,13.2,11.7,32.6,71,11.8,138.06,202.935,38.4,55.3,235,"5/4/1991",18.6868686868687,26.1616161616162,15.3801169590643,5.90909090909091,10.8080808080808,4.1812865497076,1.397,2.1336,5.8674,66,173,65,6,40,0,123,33,288
"120",1991,"XY","WINT91","XY WINT91",25,25,124,1991124,"F",21.3,13.9,13.7,32.8,73.1,11.5,157.55,226.32,40.3,56.8,320,"5/4/1991",18.6868686868687,26.1616161616162,15.3801169590643,5.90909090909091,10.8080808080808,4.1812865497076,1.397,2.1336,5.8674,66,173,65,6,40,0,123,33,288
"121",1991,"YX","PAHA91","YX PAHA91",26,24.1,128,1991128,"",19.2,12.6,11.2,30.6,68,11.4,127.68,182.07,37.4,51.4,235,"5/8/1991",23.1313131313131,26.1111111111111,16.1988304093567,8.43434343434343,12.7272727272727,4.56140350877193,2.5654,0.0762,6.6802,121,191,79,17,56,0,64,31,267
"122",1991,"ZW","PAHA91","ZW PAHA91",26,24.9,128,1991128,"",23.6,15.4,13.4,35.6,76.6,12,160.8,256.32,41,59.3,340,"5/8/1991",23.1313131313131,26.1111111111111,16.1988304093567,8.43434343434343,12.7272727272727,4.56140350877193,2.5654,0.0762,6.6802,121,191,79,17,56,0,64,31,267
"123",1991,"AU","PAHA91","AU PAHA91",26,25.8,128,1991128,"",23.2,14.4,13.3,36.4,76.7,13.2,175.56,252.07,40.3,60,352,"5/8/1991",23.1313131313131,26.1111111111111,16.1988304093567,8.43434343434343,12.7272727272727,4.56140350877193,2.5654,0.0762,6.6802,121,191,79,17,56,0,64,31,267
"124",1991,"BT","TRCH91","BT TRCH91",25,25,129,1991129,"",23.5,16,14.6,33.3,76.1,9.8,143.08,254.745,42.8,60,415,"5/9/1991",23.4343434343434,27.2222222222222,16.140350877193,8.23232323232323,14.1414141414141,4.53216374269006,2.5654,0.0762,6.6548,121,215,79,17,65,0,63,15,268
"125",1991,"CS","TRCH91","CS TRCH91",25,25,129,1991129,"",24.7,14.4,13.7,36.3,77,11.6,158.92,255.0075,40.7,57.6,400,"5/9/1991",23.4343434343434,27.2222222222222,16.140350877193,8.23232323232323,14.1414141414141,4.53216374269006,2.5654,0.0762,6.6548,121,215,79,17,65,0,63,15,268
"126",1991,"DR","TRCH91","DR TRCH91",25,25,129,1991129,"",25.7,16.6,14.6,36.3,78.4,10.6,154.76,283.14,42.1,59.3,415,"5/9/1991",23.4343434343434,27.2222222222222,16.140350877193,8.23232323232323,14.1414141414141,4.53216374269006,2.5654,0.0762,6.6548,121,215,79,17,65,0,63,15,268
"127",1991,"EQ","TRCH91","EQ TRCH91",25,25,129,1991129,"",24.4,14.3,13.3,36,77.4,11.6,154.28,248.4,41.4,60,393,"5/9/1991",23.4343434343434,27.2222222222222,16.140350877193,8.23232323232323,14.1414141414141,4.53216374269006,2.5654,0.0762,6.6548,121,215,79,17,65,0,63,15,268
"128",1991,"FP","TRCH91","FP TRCH91",25,25,129,1991129,"",25.4,16.1,15.7,36.9,79.3,11.5,180.55,293.355,42.4,61.5,447,"5/9/1991",23.4343434343434,27.2222222222222,16.140350877193,8.23232323232323,14.1414141414141,4.53216374269006,2.5654,0.0762,6.6548,121,215,79,17,65,0,63,15,268
"129",1991,"GO","GENR91","GO GENR91",29,29,135,1991135,"M",24.7,17,14.7,38,80.9,13.3,195.51,301.15,42.9,61.3,435,"5/15/1991",26.1616161616162,26.2626262626263,20,10.8080808080808,13.4848484848485,6.66666666666667,2.1336,1.4732,2.5908,173,198,142,40,53,6,33,20,172
"130",1991,"MI","SWEG91","MI SWEG91",25,25.9,154,1991154,"",24.6,16.4,14.7,38.1,79.1,13.5,198.45,296.2275,41,62.7,443,"6/3/1991",24.3939393939394,26.1616161616162,26.6374269005848,9.44444444444444,13.4848484848485,12.719298245614,2.1082,0.0508,3.0226,140,198,338,17,48,93,42,15,41
"131",1991,"orange","SWEG91","orange SWEG91",25,24.8,154,1991154,"",19.8,14.7,12.5,32.1,69.9,12.3,153.75,218.28,37.8,57.5,325,"6/3/1991",24.3939393939394,26.1616161616162,26.6374269005848,9.44444444444444,13.4848484848485,12.719298245614,2.1082,0.0508,3.0226,140,198,338,17,48,93,42,15,41
"132",1992,"AT","CUHA92","AT CUHA92",28,27.7,104,1992104,"",23.2,12.4,12.7,36.4,78.7,13.2,167.64,228.41,42.3,61.4,370,"4/13/1992",11.9191919191919,15.2525252525253,7.69005847953216,2.12121212121212,3.18181818181818,-1.81286549707602,4.4958,4.1148,6.477,33,22,5,1,0,0,221,178,522
"133",1992,"BS","CUHA92","BS CUHA92",28,26.1,104,1992104,"",21.7,13.2,12.2,35.8,75.7,14.1,172.02,227.33,39.9,59.1,370,"4/13/1992",11.9191919191919,15.2525252525253,7.69005847953216,2.12121212121212,3.18181818181818,-1.81286549707602,4.4958,4.1148,6.477,33,22,5,1,0,0,221,178,522
"134",1992,"none","CUHA92","none CUHA92",28,25.9,104,1992104,"",21.8,14.3,12.9,34.6,75.6,12.8,165.12,235.28,41,58,315,"4/13/1992",11.9191919191919,15.2525252525253,7.69005847953216,2.12121212121212,3.18181818181818,-1.81286549707602,4.4958,4.1148,6.477,33,22,5,1,0,0,221,178,522
"135",1992,"CR","BROT92","CR BROT92",24,24.7,109,1992109,"",23.1,14.7,13,35.6,77.9,12.5,162.5,246.53,42.3,63.3,420,"4/18/1992",14.2424242424242,15.8585858585859,8.42105263157895,5.15151515151515,3.18181818181818,-1.87134502923977,5.2324,2.7432,3.3782,38,22,5,1,0,0,168,173,509
"136",1992,"DQ","BROT92","DQ BROT92",24,24.9,109,1992109,"F",22.2,14,12.7,34.1,74.8,11.9,151.13,227.6175,40.7,61.5,405,"4/18/1992",14.2424242424242,15.8585858585859,8.42105263157895,5.15151515151515,3.18181818181818,-1.87134502923977,5.2324,2.7432,3.3782,38,22,5,1,0,0,168,173,509
"137",1992,"EP","BROT92","EP BROT92",24,24.9,109,1992109,"",21.5,14,13.6,33.4,72.2,11.9,161.84,230.46,38.8,61.2,380,"4/18/1992",14.2424242424242,15.8585858585859,8.42105263157895,5.15151515151515,3.18181818181818,-1.87134502923977,5.2324,2.7432,3.3782,38,22,5,1,0,0,168,173,509
"138",1992,"HM","SSET92","HM SSET92",28,28,111,1992111,"",21.9,12.6,12.4,35.1,74.6,13.2,163.68,219.375,39.5,55.7,300,"4/20/1992",15.6565656565657,16.4141414141414,8.85964912280702,4.64646464646465,4.34343434343434,-1.37426900584795,4.064,2.7432,5.08,38,32,5,1,0,0,160,155,493
"139",1992,"IL","SSET92","IL SSET92",28,28,111,1992111,"",21.3,11.7,10.8,32.8,72.3,11.5,124.2,184.5,39.5,49.7,297,"4/20/1992",15.6565656565657,16.4141414141414,8.85964912280702,4.64646464646465,4.34343434343434,-1.37426900584795,4.064,2.7432,5.08,38,32,5,1,0,0,160,155,493
"140",1992,"JK","KAYS92","JK KAYS92",27,27,113,1992113,"",25.4,13.1,12.8,38.2,82.9,12.8,163.84,247.345,44.7,64.4,435,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"141",1992,"KJ","KAYS92","KJ KAYS92",27,27,113,1992113,"",25.4,13,13.6,38,81.7,12.6,171.36,252.7,43.7,64.2,430,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"142",1992,"LI","STAD92","LI STAD92",27,27,113,1992113,"",23.6,11.8,12.9,36,78.8,12.4,159.96,222.3,42.8,60.1,440,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"143",1992,"MH","STAD92","MH STAD92",27,27,113,1992113,"",21.1,13.4,12.7,33,73.6,11.9,151.13,215.325,40.6,56.2,345,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"144",1992,"NG","STAD92","NG STAD92",27,27,113,1992113,"",23.6,13.7,13.2,36.4,79.7,12.8,168.96,244.79,43.3,60.6,395,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"145",1992,"OF","STAD92","OF STAD92",27,27,113,1992113,"",21.1,13.1,12.1,34.1,74,13,157.3,214.83,39.9,56.5,290,"4/22/1992",15.4545454545455,18.3333333333333,10.7017543859649,4.19191919191919,5.4040404040404,0.263157894736842,3.8608,2.1844,5.9944,34,59,29,1,2,1,167,127,434
"146",1992,"PE","HIHI92","PE HIHI92",26,26,115,1992115,"",26.4,13.4,13.7,40.3,84.7,13.9,190.43,273.0325,44.4,63.2,465,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"147",1992,"QD","HIHI92","QD HIHI92",26,26,115,1992115,"",25.1,13.4,13,37.3,82.5,12.2,158.6,246.18,45.2,61,415,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"148",1992,"RC","HIHI92","RC HIHI92",26,26,115,1992115,"",25.2,13.2,13.3,38.5,82,13.3,176.89,255.0625,43.5,61.5,445,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"149",1992,"MG","NWOD92","MG NWOD92",28,27.1,115,1992115,"",24.5,14.6,13.1,36.6,79.9,12.1,158.51,253.455,43.3,62.5,427,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"150",1992,"NF","NWOD92","NF NWOD92",28,26,115,1992115,"",21.6,13.3,12,32.2,73,10.6,127.2,203.665,40.8,59.4,380,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"151",1992,"OE","NWOD92","OE NWOD92",28,27.2,115,1992115,"",22.9,12.5,12.2,34,76.7,11.1,135.42,209.95,42.7,59.9,390,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"152",1992,"PD","NWOD92","PD NWOD92",28,26.6,115,1992115,"M",23.2,13.4,13.3,35,78.9,11.8,156.94,233.625,43.9,63.6,455,"4/24/1992",15.2525252525253,18.3333333333333,12.3391812865497,3.18181818181818,5.85858585858586,1.54970760233918,4.1148,1.143,6.1214,22,63,42,0,2,1,178,123,384
"153",1992,"TA","MART92","TA MART92",25,25,116,1992116,"",23,13.7,13,36.2,78.2,13.2,171.6,241.635,42,60.3,385,"4/25/1992",14.9494949494949,19.1414141414141,12.8654970760234,2.52525252525253,6.61616161616162,1.92982456140351,3.9878,1.4986,7.2136,18,73,43,0,2,1,188,107,369
"154",1992,"UZ","MART92","UZ MART92",25,25,116,1992116,"",21.8,12.7,12.7,34.2,75,12.4,157.48,217.17,40.8,58.8,377,"4/25/1992",14.9494949494949,19.1414141414141,12.8654970760234,2.52525252525253,6.61616161616162,1.92982456140351,3.9878,1.4986,7.2136,18,73,43,0,2,1,188,107,369
"155",1992,"VY","MART92","VY MART92",25,25,116,1992116,"",21.6,12.9,12.9,33.6,75,12,154.8,216.72,41.4,58.5,370,"4/25/1992",14.9494949494949,19.1414141414141,12.8654970760234,2.52525252525253,6.61616161616162,1.92982456140351,3.9878,1.4986,7.2136,18,73,43,0,2,1,188,107,369
"156",1992,"WX","MART92","WX MART92",25,25,116,1992116,"",21,12.1,12.1,31.9,74,10.9,131.89,192.995,42.1,57.1,350,"4/25/1992",14.9494949494949,19.1414141414141,12.8654970760234,2.52525252525253,6.61616161616162,1.92982456140351,3.9878,1.4986,7.2136,18,73,43,0,2,1,188,107,369
"157",1992,"XW","SDOT92","XW SDOT92",25,25,117,1992117,"",23.4,12.5,13.1,35.2,78.3,11.8,154.58,225.28,43.1,60,405,"4/26/1992",14.3939393939394,19.8989898989899,12.8362573099415,2.37373737373737,7.42424242424242,2.16374269005848,3.2766,1.143,8.0264,17,83,43,0,2,1,195,91,365
"158",1992,"YV","BUFA92","YV BUFA92",25,26.2,117,1992117,"",22.9,12.6,12.7,34.2,76.7,11.3,143.51,216.315,42.5,61.2,425,"4/26/1992",14.3939393939394,19.8989898989899,12.8362573099415,2.37373737373737,7.42424242424242,2.16374269005848,3.2766,1.143,8.0264,17,83,43,0,2,1,195,91,365
"159",1992,"ZU","BUFA92","ZU BUFA92",25,25.2,117,1992117,"",20.6,12.5,12,31.8,72.1,11.2,134.4,194.775,40.3,54.6,338,"4/26/1992",14.3939393939394,19.8989898989899,12.8362573099415,2.37373737373737,7.42424242424242,2.16374269005848,3.2766,1.143,8.0264,17,83,43,0,2,1,195,91,365
"160",1992,"TX","BUFA92","TX BUFA92",25,25.2,117,1992117,"",20.9,12.2,11.6,31.1,71.4,10.2,118.32,185.045,40.3,57.6,328,"4/26/1992",14.3939393939394,19.8989898989899,12.8362573099415,2.37373737373737,7.42424242424242,2.16374269005848,3.2766,1.143,8.0264,17,83,43,0,2,1,195,91,365
