row,id,family,year,age,sex,tongY1,palY1,meanY1,tongM1,palM1,meanM1,sat1 ,hue1,tongY2,palY2,meanY2,tongM2,palM2,meanM2,sat2,hue2,bodTemp1,bodTemp2,diffBodTemp,ambTemp1,ambTemp2,ambFinal,broodSize,bandTime1,bandTime2,handleTime,bandOrder,time1,time2,obtainTime,date,julDate,mass,tailLength,tarsus,wingChord,sevenPrim,expSevenPrim,billNT,billWidth,billDepth,TEC,head,skull,timeOut1,timeOut2,obt1Max,obt1Min,obt1Max,obt1Min,t1MaxMinusHour,t1MinMinusHour,t1MeanMinusHour,t1MaxAtBand,t1MinAtBand,t1MeanAtBand,futureBreeder,broodSize,familyProducedBreeder,comments
98,39 FOWA04,39 FOWA04,2004,24,F,60,60,60,70,70,70,130,0.538,60,60,60,70,80,75,135,0.556,41.3,40.7,0.6,22.8,,22.8,3,,,,,17:23:00,18:13:00,17:07:00,5/14/2004,135,385,50,60.5,165,104,57,22.9,12,11.9,33.7,75.8,42.1,16,66,,,,,,,,,,21.67,2,3,1,
134,98 EPIN04,98 EPIN04,2004,27,M,60,40,50,60,70,65,115,0.565,70,60,65,80,80,80,145,0.552,41.8,41.3,0.4,23.3,27.5,23.3,3,,,,,12:55:00,14:12:00,12:26:00,5/23/2004,144,417,51,59.3,166,118,64,23.1,13.2,12.8,34.4,77.8,43.4,29,106,,,,,,,,,,21.22,2,3,2,
149,CW WKAY04,CW WKAY05,2004,27,F,60,50,55,80,80,80,135,0.593,,,,,,,,,42,,,22.5,,22.5,3,,,,,10:10:00,,9:51:00,6/1/2004,153,311,73,56.6,174,121,73,22.4,12.4,11.6,34.2,76.2,42,19,,,,,,,,,,,18.11,2,3,2,
151,LO SEPG04,LO SEPG05,2004,24,F,60,50,55,70,80,75,130,0.577,70,50,60,90,99,94.5,154.5,0.612,42.3,42.2,0.1,,27.5,21.6,3,,,,,12:51:00,13:26:00,12:43:00,6/1/2004,153,360,47,57.3,154,100,55,21.5,12.5,12.6,33.4,73.2,39.8,8,43,,,,,,,,,,21.56,2,3,2,re-measure
152,MN SEPG04,MN SEPG05,2004,24,F,60,60,60,70,80,75,135,0.556,70,50,60,80,80,80,140,0.571,41.1,42,-0.9,25.3,25,25.3,3,,,,,12:53:00,13:33:00,12:43:00,6/1/2004,153,348,50,53.9,160,102,59,21.2,12.6,12.3,35.2,73.6,38.4,10,50,,,,,,,,,,21.56,2,3,2,re-measure
190,ZW GENR05,GENR05,2005,31,M,60,50,55,70,70,70,125,0.56,60,50,55,90,80,85,140,0.607,39.2,41.9,-2.8,22.4,,22.4,3,,,,,11:41:00,,11:24:00,5/18/2005,138,415,82,58,196,140,90,23.1,13.3,12.2,36.7,79.8,43.1,17,,,,,,,,,,,,2,3,2,Assessment Time2 unknown
214,GN PECI05,PELI05,2005,25,F,60,50,55,80,90,85,140,0.607,40,50,45,80,90,85,130,0.654,39.6,39.8,-0.2,19.5,,19.5,3,15:55:00,16:08:00,,,15:38:00,16:08:00,15:31:00,5/21/2005,141,429,52,58.8,148,97,52,21.5,12.1,13.2,33.5,74.2,40.7,7,37,,,,,,,,,,,2,3,2,
8,2O JUDD03,JUDD03,2003,25,F,50,,50,70,,70,120,0.583,40,,40,80,,80,120,0.667,40.6,39.1,1.5,15.6,,15.6,3,12:59:00,13:13:00,14,2,12:43:00,13:33:00,12:10:00,5/12/2003,132,405,56,59.4,160,104,47,21.5,12.8,12.9,33.6,74.4,40.8,33,83,52.9,50.7,53.6,50.7,52.9,50.7,51.6,53.6,50.7,52,2,3,1, 
9,3P JUDD03,JUDD03,2003,25,F,50,,50,80,,80,130,0.615,40,,40,70,,70,110,0.636,40.6,40.9,-0.3,15.6,,15.6,3,13:13:00,13:29:00,16,3,12:46:00,13:30:00,12:10:00,5/12/2003,132,380,77,60.7,178,121,70,22.1,11.6,11.8,33.1,74.4,41.3,36,80,52.9,50.7,53.6,50.7,52.9,50.7,51.6,53.6,50.7,52,2,3,1, 
58,3X TARY03,TARY03,2003,21,M,50,40,45,80,70,75,120,0.625,30,30,30,60,60,60,90,0.667,40.1,38.1,2,20,,20,3,14:45:00,15:01:00,16,2,14:37:00,15:04:00,14:08:00,5/22/2003,142,235,23,51.7,119,69,24,19.3,12.4,11.2,28.4,67.6,39.2,29,56,65.2,63.2,67.2,64.2,65.2,63.2,64.3,67.2,64.2,65.5,2,3,2, 
95,94 TRUP04,94 TRUP04,2004,29,M,50,50,50,70,70,70,120,0.583,40,50,45,70,80,75,120,0.625,42.7,41,1.7,31.3,,31.3,3,,,,,13:01:00,13:37:00,12:38:00,5/12/2004,133,417,88,59.1,196,131,94,25.6,12.5,14.5,37.3,94,56.7,23,59,,,,,,,,,,28.22,2,3,2,
97,28 TRUP04,28 TRUP04,2004,29,F,50,50,50,70,70,70,120,0.583,,,,,,,,,42.9,,,31.1,,31.1,3,,,,,13:10:00,,12:38:00,5/12/2004,133,351,81,56,186,132,92,23.6,11.4,13.8,36.9,77.6,40.7,32,,,,,,,,,,,28.22,2,3,2,
99,51 FOWA04,51 FOWA04,2004,24,M,50,50,50,60,80,70,120,0.583,60,60,60,80,90,85,145,0.586,40.6,39.9,0.7,22.8,,22.8,3,,,,,17:27:00,18:46:00,17:07:00,5/14/2004,135,367,42,59.8,151,89,54,23.6,12.7,12.6,35.6,78.2,42.6,20,99,,,,,,,,,,21.67,2,3,1,
100,40 FOWA04,40 FOWA04,2004,24,M,50,60,55,70,80,75,130,0.577,60,60,60,80,80,80,140,0.571,40,40,0,22.8,,22.8,3,,,,,17:33:00,18:25:00,17:07:00,5/14/2004,135,354,43,56.7,142,88,48,21.8,12.7,12.6,33.6,76,42.4,26,78,,,,,,,,,,21.67,1,3,1,
122,86 MSAL04,86 MSAL04,2004,32,M,50,30,40,50,50,50,90,0.556,60,40,50,60,60,60,110,0.545,42.2,42.7,-0.5,24.3,29.5,24.3,3,,,,,13:54:00,14:19:00,13:52:00,5/20/2004,141,425,105,61.8,224,162,120,26.4,13.3,14.4,39.8,84.7,44.9,2,27,,,,,,,,,,22.28,2,3,2,"86 left nest at 13:34, but was recovered at 13:52"
129,43 BRBI04,43 BRBI04,2004,26,F,50,40,45,70,80,75,120,0.625,50,40,45,70,70,70,115,0.609,41.3,40.6,0.7,23.4,23.8,23.4,3,,,,,10:08:00,10:35:00,9:58:00,5/21/2004,142,390,62,58.3,168,108,59,23.6,13.5,13.4,36.4,76.5,40.1,10,37,,,,,,,,,,18.56,2,3,2,
130,54 BRBI04,54 BRBI04,2004,26,M,50,30,40,60,70,65,105,0.619,60,60,60,80,90,85,145,0.586,41.2,41.2,0,24.7,22.8,24.7,3,,,,,10:12:00,10:52:00,9:58:00,5/21/2004,142,408,56,61.8,172,110,61,23.6,11.7,13,37.2,77.2,40,14,54,,,,,,,,,,18.56,2,3,2,
131,65 BRBI04,65 BRBI04,2004,26,F,50,50,50,80,70,75,125,0.6,50,50,50,80,80,80,130,0.615,40.4,41.2,-0.8,24.2,22.7,24.2,3,,,,,10:16:00,11:04:00,9:58:00,5/21/2004,142,400,60,59.1,171,111,65,22.7,12.8,13,34.4,76.1,41.7,18,66,,,,,,,,,,18.56,2,3,2,
148,BX WKAY04,BX WKAY05,2004,27,F,50,40,45,70,70,70,115,0.609,70,40,55,80,70,75,130,0.577,41.4,40.7,0.7,21.3,28.3,21.3,3,,,,,10:05:00,10:37:00,9:51:00,6/1/2004,153,308,68,54.4,172,122,76,21.8,12.6,11.5,35.1,73.2,38.1,14,46,,,,,,,,,,18.11,2,3,2,
153,FT CLAR04,FT CLAR05,2004,28,M,50,30,40,70,50,60,100,0.6,50,40,45,70,60,65,110,0.591,40.9,41.4,-0.6,24.6,,24.6,3,,,,,13:26:00,14:25:00,12:53:00,6/6/2004,158,435,77,60.2,188,134,93,25.7,12.8,13.5,37.6,81.1,43.5,33,92,,,,,,,,,,14.89,1,3,1,
154,GS CLAR04,GS CLAR05,2004,29,M,50,50,50,70,60,65,115,0.565,40,40,40,70,60,65,105,0.619,41.3,41.4,-0.1,24.6,,24.6,3,,,,,13:31:00,14:20:00,12:53:00,6/6/2004,158,450,99,61.8,209,152,112,26.3,13.3,14.7,34.4,84.9,50.5,38,87,,,,,,,,,,14.89,2,3,1,
155,IP CLAR04,IP CLAR05,2004,28,F,50,50,50,70,70,70,120,0.583,50,50,50,60,70,65,115,0.565,41.3,41.1,0.2,24.6,22.8,24.6,3,,,,,13:35:00,14:39:00,12:53:00,6/6/2004,158,372,84,60.1,189,136,93,23.2,12.6,13.2,34.9,78.2,43.3,42,106,,,,,,,,,,14.89,2,3,1,
189,WZ GENR05,GENR05,2005,31,M,50,50,50,60,70,65,115,0.565,90,40,65,80,70,75,140,0.536,40.9,42.1,-1.1,22.4,,22.4,3,,,,,11:36:00,11:58:00,11:24:00,5/18/2005,138,432,100,59.1,210,152,110,24,12.6,13.6,39.2,80.6,41.4,12,34,,,,,,,,,,,2,3,2,
210,AT EHCR05,EHCR05,2005,25,M,50,40,45,80,70,75,120,0.625,40,40,40,80,50,65,105,0.619,40.9,40.2,0.8,13.9,,13.9,3,8:39:00,8:46:00,,,8:34:00,8:47:00,8:32:00,5/21/2005,141,415,50,64.2,167,107,55,22.6,12.95,12.8,36.4,80.3,43.9,2,15,,,,,,,,,,,2,3,2,
212,CR EHCR05,EHCR05,2005,25,F,50,50,50,70,60,65,115,0.565,40,50,45,70,70,70,115,0.609,40.9,40.6,0.3,13.9,,13.9,3,8:55:00,9:08:00,,,8:37:00,9:09:00,8:32:00,5/21/2005,141,343,46,59.7,156,98,57,21.4,12.4,12.1,33.8,74.5,40.7,5,37,,,,,,,,,,,2,3,2,
216,FO PECI05,PELI05,2005,25,F,50,40,45,80,90,85,130,0.654,40,40,40,80,90,85,125,0.68,39.9,38.9,1,19.5,,19.5,3,15:48:00,16:01:00,,,15:43:00,16:03:00,15:31:00,5/21/2005,141,397,46,60.7,148,90,45,22.2,12.6,13.8,35,75.6,40.6,12,32,,,,,,,,,,,2,3,2,
16,9A HOMS03,HOMS03,2003,29,M,40,40,40,70,70,70,110,0.636,20,40,30,60,70,65,95,0.684,41.3,40.3,0.9,16.7,,16.7,3,10:08:00,10:28:00,20,1,10:11:00,11:03:00,9:43:00,5/15/2003,135,325,76,59.6,189,129,87,22,12.6,12,33.8,75.7,41.9,28,80,54.9,44.6,58.2,54.8,58.2,54.8,56.5,61.2,57.9,59.6,2,3,2, 
17,0B HOMS03,HOMS03,2003,29,F,40,30,35,80,60,70,105,0.667,40,40,40,80,70,75,115,0.652,41.8,41.7,0.2,16.7,,16.7,3,10:28:00,10:42:00,14,2,10:14:00,11:01:00,9:43:00,5/15/2003,135,325,80,60.2,189,131,83,22.6,12.6,12.2,35.2,76.6,41.4,31,78,54.9,44.6,58.2,54.8,58.2,54.8,56.5,61.2,57.9,59.6,2,3,2, 
18,1C HOMS03,HOMS03,2003,29,M,40,30,35,70,70,70,105,0.667,50,30,40,80,70,75,115,0.652,41.6,41.8,-0.3,16.7,,16.7,3,10:43:00,,,3,10:18:00,10:58:00,9:43:00,5/15/2003,135,367,86,61.9,199,136,86,23.6,14.2,12.4,37.3,80,42.7,35,75,54.9,44.6,58.2,54.8,58.2,54.8,56.5,61.2,57.9,59.6,2,3,2, 
47,7H ECRI03,ECRI03,2003,26,F,40,40,40,70,60,65,105,0.619,,,,,,,,,41.4,,,18.3,,18.3,3,,,,2,10:49:00,,,5/20/2003,140,344,69,57.2,171,114,72,22,11.4,12.8,34,75.5,41.5,,,,,,,67.6,62.4,65.2,69.9,67.4,68.6,2,3,1, 
48,6G ECRI03,ECRI03,2003,26,M,40,40,40,70,70,70,110,0.636,,,,,,,,,41.1,,,18.3,,18.3,3,,,,1,10:52:00,,,5/20/2003,140,327,65,58.4,178,120,78,21.9,12.2,11.9,35,75.2,40.2,,,,,,,67.6,62.4,65.2,69.9,67.4,68.6,2,3,1, 
59,2W TARY03,TARY03,2003,21,M,40,40,40,60,70,65,105,0.619,,,,,,,,,38.8,,,20,,20,3,14:25:00,14:45:00,20,1,14:47:00,,14:08:00,5/22/2003,142,250,31,53.8,130,77,34,20.6,12.3,11.5,30.8,71.1,40.3,39,,65.2,63.2,67.2,64.2,65.2,63.2,64.3,67.2,64.2,65.5,2,3,2, 
65,05 EOCR03,EOCR03,2003,31,F,40,40,40,60,70,65,105,0.619,40,40,40,60,60,60,100,0.6,40.3,40.2,0.1,12.8,,12.8,3,,,,2,9:39:00,10:09:00,,5/26/2003,146,435,84,59.3,198,139,91,24.4,12.7,14.1,37.6,80.3,42.7,,,,,,,53.6,52.6,53,53.7,53.1,53.5,2,3,2, 
66,04 EOCR03,EOCR03,2003,31,M,40,40,40,60,60,60,100,0.6,40,40,40,50,50,50,90,0.556,40.9,41.1,-0.2,12.8,,12.8,3,,,,1,9:45:00,10:13:00,,5/26/2003,146,470,106,62.8,222,157,114,26.5,14.2,14.2,38.8,85.2,46.4,,,,,,,53.6,52.6,53,53.7,53.1,53.5,2,3,2, 
67,06 EOCR03,EOCR03,2003,31,F,40,40,40,50,60,55,95,0.579,40,40,40,50,60,55,95,0.579,41.4,41.6,-0.1,12.8,,12.8,3,,,,3,9:50:00,10:15:00,,5/26/2003,146,400,109,59.3,210,146,108,24.4,12.1,13.6,38.2,81.4,43.2,,,,,,,53.6,52.6,53,53.7,53.1,53.5,2,3,2, 
96,17 TRUP04,17 TRUP04,2004,29,F,40,40,40,70,70,70,110,0.636,50,60,55,70,80,75,130,0.577,42.1,41.4,0.6,30.1,,30.1,3,,,,,13:05:00,14:07:00,12:38:00,5/12/2004,133,386,87,56,195,134,85,24.6,11.2,13.4,37.7,77.5,39.8,27,89,,,,,,,,,,28.22,2,3,2,
124,SA-RA MSAL04,SA-RA MSAL05,2004,31,F,40,,40,60,,60,100,0.6,40,,40,70,,70,110,0.636,38.6,38.5,0.1,23.8,28.3,23.8,3,,,,,14:02:00,14:50:00,13:34:00,5/20/2004,141,147,17,47.4,106,60,28,18.4,10.4,10.1,27.2,64.8,37.6,28,76,,,,,,,,,,22.28,2,3,2,
150,DV WKAY04,DV WKAY05,2004,27,F,40,40,40,50,50,50,90,0.556,60,30,45,50,40,45,90,0.5,41.3,42.3,-1,23.6,28.3,23.6,3,,,,,10:13:00,11:13:00,9:51:00,6/1/2004,153,306,62,53.8,168,118,75,22.1,14.8,12.6,34.7,74.8,40.1,22,82,,,,,,,,,,18.11,2,3,2,
161,FQ FOPA05,FOPA05,2005,24,M,40,40,40,70,80,75,115,0.652,60,40,50,80,90,85,135,0.63,40.1,40.3,-0.2,14.9,,14.9,3,16:07:00,16:17:00,,,15:38:00,16:18:00,15:27:00,5/16/2005,136,375,51,61.3,163,103,60,20.4,12.8,12.7,33.5,74.8,41.3,11,51,,,,,,,,,,,2,3,2,bled before gape color
162,ER FOPA05,FOPA05,2005,24,F,40,40,40,70,80,75,115,0.652,60,30,45,80,90,85,130,0.654,39.1,37.5,1.6,14.9,,14.9,3,15:58:00,16:07:00,,,15:40:00,16:16:00,15:27:00,5/16/2005,136,350,50,58.8,149,92,46,20.3,11.4,11.5,31.8,72.1,40.3,13,49,,,,,,,,,,,2,3,2,bled before gape color
163,DS FOPA05,FOPA05,2005,24,F,40,40,40,80,80,80,120,0.667,50,40,45,80,80,80,125,0.64,40.3,39.3,1,14.9,,14.9,3,15:37:00,16:14:00,,,15:41:00,16:20:00,15:27:00,5/16/2005,136,351,49,57.9,153,96,58,19.8,11.6,12.1,32.7,72.8,40.1,14,53,,,,,,,,,,,2,3,2,"bled before gape color; time2 estimated to be 16:20
"
173,MK STAD05,STAD05,2005,27,M,40,30,35,70,70,70,105,0.667,30,30,30,80,70,75,105,0.714,40.3,39.7,0.6,15.1,,15.1,3,9:16:00,9:25:00,,,9:04:00,9:26:00,8:45:00,5/16/2005,136,287,41,53.5,160,100,39,21.3,11.9,12,34.4,71.7,37.3,19,41,,,,,,,,,,,2,3,2,bled before gape color
188,YX GENR05,GENR05,2005,31,M,40,40,40,60,80,70,110,0.636,70,40,55,80,80,80,135,0.593,40.9,42.4,-1.6,22.4,,22.4,3,,,,,11:34:00,12:01:00,11:24:00,5/18/2005,138,415,99,59.1,219,158,108,23.9,13.4,13.5,37.1,81.6,44.5,10,37,,,,,,,,,,,2,3,2,
211,BS EHCR05,EHCR05,2005,25,M,40,30,35,60,60,60,95,0.632,50,40,45,70,70,70,115,0.609,40.6,40.2,0.4,13.9,,13.9,3,8:46:00,8:52:00,,,8:35:00,8:56:00,8:32:00,5/21/2005,141,372,50,62.6,159,99,54,21.2,11.6,12.2,35,77.7,42.7,3,24,,,,,,,,,,,2,3,2,
215,HM PECI05,PELI05,2005,25,F,40,30,35,80,90,85,120,0.708,70,50,60,90,90,90,150,0.6,40.8,40.8,-0.1,19.5,,19.5,3,16:00:00,16:09:00,,,15:40:00,16:11:00,15:31:00,5/21/2005,141,392,53,59.2,162,104,55,21,13,12.7,33.8,74.3,40.5,9,40,,,,,,,,,,,2,3,2,
57,4Y TARY03,TARY03,2003,21,F,30,30,30,50,60,55,85,0.647,40,40,40,60,60,60,100,0.6,39.7,39.7,0.1,20,,20,3,15:02:00,15:15:00,13,3,14:33:00,15:18:00,14:08:00,5/22/2003,142,282,39,53.4,132,79,35,20.3,12.5,11.1,32.6,70.6,38,25,70,65.2,63.2,67.2,64.2,65.2,63.2,64.3,67.2,64.2,65.5,2,3,2, 
62,5Z TRUP03,TRUP03,2003,27,M,30,30,30,50,60,55,85,0.647,30,30,30,60,60,60,90,0.667,41.3,40.7,0.6,15.6,,15.6,3,10:45:00,11:01:00,16,1,10:44:00,11:05:00,10:22:00,5/23/2003,143,342,72,59.4,192,131,92,22.7,13,12.8,35.7,79.2,43.5,22,43,56.8,54.6,58.1,56.3,56.8,54.6,56,58.1,56.3,57.1,2,3,2, 
63,00 TRUP03,TRUP03,2003,27,F,30,30,30,50,50,50,80,0.625,30,30,30,50,50,50,80,0.625,39.7,40.3,-0.7,15.6,,15.6,3,11:02:00,11:15:00,13,2,10:48:00,11:18:00,10:22:00,5/23/2003,143,297,58,56.2,177,123,78,21.1,11.5,12,32.9,74.6,41.7,26,56,56.8,54.6,58.1,56.3,56.8,54.6,56,58.1,56.3,57.1,2,3,2, 
64,01 TRUP03,TRUP03,2003,27,M,30,30,30,60,50,55,85,0.647,30,30,30,70,60,65,95,0.684,40.7,41.1,-0.4,15.6,,15.6,3,11:16:00,11:28:00,12,3,10:49:00,11:30:00,10:22:00,5/23/2003,143,297,55,56.9,172,114,79,21.6,12.5,12.2,32.9,76.4,43.5,27,68,56.8,54.6,58.1,56.3,56.8,54.6,56,58.1,56.3,57.1,2,3,2, 
171,KM STAD05,STAD05,2005,27,M,30,30,30,70,70,70,100,0.7,40,40,40,90,70,80,120,0.667,40.4,40.4,0,15.1,,15.1,3,9:01:00,9:16:00,,,9:01:00,9:24:00,8:45:00,5/16/2005,136,355,48,54.8,158,98,34,22.3,12.8,12.6,34.3,74.5,40.2,16,39,,,,,,,,,,,2,3,2,bled before gape color
172,NJ STAD05,STAD05,2005,27,M,30,80,55,70,70,70,125,0.56,50,50,50,80,80,80,130,0.615,41.2,41.4,-0.3,15.1,,15.1,3,9:26:00,9:38:00,,,9:02:00,9:39:00,8:45:00,5/16/2005,136,394,72,58.5,188,125,82,23.8,12.7,13.6,37.6,78.1,40.5,17,54,,,,,,,,,,,2,3,2,bled before gape color
46,8I ECRI03,ECRI03,2003,26,F,20,20,20,70,60,65,85,0.765,,,,,,,,,41.2,,,18.3,,18.3,3,,,,3,10:41:00,,,5/20/2003,140,250,36,55.8,140,84,47,20,11.6,10.8,30.1,70.1,40,,,,,,,67.6,62.4,65.2,69.9,67.4,68.6,1,3,1, 
71,33 ORHA03,ORHA03,2003,33,M,20,30,25,40,50,45,70,0.643,30,30,30,60,60,60,90,0.667,41.3,41.2,0.2,25,,25,3,,,,2,12:05:00,12:52:00,10:53:00,5/28/2003,148,410,91,60,201,141,101,25.1,12.8,13.6,38.5,82.2,43.7,72,119,59.3,56.2,63,59.2,63,59.2,61.1,65.8,62.2,63.9,1,3,1, 
70,22 ORHA03,ORHA03,2003,33,F,10,20,15,20,30,25,40,0.625,30,30,30,50,60,55,85,0.647,41.6,41.3,0.3,25,,25,3,12:02:00,12:15:00,13,1,12:00:00,12:07:00,10:53:00,5/28/2003,148,433,104,60.3,216,156,115,25.2,12.8,13.3,37.8,81.1,43.3,67,74,59.3,56.2,63,59.2,63,59.2,61.1,65.8,62.2,63.9,2,3,1, 
87,13 DYCE03,DYCE03,2003,24,F,60,60,60,80,80,80,140,0.571,40,40,40,80,80,80,120,0.667,40.3,38.3,2,20.9,,20.9,2,,,,2,10:11:00,11:10:00,9:50:00,6/15/2003,166,291,19,56.2,116,56,23,20.6,10,11.4,31.7,70.3,38.7,21,80,61.9,58.6,64.8,61.8,64.8,61.8,62.8,68.3,64.3,66.3,2,2,2, 
145,IR SWEG04,IR SWEG05,2004,27,M,60,40,50,80,70,75,125,0.6,60,50,55,80,70,75,130,0.577,41.4,41.3,0.1,18.9,20.3,18.9,2,,,,,9:56:00,10:11:00,9:34:00,5/26/2004,147,405,70,57,181,130,80,24.5,13.9,13.1,38.5,80.8,42.3,22,37,,,,,,,,,,16.56,2,2,1,
169,ZX HAPA05,HAPA05,2005,26,M,60,50,55,90,90,90,145,0.621,60,50,55,80,90,85,140,0.607,40.6,39.6,1.1,,,,2,13:57:00,14:07:00,,,13:56:00,14:13:00,13:44:00,5/16/2005,136,480,68,58.9,176,117,64,23.3,12.8,13.3,36.7,79.1,42.4,12,29,,,,,,,,,,,2,2,2,
74,66 MMUR03,MMUR03,2003,27,,50,30,40,60,50,55,95,0.579,50,60,55,50,60,55,110,0.5,40.7,41.2,-0.4,18.3,,18.3,2,12:30:00,,,2,12:18:00,12:43:00,11:54:00,5/29/2003,149,366,68,61.4,185,129,74,23.2,13.7,12.8,37.3,78.7,41.4,24,49,63.7,60.2,67.4,63.1,67.4,63.1,64.9,69,66.1,67.7,2,2,2, 
80,45 CALD03,CALD03,2003,25,F,50,60,55,,90,90,145,0.621,50,50,50,70,80,75,125,0.6,40.8,40.9,-0.1,13.9,,13.9,2,8:50:00,9:02:00,12,1,8:48:00,9:04:00,8:37:00,6/5/2003,156,375,55,59.5,165,110,53,21.5,12.3,12.8,34.3,74.4,40.1,11,27,57.3,55.8,59.7,57,57.3,55.8,56.3,59.7,57,58.6,2,2,2, 
81,56 CALD03,CALD03,2003,25,F,50,50,50,70,80,75,125,0.6,40,50,45,70,90,80,125,0.64,40.6,40,0.6,13.9,,13.9,2,9:03:00,9:18:00,15,2,8:52:00,9:19:00,8:37:00,6/5/2003,156,353,47,59.4,156,97,52,21,12.3,12.6,33.3,73.4,40.1,15,42,57.3,55.8,59.7,57,57.3,55.8,56.3,59.7,57,58.6,2,2,2, 
86,90 DYCE03,DYCE03,2003,24,M,50,50,50,70,70,70,120,0.583,40,40,40,90,80,85,125,0.68,39.6,39.8,-0.2,20.9,,20.9,2,,,,1,10:03:00,11:13:00,9:50:00,6/15/2003,166,326,25,60,132,67.9,27.3,21,11.5,12.3,31.6,70.9,39.3,13,83,61.9,58.6,64.8,61.8,64.8,61.8,62.8,68.3,64.3,66.3,2,2,2, 
146,JQ SWEG04,JQ SWEG05,2004,27,F,50,40,45,70,60,65,110,0.591,50,40,45,70,70,70,115,0.609,40.2,40.9,-0.7,18.9,21.9,18.9,2,,,,,9:59:00,10:23:00,9:34:00,5/26/2004,147,452,60,57.7,170,111,60,22.8,12.9,12.1,34.8,76.2,41.4,25,49,,,,,,,,,,16.56,1,2,1,
170,AV HAPA05,HAPA05,2005,26,F,50,20,35,99,80,89.5,124.5,0.719,50,20,35,80,60,70,105,0.667,39.5,39.5,0,,,,2,14:02:00,14:26:00,,,13:58:00,14:27:00,13:44:00,5/16/2005,136,370,65,61.5,178,118,70,21.8,12.3,13.4,34.4,75.1,40.7,14,43,,,,,,,,,,,2,2,2,
14,2D FOHA03,FOHA03,2003,30,M,40,40,40,50,60,55,95,0.579,40,40,40,60,70,65,105,0.619,40.1,41.3,-1.2,,,18.4,2,12:42:00,12:54:00,12,1,12:42:00,12:57:00,12:24:00,5/15/2003,135,395,90,61.3,198,140,98,23.9,13.1,13.3,36.6,80.1,43.5,18,33,64.3,61.1,67,62.9,64.3,61.1,62.9,67,62.9,18.4,2,2,2, 
15,3E FOHA03,FOHA03,2003,30,F,40,40,40,70,70,70,110,0.636,,,,,,,,,41.7,,,,,18.6,2,13:15:00,,,2,13:37:00,,12:24:00,5/15/2003,135,310,92,58.5,191,135,95,22.7,12.1,11.8,35,76.8,41.8,73,,64.3,61.1,67,62.9,67,62.9,65.2,68.2,64.2,18.61,2,2,2, 
60,03 COMP03,COMP03,2003,26,M,40,40,40,60,70,65,105,0.619,,,,,,,,,39.1,,,,,15.3,2,,,,2,13:56:00,,,5/23/2003,143,382,56,62.1,180,120,80,23.1,13.2,12.8,37.7,79.1,41.4,,,,,,,60.9,59.2,60.1,60.2,59.1,15.33,2,2,2, 
61,02 COMP03,COMP03,2003,26,M,40,50,45,70,80,75,120,0.625,,,,,,,,,40.9,,,,,15.9,2,,,,1,14:03:00,,,5/23/2003,143,422,64,62.7,187,122,84,23.1,13.1,13.2,36.6,81.6,45,,,,,,,60.2,59.1,59.6,61.8,59.7,15.89,2,2,2, 
73,55 MMUR03,MMUR03,2003,27,M,40,30,35,60,50,55,90,0.611,30,30,30,50,50,50,80,0.625,40.6,40.1,0.4,18.3,,18.3,2,12:14:00,12:28:00,14,1,12:10:00,12:40:00,11:54:00,5/29/2003,149,342,72,57.8,182,125,76,22.2,12.8,12.4,35,76.1,41.1,16,46,63.7,60.2,67.4,63.1,67.4,63.1,64.9,69,66.1,67.7,2,2,2, 
157,KO LRI204,KO LRI205,2004,26,M,40,40,40,60,60,60,100,0.6,50,50,50,60,60,60,110,0.545,41.6,40.5,1.1,,,18.8,2,,,,,10:53:00,11:52:00,10:35:00,6/27/2004,179,380,46,57,176,125,90,23.4,12,13.9,36,78,42,18,77,,,,,,,,,,18.78,2,2,2,
158,LN LRI204,LN LRI205,2004,26,F,40,40,40,60,80,70,110,0.636,50,50,50,70,70,70,120,0.583,41.8,40.7,1.1,23.1,,23.1,2,,,,,10:57:00,12:06:00,10:35:00,6/27/2004,179,267,42,54.1,167,111,78,19.8,11.7,12.5,30.9,70.2,39.3,22,91,,,,,,,,,,18.78,2,2,2,
160,JM 96IR05,96IR05,2005,24,M,40,30,35,80,70,75,110,0.682,30,30,30,70,80,75,105,0.714,39.8,39.4,0.3,13.7,,13.7,2,18:03:00,18:23:00,,,17:55:00,18:24:00,17:45:00,5/16/2005,136,370,31,58.4,135,78,22,19.9,13.3,12,33.1,71.7,38.6,10,39,,,,,,,,,,,2,2,2,
224,PE SEPG05,SEPG05,2005,26,M,40,50,45,90,99,94.5,139.5,0.677,50,90,70,80,90,85,155,0.548,39.1,39.6,-0.5,14.3,,14.3,2,14:07:00,14:18:00,,,13:40:00,14:18:00,13:33:00,5/22/2005,142,347,54,58.8,179,121,79,21.6,12.3,12.4,35,76,41,7,45,,,,,,,,,,,2,2,2,
68,11 BURP03,BURP03,2003,26,M,30,40,35,50,60,55,90,0.611,,,,,,,,,41.4,,,18.3,,18.3,2,,,,1,9:41:00,,9:18:00,5/27/2003,147,312,55,58.6,169,115,58,22.9,13.2,12.8,35.6,78.7,43.1,23,,58.6,51.8,62,58.5,58.6,51.8,54.8,62,58.5,60,2,2,2, 
