Obs,Year,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul1,HatchDateJul,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,,,
2075,2014,76,WCRI14,76 WCRI14,1125-01500,05/25/2014,145,05/25/2014,2014145,145,27,27.3,27,,118,2014118,,23.8,37.7,12.3,12.7,78.9,13.9,176.5,235.6,41.2,60.6,183,126,78,370,0.12 ,,,
2076,2014,87,WCRI14,87 WCRI14,1125-01601,05/25/2014,145,05/25/2014,2014145,145,27,26.7,27,,118,2014118,,22.4,34.6,11.9,12.7,75.8,12.2,154.9,212.8,41.2,58.8,174,117,71,340,0.12 ,,,
2077,2014,98,WCRI14,98 WCRI14,1125-01602,05/25/2014,145,05/25/2014,2014145,145,27,26.9,27,,118,2014118,,23.4,35.9,13.5,13.7,79,12.5,171.3,244.1,43.1,62.2,178,121,73,367,0.12 ,,,
2078,2014,00,WCRI14,0 WCRI14,1125-01603,05/25/2014,145,05/25/2014,2014145,145,27,26.7,27,,118,2014118,,20.8,52.6,11.6,11.9,73.2,31.8,378.4,309.0,20.6,58.4,168,111,75,300,0.11 ,,,
2079,2014,Dead under nest,MIPA14,Dead under nest MIPA14,na,,145,05/25/2014,2014145,145,32,32.0,32,,113,2014113,,24.6,31.7,11.1,13.2,81.1,7.1,93.7,192.6,49.4,59.1,205,153,113,,,,,
2080,2014,11,WERO14,11 WERO14,1125-01604,05/26/2014,146,05/26/2014,2014146,146,26,26.2,26,,120,2014120,,23.8,36.3,13.3,13.5,77.9,12.5,168.8,243.2,41.6,60.5,171,113,59,409,0.12 ,,,
2081,2014,22,WERO14,22 WERO14,1125-01605,05/26/2014,146,05/26/2014,2014146,146,26,26.2,26,,120,2014120,,23,34.4,11.7,13.3,74.4,11.4,151.6,215.0,40,59.7,166,112,62,370,0.12 ,,,
2082,2014,33,WERO14,33 WERO14,1125-01606,05/26/2014,146,05/26/2014,2014146,146,25,25.1,25,,121,2014121,,21.7,32.8,13.3,12.3,74.1,11.1,136.5,209.9,41.3,56.7,145,91,41,372,0.13 ,,,
2083,2014,44,WERO14,44 WERO14,1125-01607,05/26/2014,146,05/26/2014,2014146,146,25,25.4,25,,121,2014121,,23.1,34.7,13.3,12.9,77.7,11.6,149.6,227.3,43,59.9,159,101,45,406,0.12 ,,,
2084,2014,55,YETH14,55 YETH14,1125-01608,05/27/2014,147,05/27/2014,2014147,147,27,26.9,27,,120,2014120,,23,36,12.2,11.7,80.2,13,152.1,215.1,44.2,61.8,189,123,71,400,0.12 ,,,
2085,2014,66,YETH14,66 YETH14,1125-01609,05/27/2014,147,05/27/2014,2014147,147,26,26.1,26,,121,2014121,,22.7,34.8,12,12.5,79.4,12.1,151.3,213.2,44.6,63.8,171,109,62,400,0.12 ,,,
2086,2014,77,LAPT14,77 LAPT14,1125-01610,05/28/2014,148,05/28/2014,2014148,148,27,26.1,26,,121,2014121,,22.9,36.2,13.9,13.2,79,13.3,175.6,245.3,42.8,60.2,165,108,62,465,0.13 ,,,
2087,2014,88,LAPT14,88 LAPT14,1125-01611,05/28/2014,148,05/28/2014,2014148,148,27,26.5,27,,121,2014121,,22.6,34,13.1,13.4,76.7,11.4,152.8,225.3,42.7,58.6,177,120,63,395,0.13 ,,,
2088,2014,99,LAPT14,99 LAPT14,1125-01612,05/28/2014,148,05/28/2014,2014148,148,26,25.3,25,,122,2014122,,23.5,35.2,12.4,13.1,77,11.7,153.3,224.4,41.8,59.2,153,95,46,395,0.12 ,,,
2089,2014,AZ,SWST14,AZ SWST14,1125-01613,05/30/2014,150,05/30/2014,2014150,150,24,25.1,25,,126,2014126,,22.5,34.6,12.6,13.4,77.5,12.1,162.1,224.9,42.9,61.9,149,92,43,405,0.12 ,,,
2090,2014,BY,SWST14,BY SWST14,1125-01614,05/30/2014,150,05/30/2014,2014150,150,24,25.6,26,,126,2014126,,22.2,34,13.2,12.8,76.9,11.8,151.0,221.0,42.9,59.4,158,102,53,362,0.12 ,,,
2091,2014,DW,WAWD14,DW WAWD14,1125-01616,05/30/2014,150,05/30/2014,2014150,150,24,25.5,25,,126,2014126,,21.3,33.3,12.9,13.4,74.3,12,160.8,218.9,41,58.9,156,100,48,375,0.12 ,,,
2092,2014,CX,WAWD14,CX WAWD14,1125-01615,05/30/2014,150,05/30/2014,2014150,150,24,25.2,25,,126,2014126,,21.4,32.5,12.6,12.6,72.3,11.1,139.9,204.8,39.8,55,150,94,45,343,0.13 ,,,
2093,2014,FU,WAWD14,FU WAWD14,1125-01617,05/30/2014,150,05/30/2014,2014150,150,23,23.0,23,,127,2014127,,21.5,33.2,12.5,12,72.6,11.7,140.4,203.4,39.4,56.9,141,85,43,345,0.12 ,,,
2094,2014,86-dead,THOR14,86-dead THOR14,1125-01591,05/30/2014,150,05/30/2014,2014150,150,30,28.6,29,,120,2014120,,24.5,37.1,15.3,14.6,81.5,12.6,184.0,277.3,44.4,61.9,208,147,89,,,,,
2095,2014,HS,HSCH14,HS HSCH14,1125-05618,06/01/2014,152,06/01/2014,2014152,152,32,32.0,32,,120,2014120,,26.9,38.1,14,14.6,84.9,11.2,163.5,272.4,46.8,62.6,223,161,105,423,0.12 ,,,
2096,2014,IR,LEOP14,IR LEOP14,1125-05619,06/14/2014,165,06/14/2014,2014165,165,27,26.6,27,,138,2014138,,23.9,35.1,12.5,13.2,78.5,11.2,147.8,225.5,43.4,58.4,182,124,63,342,0.12 ,,,
2097,2014,KP,LEOP14,KP LEOP14,1125-05620,06/14/2014,165,06/14/2014,2014165,165,30,28.2,28,,135,2014135,,24.4,37.4,12.5,13.1,81.7,13,170.3,239.4,44.3,61.1,202,142,85,370,0.12 ,,,
2098,2014,LO,LEOP14,LO LEOP14,1125-05621,06/14/2014,165,06/14/2014,2014165,165,27,26.0,26,,138,2014138,,21.9,34.4,12.2,12.3,75.1,12.5,153.8,210.7,40.7,55.2,175,108,60,280,0.12 ,,,
2099,2015,AX,LAPT15,AX LAPT15,1125-01633,05/16/2015,136,05/16/2015,2015136,136,25,26.9,27,,111,2015111,,23.3,35.3,13.8,13.3,79.3,12,159.6,239.2,44,60.8,180,119,74,462,0.13 ,,,
2100,2015,BW,LAPT15,BW LAPT15,1125-01634,05/16/2015,136,05/16/2015,2015136,136,25,25.7,26,,111,2015111,,21.7,35,13,11.5,75.7,13.3,153.0,214.4,40.7,57.2,154,104,52,387,0.13 ,,,
2101,2015,CV,LAPT15,CV LAPT15,1125-01635,05/16/2015,136,05/16/2015,2015136,136,24,25.0,25,,112,2015112,,20.7,34,12.8,11.9,71.8,13.3,158.3,210.0,37.8,53.7,143,87,44,367,0.13 ,,,
2102,2015,IP,LAPT15,IP LAPT15,1125-01636,05/16/2015,136,05/16/2015,2015136,136,24,24.9,25,,112,2015112,,22.6,34.5,13.5,13,75.9,11.9,154.7,228.6,41.4,58.1,144,83,41,420,0.13 ,,,
2103,2015,OS-FP,LANG15,OS-FP LANG15,1125-01637,05/17/2015,137,05/17/2015,2015137,137,19,19.0,19,,118,2015118,,19.2,31.2,12.8,12.9,69.4,12,154.8,200.5,38.2,55.9,110,56,20,300,0.12 ,,,
2104,2015,PS-FP,LANG15,PS-FP LANG15,1125-01638,05/17/2015,137,05/17/2015,2015137,137,19,19.0,19,,118,2015118,,18.5,31.5,12.9,12.1,66.6,13,157.3,196.9,35.1,54.1,111,60,22,292,0.12 ,,,
2105,2015,RS-FP,LANG15,RS-FP LANG15,1125-01639,05/17/2015,137,05/17/2015,2015137,137,19,19.0,19,,118,2015118,,18.9,31,12.8,12,69.5,12.1,145.2,192.2,38.5,57.5,110,58,19,281,0.11 ,,,
2106,2015,AS-FP,LANG15,AS-FP LANG15,1125-01640,05/17/2015,137,05/17/2015,2015137,137,18,18.0,18,,119,2015119,,17.9,31.8,13.8,12.3,66.9,13.9,171.0,207.5,35.1,51.6,95,49,14,246,0.12 ,,,
2107,2015,JO,ECRI15,JO ECRI15,1125-01641,05/17/2015,137,05/17/2015,2015137,137,26,27.4,27,,111,2015111,,24.6,37.1,12,13.2,78.7,12.5,165.0,233.7,41.6,58.6,179,132,75,365,0.12 ,,,
2108,2015,KN,ECRI15,KN ECRI15,1125-01642,05/17/2015,137,05/17/2015,2015137,137,26,26.0,26,,111,2015111,,21.3,35.1,12.9,13.6,75.3,13.8,187.7,232.5,40.2,57.5,159,102,65,387,0.13 ,,,
2109,2015,LM,UPLA15,LM UPLA15,1125-01643,05/17/2015,137,05/17/2015,2015137,137,25,26.0,26,,112,2015112,,23.3,30.9,12.8,13.3,78.8,7.6,101.1,201.6,47.9,58.4,168,111,55,378,0.12 ,,,
2110,2015,NK,UPLA15,NK UPLA15,1125-01644,05/17/2015,137,05/17/2015,2015137,137,25,25.5,26,,112,2015112,,22.1,32.3,11.8,12.7,75.1,10.2,129.5,197.8,42.8,54.7,163,106,43,350,0.13 ,,,
2111,2015,OJ,UPLA15,OJ UPLA15,1125-01645,05/17/2015,137,05/17/2015,2015137,137,25,25.7,26,,112,2015112,,21.6,33.3,12.4,11.7,74.4,11.7,136.9,200.6,41.1,56.9,155,117,37,333,0.12 ,,,
2112,2015,PI,THOR15,PI THOR15,1125-01646,05/18/2015,138,05/18/2015,2015138,138,24,25.3,25,,114,2015114,,22.1,29.9,11.6,12.5,73.2,7.8,97.5,180.1,43.3,57.6,153,98,45,365,0.12 ,,,
2113,2015,QH,THOR15,QH THOR15,1125-01647,05/18/2015,138,05/18/2015,2015138,138,24,25.1,25,,114,2015114,,22.1,31.3,13.8,14,74,9.2,128.8,217.5,42.7,57.2,154,97,38,397,0.13 ,,,
2114,2015,SF,THOR15,SF THOR15,1125-01648,05/18/2015,138,05/18/2015,2015138,138,24,24.9,25,,114,2015114,,21.5,32.7,12.4,13.9,76,11.2,155.7,215.0,43.3,61.3,149,88,38,430,0.12 ,,,
2115,2015,XA,THOR15,XA THOR15,1125-01649,05/18/2015,138,05/18/2015,2015138,138,24,24.9,25,,114,2015114,,19.3,27.3,12.6,11.6,69.9,8,92.8,165.2,42.6,56.1,140,86,38,334,0.12 ,,,
2116,2015,YZ,BYWY15,YZ BYWY15,1125-01650,05/19/2015,139,05/19/2015,2015139,139,25,26.0,26,,114,2015114,,23.7,35.9,13.2,12.6,76.2,12.2,153.7,231.6,40.3,56.8,170,110,56,372,0.13 ,,,
2117,2015,ZY,BYWY15,ZY BYWY15,1125-01651,05/19/2015,139,05/19/2015,2015139,139,25,26.3,26,,114,2015114,M,24.6,38.6,13.4,13.6,80,14,190.4,260.6,41.4,60,171,116,60,410,0.12 ,,,
2118,2015,AW,BYWY15,AW BYWY15,1125-01652,05/19/2015,139,05/19/2015,2015139,139,25,26.2,26,,114,2015114,,23,35.7,12.7,12.5,76.9,12.7,158.8,224.9,41.2,57.1,163,111,61,362,0.12 ,,,
2119,2015,BV ,BYWY15,BV  BYWY15,1125-01653,05/19/2015,139,05/19/2015,2015139,139,24,24.5,25,,115,2015115,,19.4,31.2,12.3,11.7,70,11.8,138.1,187.2,38.8,51.8,137,78,30,275,0.13 ,,,
2120,2015,CU,BYWY15,CU BYWY15,1125-01654,05/19/2015,139,05/19/2015,2015139,139,25,26.7,27,,114,2015114,,24.5,36.6,13.4,13,78.5,12.1,157.3,241.6,41.9,59.9,178,119,69,369,0.12 ,,,
2121,2015,ES,WCRI15,ES WCRI15,1125-01655,05/19/2015,139,05/19/2015,2015139,139,22,22.0,22,,117,2015117,,21.3,33.2,12.9,12.9,73.4,11.9,153.5,214.1,40.2,58.6,130,79,33,342,0.12 ,,,
2122,2015,GQ,WCRI15,GQ WCRI15,1125-01656,05/19/2015,139,05/19/2015,2015139,139,22,22.0,22,,117,2015117,,20.6,30.9,12.2,12.6,73.2,10.3,129.8,191.6,42.3,59.5,137,85,41,364,0.12 ,,,
2123,2015,HP,WCRI15,HP WCRI15,1125-01657,05/19/2015,139,05/19/2015,2015139,139,22,22.0,22,,117,2015117,,20.1,31.3,12.8,12.8,69.5,11.2,143.4,200.3,38.2,61.1,132,82,38,333,0.11 ,,,
2124,2015,IO,WCRI15,IO WCRI15,1125-01658,05/19/2015,139,05/19/2015,2015139,139,21,21.0,21,,118,2015118,,19.9,32.8,12.6,13,70.8,12.9,167.7,209.9,38,58.8,122,66,29,317,0.12 ,,,
2125,2015,JN,FAIR15,JN FAIR15,1125-01659,05/21/2015,141,05/21/2015,2015141,141,28,26.8,27,,113,2015113,,24.4,34.1,12,13,79.1,9.7,126.1,213.1,45,53,180,129,63,375,0.14 ,,,
2126,2015,KM,FAIR15,KM FAIR15,1125-01660,05/21/2015,141,05/21/2015,2015141,141,29,29.2,29,,112,2015112,,24.5,36.4,12.2,14.3,81.8,11.9,170.2,241.2,45.4,57.2,212,149,101,387,0.13 ,,,
2127,2015,LL,YFER15,LL YFER15,1125-01661,05/22/2015,142,05/22/2015,2015142,142,22,22.0,22,,120,2015120,,21,32.2,11.1,11.8,72.6,11.2,132.2,184.3,40.4,58.9,136,79,40,355,0.12 ,,,
2128,2015,MK,YFER15,MK YFER15,1125-01662,05/22/2015,142,05/22/2015,2015142,142,22,22.0,22,,120,2015120,,20.6,32.4,12.2,12.1,71.5,11.8,142.8,196.8,39.1,57.5,138,79,40,362,0.12 ,,,
2129,2015,OI,YFER15,OI YFER15,1125-01663,05/22/2015,142,05/22/2015,2015142,142,21,21.0,21,,121,2015121,,20.7,32,12.1,11.9,72.1,11.3,134.5,192.0,40.1,56.9,129,72,35,355,0.12 ,,,
2130,2015,QG,PALM15,QG PALM15,1125-01664,05/22/2015,142,05/22/2015,2015142,142,25,26.0,26,,117,2015117,,21.8,34.2,11.2,12.8,75.8,12.4,158.7,205.2,41.6,60.1,162,105,61,400,0.12 ,,,
2131,2015,RF,PALM15,RF PALM15,1125-01665,05/22/2015,142,05/22/2015,2015142,142,25,25.8,26,,117,2015117,,22.3,34.7,11.6,13.1,76.1,12.4,162.4,214.3,41.4,61.8,159,105,57,410,0.12 ,,,
2132,2015,UC,PALM15,UC PALM15,1125-01666,05/22/2015,142,05/22/2015,2015142,142,24,25.3,25,,118,2015118,,21,34.5,13.1,12.8,75.1,13.5,172.8,223.4,40.6,61.6,146,94,49,430,0.12 ,,,
2133,2015,VB,PALM15,VB PALM15,1125-01667,05/22/2015,142,05/22/2015,2015142,142,25,26.2,26,,117,2015117,,22.4,35.6,12.6,12.7,74.9,13.2,167.6,225.2,39.3,62.6,171,112,61,397,0.12 ,,,
2134,2015,WA,PALM15,WA PALM15,1125-01668,05/22/2015,142,05/22/2015,2015142,142,25,25.7,26,,117,2015117,,22.7,35.8,12.1,12.7,76.8,13.1,166.4,222.0,41,61,160,103,55,406,0.12 ,,,
2135,2015,XZ,PALM15,XZ PALM15,1125-01669,05/22/2015,142,05/22/2015,2015142,142,23,23.0,23,,119,2015119,,18.5,30.9,11.9,12,69.4,12.4,148.8,184.6,38.5,58.7,130,76,37,355,0.12 ,,,
2136,2015,ZX,LANG15,ZX LANG15,1125-01637,05/23/2015,143,05/23/2015,2015143,143,25,25.8,26,,118,2015118,,21.5,33.9,12.7,12.8,76.4,12.4,158.7,216.1,42.5,59.1,163,109,50,380,0.12 ,,,
2137,2015,AV,LANG15,AV LANG15,1125-01638,05/23/2015,143,05/23/2015,2015143,143,25,25.6,26,,118,2015118,,20.8,32.1,13.2,12.9,72.8,11.3,145.8,209.5,40.7,57.8,162,103,51,345,0.12 ,,,
2138,2015,BU,LANG15,BU LANG15,1125-01639,05/23/2015,143,05/23/2015,2015143,143,25,25.3,25,,118,2015118,,20.9,32.9,13.2,13.2,74.9,12,158.4,217.1,42,60.3,161,94,50,349,0.12 ,,,
2139,2015,DS,LANG15,DS LANG15,1125-01640,05/23/2015,143,05/23/2015,2015143,143,24,25.0,25,,119,2015119,,20.2,32.1,12.8,12.3,71.4,11.9,146.4,201.4,39.3,56.6,150,89,41,320,0.12 ,,,
2140,2015,ER,DWEL15,ER DWEL15,1125-01670,05/23/2015,143,05/23/2015,2015143,143,25,25.9,26,,118,2015118,,21.4,32.3,11.3,11.7,72,10.9,127.5,185.7,39.7,56.9,155,99,63,374,0.13 ,,,
2141,2015,FQ,DWEL15,FQ DWEL15,1125-01671,05/23/2015,143,05/23/2015,2015143,143,25,25.8,26,,118,2015118,,22,33.1,12,12.4,73.4,11.1,137.6,201.9,40.3,57.2,159,100,59,375,0.13 ,,,
2142,2015,GP,DWEL15,GP DWEL15,1125-01672,05/23/2015,143,05/23/2015,2015143,143,24,25.1,25,,119,2015119,,21.1,33.4,10.9,11.8,72.3,12.3,145.1,189.5,38.9,58.6,146,87,49,350,0.12 ,,,
2143,2015,JM,YLBA15,JM YLBA15,1125-01673,05/23/2015,143,05/23/2015,2015143,143,27,26.7,27,,116,2015116,,22.5,35.4,11.5,12.3,75.1,12.9,158.7,210.6,39.7,59.9,182,121,67,370,0.12 ,,,
2144,2015,KL,YLBA15,KL YLBA15,1125-01674,05/23/2015,143,05/23/2015,2015143,143,27,27.0,27,,116,2015116,,24.4,36.3,13.5,13.6,80.8,11.9,161.8,245.9,44.5,58.9,190,128,70,415,0.13 ,,,
2145,2015,LK,YLBA15,LK YLBA15,1125-01675,05/23/2015,143,05/23/2015,2015143,143,27,27.1,27,,116,2015116,,21.9,34.4,11.7,12.6,74.3,12.5,157.5,209.0,39.9,59,190,128,72,347,0.12 ,,,
2146,2015,MJ,YLBA15,MJ YLBA15,1125-01676,05/23/2015,143,05/23/2015,2015143,143,26,26.1,26,,117,2015117,,21,33.2,11.7,11.2,72.3,12.2,136.6,190.1,39.1,58.8,165,117,52,309,0.11 ,,,
2147,2015,NI,YESR15,NI YESR15,1125-01677,05/23/2015,143,05/23/2015,2015143,143,25,26.4,26,,118,2015118,,22,34.7,13.1,13.8,77.3,12.7,175.3,233.4,42.6,57.7,169,111,67,437,0.13 ,,,
2148,2015,QF,YESR15,QF YESR15,1125-01678,05/23/2015,143,05/23/2015,2015143,143,25,26.0,26,,118,2015118,,22.3,35.3,13.8,13.7,77.3,13,178.1,242.7,42,62.6,172,105,62,455,0.12 ,,,
2149,2015,1-b,DOGS15,1-b DOGS15,,,144,05/24/2015,2015144,144,10,10.0,10,,134,2015134,,14.2,21.1,12.8,11.4,54.9,6.9,78.7,127.7,33.8,36.5,40,4,0,195,0.16 ,,,
2150,2015,2-w,DOGS15,2-w DOGS15,,,144,05/24/2015,2015144,144,10,10.0,10,,134,2015134,,13.5,22.4,11.2,10.2,50.7,8.9,90.8,119.8,28.3,33,35,4,0,142,0.16 ,,,
2151,2015,3-o,DOGS15,3-o DOGS15,,,144,05/24/2015,2015144,144,10,10.0,10,,134,2015134,,12.4,18.5,11.3,10.7,49.5,6.1,65.3,101.8,31,31.7,32,2,0,120,0.16 ,,,
2152,2015,4-p,DOGS15,4-p DOGS15,,,144,05/24/2015,2015144,144,9,9.0,9,,135,2015135,,10.7,15.4,12.4,8.6,43.7,4.7,40.4,80.9,28.3,21.3,20,0,0,62,0.19 ,,,
2153,2015,SD,NDYC15,SD NDYC15,1125-01679,05/26/2015,146,05/26/2015,2015146,146,24,25.5,25,,122,2015122,,20.3,31.1,11.4,12.7,70.8,10.8,137.2,187.4,39.7,54.9,150,101,47,319,0.12 ,,,
2154,2015,ls,NDYC15,ls NDYC15,1125-01680,05/26/2015,145,05/26/2015,2015146,146,24,25.0,25,,121,2015121,,19.9,32,12.3,11.6,70.7,12.1,140.4,191.2,38.7,54.3,145,88,40,262,0.12 ,,,
2155,2015,OS-BA,NDYC15,OS-BA NDYC15,1125-01681,05/26/2015,146,05/26/2015,2015146,146,23,23.0,23,,123,2015123,,17,28.4,11.5,11.1,64.8,11.4,126.5,160.5,36.4,49,110,56,17,210,0.12 ,,,
2156,2015,UB,CWAR15,UB CWAR15,1125-01682,05/26/2015,146,05/26/2015,2015146,146,24,25.1,25,,122,2015122,,20,32.5,12.6,12.1,69.4,12.5,151.3,200.7,36.9,53.3,144,85,48,320,0.13 ,,,
2157,2015,RS-WA,BIRN15,RS-WA BIRN15,1125-01683,05/27/2015,147,05/27/2015,2015147,147,15,15.0,15,,132,2015132,,18.4,28.1,12.7,10.9,63.5,9.7,105.7,165.8,35.4,47.5,84,36,10,250,0.13 ,,,
2158,2015,AS-WA,BIRN15,AS-WA BIRN15,1125-01684,05/27/2015,147,05/27/2015,2015147,147,15,15.0,15,,132,2015132,,18.7,29.9,13.2,11.8,63.1,11.2,132.2,186.9,33.2,44.5,70,24,2,244,0.14 ,,,
2159,2015,doa-in nest,SSAP15,doa-in nest SSAP15,,,150,05/30/2015,2015150,150,18,18.0,18,,132,2015132,,19.3,27.2,11.7,12.5,68.1,7.9,98.8,164.6,40.9,52.3,90,45,12,175,0.11 ,,,
2160,2015,WZ,SMU215,WZ SMU215,1125-01685,06/22/2015,173,06/22/2015,2015173,173,24,25.0,25,,149,2015149,,20.9,30.3,11.8,12.4,70.6,9.4,116.6,183.3,40.3,55.6,149,89,40,305,0.12 ,,,
2161,2015,WZ-dead,SMU215,WZ-dead SMU215,1125-01685,06/28/2015,179,06/28/2015,2015179,179,29,25.9,26,,150,2015150,,21.2,33.6,12.2,13.8,72.8,12.4,171.1,218.4,39.2,56.3,170,110,55,0,0.00 ,,,
2162,2015,doa-ground,GAS215,doa-ground GAS215,,,173,06/22/2015,2015173,173,27,,,,,,,,,,,,,,0.0,,,,14550,,,,,,
2163,2016,CR,NMUR16,CR NMUR16,1125-01695,05/08/2016,129,05/08/2016,2016129,129,,24.4,24,,105,2016105,M,19.1,30,13.9,12.7,68.7,10.9,138.4,199.5,38.7,53.1,125,72,29,362,0.13 ,,,
2164,2016,DQ,NMUR16,DQ NMUR16,1125-01696,05/08/2016,129,05/08/2016,2016129,129,,25.1,25,,104,2016104,,19.9,29,13.4,12,71.9,9.1,109.2,184.2,42.9,52.4,142,87,46,367,0.14 ,,,
2165,2016,EP,NMUR16,EP NMUR16,1125-01697,05/08/2016,129,05/08/2016,2016129,129,,24.5,24,,105,2016105,F,18.7,28,12.3,11.5,68,9.3,107.0,166.6,40,50.6,127,75,31,294,0.13 ,,,
2166,2016,FO,CHAF16,FO CHAF16,1125-01698,05/08/2016,129,05/08/2016,2016129,129,,25.8,26,,103,2016103,,22.2,36.1,14.2,13.2,77.7,13.9,183.5,247.3,41.6,61.9,167,106,55,421,0.12 ,,,
2167,2016,GN,CHAF16,GN CHAF16,1125-01699,05/08/2016,129,05/08/2016,2016129,129,,25.9,26,,103,2016103,,21.8,34.2,13,12.5,73.7,12.4,155.0,218.0,39.5,60,165,103,62,385,0.12 ,,,
2168,2016,HM,CHAF16,HM CHAF16,1125-01700,05/08/2016,129,05/08/2016,2016129,129,,26.2,26,,103,2016103,,22.9,33.2,14,13.9,77.7,10.3,143.2,231.6,44.5,60.9,175,108,65,405,0.12 ,,,
2169,2016,JK,SMUR16,JK SMUR16,1125-01701,05/10/2016,131,05/10/2016,2016131,131,,27.0,27,,104,2016104,,23.8,35.6,13,13.9,79.2,11.8,164.0,239.4,43.6,61,181,124,73,385,0.12 ,,,
2170,2016,LI,SMUR16,LI SMUR16,1125-01702,05/10/2016,131,05/10/2016,2016131,131,,26.6,27,,104,2016104,,24.5,35.1,11.4,13.2,78.2,10.6,139.9,215.9,43.1,61.5,182,121,65,455,0.13 ,,,
2171,2016,NG,SMUR16,NG SMUR16,1125-01703,05/10/2016,131,05/10/2016,2016131,131,,26.8,27,,104,2016104,,23.5,35.1,12.2,12.9,75.9,11.6,149.6,220.3,40.8,59.4,176,119,73,366,0.12 ,,,
2172,2016,OF,SMUR16,OF SMUR16,1125-01704,05/10/2016,131,05/10/2016,2016131,131,,26.0,26,,105,2016105,,22.6,34.7,12.4,13.5,77.7,12.1,163.4,224.7,43,61.3,170,110,56,444,0.12 ,,,
2173,2016,PE,SMUR16,PE SMUR16,1125-01705,05/10/2016,131,05/10/2016,2016131,131,,26.9,27,,104,2016104,,23.2,35.7,12.1,12,76,12.5,150.0,215.1,40.3,59.7,178,124,70,362,0.12 ,,,
2174,2016,QD,SSAP16,QD SSAP16,1125-01706,05/11/2016,132,05/11/2016,2016132,132,,25.6,26,,106,2016106,,22.1,34.2,12.3,12,75.5,12.1,145.2,207.8,41.3,56.8,162,104,50,380,0.13 ,,,
2175,2016,RC,SSAP16,RC SSAP16,1125-01707,05/11/2016,132,05/11/2016,2016132,132,,26.9,27,,105,2016105,,23,36.4,14.8,13.8,80,13.4,184.9,260.3,43.6,60.8,182,123,71,400,0.12 ,,,
2176,2016,UZ,SSAP16,UZ SSAP16,1125-01708,05/11/2016,132,05/11/2016,2016132,132,,27.3,27,,105,2016105,,23,36,13.6,13,75.7,13,169.0,239.4,39.7,58.7,182,125,79,357,0.12 ,,,
2177,2016,WX,SSAP16,WX SSAP16,1125-01709,05/11/2016,132,05/11/2016,2016132,132,,27.5,28,,104,2016104,,22.3,35.1,12.7,12.2,75.8,12.8,156.2,218.5,40.7,58.5,185,128,82,330,0.12 ,,,
2178,2016,XW,SEPG16,XW SEPG16,1125-01710,05/11/2016,132,05/11/2016,2016132,132,,25.3,25,,107,2016107,,22.9,36.1,13,12.9,78.1,13.2,170.3,233.7,42,61.4,160,96,48,445,0.12 ,,,
2179,2016,YV,SEPG16,YV SEPG16,1125-01711,05/11/2016,132,05/11/2016,2016132,132,,26.3,26,,106,2016106,,22.6,33.5,12,12.4,74.7,10.9,135.2,204.4,41.2,57.5,160,117,60,367,0.12 ,,,
2180,2016,ZU,SEPG16,ZU SEPG16,1125-01712,05/11/2016,132,05/11/2016,2016132,132,,26.2,26,,106,2016106,M,23.6,34.6,12.7,13.2,77.9,11,145.2,224.0,43.3,59.8,172,112,62,442,0.13 ,,,
2181,2016,AS,FOWA16,AS FOWA16,1125-01713,05/11/2016,132,05/11/2016,2016132,132,,26.3,26,,106,2016106,,24.5,37.2,11.2,12.1,78.1,12.7,153.7,216.7,40.9,62.8,175,115,61,395,0.12 ,,,
2182,2016,BR,FOWA16,BR FOWA16,1125-01714,05/11/2016,132,05/11/2016,2016132,132,,26.6,27,,105,2016105,,23.9,36.9,12.6,11.6,79.2,13,150.8,223.2,42.3,62,179,119,67,380,0.12 ,,,
2183,2016,CQ,FOWA16,CQ FOWA16,1125-01715,05/11/2016,132,05/11/2016,2016132,132,,25.5,26,,106,2016106,,25,37.6,13.5,13.2,79.7,12.6,166.3,251.0,42.1,63,163,100,50,415,0.12 ,,,
2184,2016,DP,YESR16,DP YESR16,1125-01716,05/12/2016,133,05/12/2016,2016133,133,,27.2,27,,106,2016106,,23.4,35.5,12,12.6,78.3,12.1,152.5,218.3,42.8,59.8,181,124,79,412,0.12 ,,,
2185,2016,EO,YESR16,EO YESR16,1125-01717,05/12/2016,133,05/12/2016,2016133,133,,27.4,27,,106,2016106,,23.5,36.5,12.2,13.9,77.7,13,180.7,238.2,41.2,59.1,183,128,79,420,0.13 ,,,
2186,2016,FN,YESR16,FN YESR16,1125-01718,05/12/2016,133,05/12/2016,2016133,133,,26.4,26,,107,2016107,,23.2,36.8,13.2,14.4,79.3,13.6,195.8,253.9,42.5,62.3,175,118,62,468,0.12 ,,,
2187,2016,GM,YESR16,GM YESR16,1125-01719,05/12/2016,133,05/12/2016,2016133,133,,26.9,27,,106,2016106,,22.9,35.2,12.6,12.9,78.1,12.3,158.7,224.4,42.9,59,180,124,71,424,0.13 ,,,
