,row,id,family,year,age,sex,tongY1,palY1,meanY1,tongM1,palM1,meanM1,sat1,hue1,tongY2,palY2,meanY2,tongM2,palM2,meanM2,sat2,hue2,bodTemp1,bodTemp2,diffBodTemp,ambTemp1,ambTemp2,ambFinal,broodSize,bandTime1,bandTime2,handleTime,bandOrder,time1,time2,obtainTime,date,julDate,mass,tailLength,tarsus,wingChord,sevenPrim,expSevenPrim,billNT,billWidth,billDepth,TEC,head,skull,timeOut1,timeOut2,obt1Max,obt1Min,obt1Max.1,obt1Min.1,t1MaxMinusHour,t1MinMinusHour,t1MeanMinusHour,t1MaxAtBand,t1MinAtBand,t1MeanAtBand,futureBreeder,broodSize.1,familyProducedBreeder,comments,residuals,tempDiff
118,174,NI IEQR05,IEQR05,2005,24,F,40,30,35,70,80,75,110,0.682,40,30,35,70,70,70,105,0.667,38.9,39.4,-0.4,22.3,NA,22.3,5,14:36:00,14:56:00,NA,NA,14:17:00,14:57:00,13:56:00,5/17/2005,137,295,42,60,152,94,47,21.6,12.4,12.4,33.3,74.3,41,21,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-90.7866644,-2.1
119,175,QF IEQR05,IEQR05,2005,24,F,40,40,40,80,90,85,125,0.68,40,40,40,70,70,70,110,0.636,39.8,39.6,0.3,22.3,NA,22.3,5,14:57:00,15:07:00,NA,NA,14:20:00,15:08:00,13:56:00,5/17/2005,137,312,38,58.8,149,91,40,21.4,14,12.4,34.5,74,39.5,24,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-58.06796756,-1.2
120,213,EP ORHA05,ORHA05,2005,26,F,50,40,45,80,90,85,130,0.654,50,30,40,80,80,80,120,0.667,41,40.5,0.5,22.1,NA,22.1,1,12:09:00,12:18:00,NA,NA,12:07:00,12:18:00,11:59:00,5/21/2005,141,377,62,58.6,167,110,67,22.8,12.6,12.7,34.2,77.7,43.5,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,,9.551815245,0
121,216,FO PECI05,PELI05,2005,25,F,50,40,45,80,90,85,130,0.654,40,40,40,80,90,85,125,0.68,39.9,38.9,1,19.5,NA,19.5,3,15:48:00,16:01:00,NA,NA,15:43:00,16:03:00,15:31:00,5/21/2005,141,397,46,60.7,148,90,45,22.2,12.6,13.8,35,75.6,40.6,12,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,2.044095777,-1.1
122,214,GN PECI05,PELI05,2005,25,F,60,50,55,80,90,85,140,0.607,40,50,45,80,90,85,130,0.654,39.6,39.8,-0.2,19.5,NA,19.5,3,15:55:00,16:08:00,NA,NA,15:38:00,16:08:00,15:31:00,5/21/2005,141,429,52,58.8,148,97,52,21.5,12.1,13.2,33.5,74.2,40.7,7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,58.93203244,-1.4
123,215,HM PECI05,PELI05,2005,25,F,40,30,35,80,90,85,120,0.708,70,50,60,90,90,90,150,0.6,40.8,40.8,-0.1,19.5,NA,19.5,3,16:00:00,16:09:00,NA,NA,15:40:00,16:11:00,15:31:00,5/21/2005,141,392,53,59.2,162,104,55,21,13,12.7,33.8,74.3,40.5,9,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,,16.69246683,-0.2
124,217,DQ ROGO05,ROGO05,2005,27,F,60,50,55,80,80,80,135,0.593,40,40,40,80,90,85,125,0.68,40.1,40.3,-0.2,21.1,NA,21.1,1,10:43:00,10:52:00,NA,NA,10:40:00,10:52:00,10:32:00,5/21/2005,141,362,76,55.3,170,119,67,22,12.6,12.9,34.7,75.2,40.5,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,,37.77823155,-0.9
125,223,OF SEPG05,SEPG05,2005,26,M,30,40,35,80,90,85,120,0.708,50,40,45,70,90,80,125,0.64,38.9,40.4,-1.5,14.3,NA,14.3,2,13:59:00,14:06:00,NA,NA,13:38:00,14:07:00,13:33:00,5/22/2005,142,415,74,61.2,189,116,85,24.8,12.2,12.3,38.2,79.5,41.3,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,8.043435328,-2.1
126,224,PE SEPG05,SEPG05,2005,26,M,40,50,45,90,99,94.5,139.5,0.677,50,90,70,80,90,85,155,0.548,39.1,39.6,-0.5,14.3,NA,14.3,2,14:07:00,14:18:00,NA,NA,13:40:00,14:18:00,13:33:00,5/22/2005,142,347,54,58.8,179,121,79,21.6,12.3,12.4,35,76,41,7,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,,-29.57729217,-1.9
127,171,KM STAD05,STAD05,2005,27,M,30,30,30,70,70,70,100,0.7,40,40,40,90,70,80,120,0.667,40.4,40.4,NA,15.1,NA,15.1,3,9:01:00,9:16:00,NA,NA,9:01:00,9:24:00,8:45:00,5/16/2005,136,355,48,54.8,158,98,34,22.3,12.8,12.6,34.3,74.5,40.2,16,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,bled before gape color,29.05482866,-0.6
128,173,MK STAD05,STAD05,2005,27,M,40,30,35,70,70,70,105,0.667,30,30,30,80,70,75,105,0.714,40.3,39.7,0.6,15.1,NA,15.1,3,9:16:00,9:25:00,NA,NA,9:04:00,9:26:00,8:45:00,5/16/2005,136,287,41,53.5,160,100,39,21.3,11.9,12,34.4,71.7,37.3,19,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,bled before gape color,-22.48973206,-0.7
129,172,NJ STAD05,STAD05,2005,27,M,30,80,55,70,70,70,125,0.56,50,50,50,80,80,80,130,0.615,41.2,41.4,-0.3,15.1,NA,15.1,3,9:26:00,9:38:00,NA,NA,9:02:00,9:39:00,8:45:00,5/16/2005,136,394,72,58.5,188,125,82,23.8,12.7,13.6,37.6,78.1,40.5,17,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,bled before gape color,21.22011689,0.2
130,198,KK WILG05,WILG05,2005,27,F,60,60,60,90,90,90,150,0.6,60,60,60,90,80,85,145,0.586,41.5,40.3,1.2,22.3,NA,22.3,5,16:49:00,16:58:00,NA,NA,16:45:00,17:05:00,16:31:00,5/19/2005,139,370,56,59.3,168,112,64,22.5,13.5,12.7,36.9,77.1,40.2,14,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-6.617424577,0.5
131,196,LJ WILG05,WILG05,2005,27,F,60,60,60,80,90,85,145,0.586,60,50,55,80,90,85,140,0.607,40.4,39.7,0.7,22.3,NA,22.3,5,17:00:00,17:08:00,NA,NA,16:41:00,17:09:00,16:31:00,5/19/2005,139,405,66,61.4,173,115,69,22.9,12.8,12.3,36.5,77.4,40.9,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,0.874855954,-0.6
132,199,MI WILG05,WILG05,2005,27,F,60,60,60,80,90,85,145,0.586,60,70,65,80,90,85,150,0.567,41.2,40,1.2,22.3,NA,22.3,5,17:08:00,17:18:00,NA,NA,16:48:00,17:19:00,16:31:00,5/19/2005,139,372,52,59.8,166,105,59,22.3,12.6,12.7,33.6,74.6,41,17,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,-11.16688159,0.2
133,200,NH WILG05,WILG05,2005,27,F,60,60,60,80,90,85,145,0.586,60,60,60,80,90,85,145,0.586,41.2,39.4,1.7,22.3,NA,22.3,5,17:19:00,17:33:00,NA,NA,16:50:00,17:34:00,16:31:00,5/19/2005,139,397,67,59.5,174,112,65,23.3,12.8,12.7,35.4,76.7,41.3,19,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,17.76279262,0.2
134,197,OG WILG05,WILG05,2005,27,M,60,60,60,70,90,80,140,0.571,60,60,60,80,80,80,140,0.571,40.7,40.3,0.4,22.3,NA,22.3,5,17:33:00,17:46:00,NA,NA,16:44:00,17:47:00,16:31:00,5/19/2005,139,445,68,63.6,183,121,70,24.7,12.7,13.8,39,82.1,43.1,13,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,,7.664162827,-0.3
