"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight","NestName","Year","Head","WingChord","Primary7","TailLength"
1995122,"CD SAHA95",28,28,"",24,11.5,12.8,38,14,179.2,230.85,43,61.3,422,"SAHA95",1995,81,202,138,89
1995122,"DC SAHA95",28,28,"",23.7,12.2,13.1,36.7,13,170.3,232.1275,42.5,61.8,470,"SAHA95",1995,79.2,184,120,65
1995122,"EB SAHA95",28,28,"",23.8,11.8,12.9,37.7,13.9,179.31,232.7975,43.9,60.7,423,"SAHA95",1995,81.6,193,143,85
1995125,"FA MUDD95",27,27.9,"",27.8,13.3,14.3,40.1,12.3,175.89,276.69,44.5,61.8,425,"MUDD95",1995,84.6,207,140,80
1995125,"GZ MUDD95",27,27.5,"",26.8,14.1,14.6,39.6,12.8,186.88,284.13,40.7,59,350,"MUDD95",1995,80.3,191,132,78
1995125,"HY MUDD95",27,27.6,"",25.7,13.6,12.8,35.3,9.6,122.88,232.98,44.4,59,370,"MUDD95",1995,79.7,192,135,79
1995125,"IX MUDD95",27,26.7,"F",25,12.9,14.1,37.2,12.2,172.02,251.1,42.5,61.1,390,"MUDD95",1995,79.7,182,124,66
1995128,"JW WECE95",28,28,"",20.8,13.1,11.5,32.3,11.5,132.25,198.645,39.2,55.1,275,"WECE95",1995,71.5,152,95,33
1995128,"KV WECE95",28,28,"",20,13,10.8,32.7,12.7,137.16,194.565,38.4,53.1,255,"WECE95",1995,71.1,142,90,32
1996105,"EA PACO96",29,27.1,"",21.4,11.6,11.8,33.3,11.9,140.42,194.805,41.7,60,368,"PACO96",1996,75,185,123,77
1996105,"FZ PACO96",29,26.1,"",21.7,11.8,12.7,33,11.3,143.51,202.125,41.9,59.7,353,"PACO96",1996,74.9,173,113,56
1996105,"GY PACO96",29,25.9,"M",21.6,12.9,12,32.5,10.9,130.8,202.3125,40.6,58.6,303,"PACO96",1996,73.1,164,107,58
1996105,"HX PACO96",29,26.9,"",22.6,12,13.4,34.2,11.6,155.44,217.17,42.7,60.5,385,"PACO96",1996,76.9,188,124,71
1996108,"AE WINK96",26,25.9,"M",22.9,12.3,11.7,35.2,12.3,143.91,211.2,40.2,62.2,395,"WINK96",1996,75.4,171,109,56
1996108,"BD WINK96",26,25.9,"",21.9,12.6,13.6,33.3,11.4,155.04,218.115,43.1,62.5,445,"WINK96",1996,76.4,169,111,53
1996108,"CC WINK96",26,25.2,"",21.8,13.1,13.5,34.1,12.3,166.05,226.765,41.7,60.6,418,"WINK96",1996,75.8,155,94,46
1996109,"DB WINK96",25,24.5,"",19.8,12.4,11.9,30.2,10.4,123.76,183.465,41.3,57.2,333,"WINK96",1996,71.5,135,75,30
1996111,"IW STAD96",25,25,"",24.2,13.9,13.7,37,12.8,175.36,255.3,39.9,58.4,408,"STAD96",1996,76.9,172,118,62
1996111,"KU STAD96",25,25,"M",22.1,12.8,13.9,34,11.9,165.41,226.95,42.5,57.6,417,"STAD96",1996,76.5,170,119,62
1996111,"LT BROT96",25,25.2,"",21.2,13.9,12.1,33.4,12.2,147.62,217.1,38.8,60.1,383,"BROT96",1996,72.2,145,92,45
1996111,"MS BROT96",25,25.8,"",22,13.2,12.2,34.8,12.8,156.16,220.98,41.3,60.5,435,"BROT96",1996,76.1,165,104,57
1996111,"NR BROT96",25,25.9,"",23,13.7,12.7,35.6,12.6,160.02,234.96,42.5,62.2,400,"BROT96",1996,78.1,169,108,55
1996112,"JV STAD96",24,24,"",21.4,12.4,12.7,32.1,10.7,135.89,201.4275,42.9,58.5,353,"STAD96",1996,75,171,118,62
1996112,"UK FALL96",25,25.7,"",21,12.9,12.7,32.3,11.3,143.51,206.72,41.2,55.1,360,"FALL96",1996,73.5,159,106,50
1996112,"VJ FALL96",25,25.5,"",19.8,12.6,11.8,32.1,12.3,145.14,195.81,39.8,56.5,365,"FALL96",1996,71.9,159,102,46
1996112,"WI FALL96",25,25.2,"",18.4,12.2,12.4,30.1,11.7,145.08,185.115,39.5,52.6,290,"FALL96",1996,69.6,149,97,42
1996113,"AD ITTC96",25,24.8,"",21.5,12.5,12.6,33.4,11.9,149.94,209.585,41.4,58.4,374,"ITTC96",1996,74.8,142,82,37
1996113,"BC ITTC96",25,24.4,"",20.3,11.4,12.3,31.1,10.8,132.84,184.2675,40.5,53.8,337,"ITTC96",1996,71.6,129,71,27
1996113,"CB ITTC96",25,24.8,"",22.5,12.6,12.9,33.6,11.1,143.19,214.2,42,57.5,400,"ITTC96",1996,75.6,141,87,34
1996113,"KT FAEL96",29,27.7,"",24.8,12.9,14,37.7,12.9,180.6,253.5325,NA,51.7,307,"FAEL96",1996,0,196,141,76
1996114,"EZ ITTC96",24,24.1,"",18.6,11.8,12,29,10.4,124.8,172.55,39.2,51,290,"ITTC96",1996,68.2,112,60,19
1996114,"LS FAEL96",28,26.1,"",21.5,10.9,12.5,29.2,7.7,96.25,170.82,45,50.2,255,"FAEL96",1996,74.2,172,125,43
1996114,"MR FAEL96",28,25.8,"",20.3,11.6,11.4,34,13.7,156.18,195.5,37.7,52.4,235,"FAEL96",1996,71.7,166,112,49
1996114,"XH CEME96",24,24,"",21.6,13.5,10.9,31.9,10.3,112.27,194.59,41.9,57,322,"CEME96",1996,73.8,145,88,32
1996114,"YG CEME96",24,24,"",19.3,12,10.6,29.9,10.6,112.36,168.935,39.3,50.9,247,"CEME96",1996,69.2,120,71,18
1996114,"DA ITTC96",24,23.8,"",19.4,12.1,11.7,30.8,11.4,133.38,183.26,37.8,51.7,297,NA,NA,NA,NA,NA,NA
1996116,"AC TORG96",28,27,"M",24.5,13.3,12.9,37.5,13,167.7,245.625,43.3,61.5,410,"TORG96",1996,80.8,188,128,70
1996116,"BB TORG96",28,26.7,"",24,13.1,13.6,37.2,13.2,179.52,248.31,42.1,59.6,380,"TORG96",1996,79.3,181,122,68
1996116,"FY HART96",25,25,"M",23.4,12.7,14.4,37,13.6,195.84,250.675,41.8,59.6,405,"HART96",1996,78.8,172,112,55
1996116,"HW HART96",25,25,"",24.5,12.8,13.8,36.5,12,165.6,242.725,44.2,63.7,410,"HART96",1996,80.7,173,117,55
1996116,"IV HART96",25,25,"",22.4,12,12.8,36.6,14.2,181.76,226.92,38.2,59.1,362,"HART96",1996,74.8,166,110,57
1996116,"ZE TORG96",28,26.8,"",22.4,12.2,12.9,35.8,13.4,172.86,224.645,40.9,59.4,365,"TORG96",1996,76.7,181,120,70
1996117,"GX HART96",24,24,"M",22.1,13,13,35.7,13.6,176.8,232.05,40.6,60.5,375,"HART96",1996,76.3,152,100,39
1996117,"JU HART96",24,24,"",20.7,12.4,12.9,32.3,11.6,149.64,204.2975,38.7,57.4,325,"HART96",1996,71,139,87,35
1996117,"UJ BEEB96",27,26.6,"",22.8,13.4,13.1,35.7,12.9,168.99,236.5125,42.6,59,387,"BEEB96",1996,78.3,180,119,66
1996117,"YF TORG96",27,25.9,"",23.6,13.3,13.8,37.7,14.1,194.58,255.4175,39.3,60.7,372,"TORG96",1996,77,174,113,51
1996118,"OP FOHO96",25,25,"",22.5,13.1,13.4,35.3,12.8,171.52,233.8625,40.1,60.1,342,"FOHO96",1996,75.4,165,107,54
1996118,"QN FOHO96",25,25,"",22.7,12.1,13.2,36.7,14,184.8,232.1275,38.6,60.6,377,"FOHO96",1996,75.3,169,109,58
1996118,"RM FOHO96",25,25,"",23.2,12.2,13.1,36.1,12.9,168.99,228.3325,39.2,62.4,385,"FOHO96",1996,75.3,174,112,56
1996118,"SL HABL96",25,24.5,"",20.8,13.7,13.2,30.7,9.9,130.68,206.4575,41.7,60.5,377,"HABL96",1996,72.4,135,76,31
1996118,"TK HABL96",25,25.5,"M",23,12.4,12.8,34.8,11.8,151.04,219.24,41.2,61.1,395,"HABL96",1996,76,154,95,53
1996119,"NQ FOHO96",24,24,"",21.9,13,13.5,35.9,14,189,237.8375,39.1,60.8,342,"FOHO96",1996,75,140,81,32
1996119,"PO FOHO96",24,24,"",19.5,11.5,12,30.7,11.2,134.4,180.3625,38.3,54.9,285,"FOHO96",1996,69,127,72,25
1996119,"VI HASH96",25,25.5,"",21.9,13.9,13.5,36.4,14.5,195.75,249.34,39.8,61.4,440,"HASH96",1996,76.2,162,98,50
1996119,"WH HASH96",25,25.8,"",23.7,13.7,13.8,37.8,14.1,194.58,259.875,42.4,62.5,427,"HASH96",1996,80.2,169,104,56
1996119,"XG HASH96",25,25.4,"",22.6,14.3,13.7,35.4,12.8,175.36,247.8,40.7,62.6,447,"HASH96",1996,76.1,159,93,52
1996126,"EY DUKR96",26,26.5,"",24.1,13.8,13.4,38.4,14.3,191.62,261.12,41.2,60.9,410,"DUKR96",1996,79.6,181,117,65
1996126,"FX DUKR96",26,26.6,"",22.8,13.6,12.7,34.3,11.5,146.05,225.5225,41.6,59.9,390,"DUKR96",1996,75.9,176,118,67
1996126,"GW DUKR96",26,25.8,"",22.7,13.1,13.2,37,14.3,188.76,243.275,38.4,61.9,390,"DUKR96",1996,75.4,162,104,55
1996126,"HV DUKR96",26,26,"",22.2,12.8,12.1,34.8,12.6,152.46,216.63,40.1,58.7,382,"DUKR96",1996,74.9,165,107,60
1996127,"IU DUKR96",25,24.5,"",20.9,12.2,12.2,31.6,10.7,130.54,192.76,40.4,57.7,365,"DUKR96",1996,72,136,78,28
1996127,"JT POND96",25,26.2,"",20.7,12.9,13,34.4,13.7,178.1,222.74,38.4,58.4,400,"POND96",1996,72.8,173,113,59
1996127,"KS POND96",25,26.2,"",22.1,14.1,13.6,35.2,13.1,178.16,243.76,41.6,60.4,425,"POND96",1996,76.8,174,113,61
1996128,"LR POND96",24,24.7,"",19.3,13.3,12,31.6,12.3,147.6,199.87,41.4,58.6,345,"POND96",1996,73,142,83,32
1996131,"MQ ECRI96",25,25.9,"",21.6,12.6,13.6,35.6,14,190.4,233.18,39.1,57.1,317,"ECRI96",1996,74.7,162,107,57
1996131,"NP ECRI96",25,25.7,"",21,12.1,13.6,35.2,14.2,193.12,226.16,39.2,57,333,"ECRI96",1996,74.4,160,105,53
1996131,"QM ROGO96",25,25.1,"",20.4,13.4,12.2,33.3,12.9,157.38,213.12,40.2,62.1,320,"ROGO96",1996,73.5,151,92,40
1996132,"OO ECRI96",24,25,"",20.2,12,12,32.9,12.7,152.4,197.4,38.4,56.2,300,"ECRI96",1996,71.3,142,91,38
1996132,"PN ECRI96",24,25.1,"",20.2,12.3,11.8,33.1,12.9,152.22,199.4275,36.3,52.4,275,"ECRI96",1996,69.4,142,94,39
1996133,"RL WCEM96",29,27.6,"",22.1,12.2,11.8,35.1,13,153.4,210.6,41.7,55.5,305,"WCEM96",1996,76.8,201,141,72
1996134,"SK WCEM96",28,25.6,"",19.6,11.6,11.1,31.1,11.5,127.65,176.4925,40.2,51.4,232,"WCEM96",1996,71.3,166,111,41
1996153,"O3 WHI296",25,25.2,"",21.7,13.2,12.6,34.6,12.9,162.54,223.17,40.5,59.3,360,"WHI296",1996,75.1,151,96,43
1996153,"WG WHI296",25,25.5,"",20.5,12.3,13.2,32.7,12.2,161.04,208.4625,41.4,59.9,380,"WHI296",1996,74.1,162,100,51
1996153,"XF WHI296",25,25.2,"",21.1,12.9,13.5,34.1,13,175.5,225.06,39.1,58.8,400,"WHI296",1996,73.2,154,94,45
1997107,"AB STAD97",26,26,"",22.3,12.5,13.9,36.9,14.6,202.94,243.54,40.8,60.6,390,"STAD97",1997,77.7,172,115,65
1997107,"BA STAD97",26,26,"",22.7,13.3,13,36.9,14.2,184.6,242.6175,38.7,60.3,403,"STAD97",1997,75.6,171,115,56
1997107,"DY STAD97",26,26,"",23.8,13.7,13.4,36.8,13,174.2,249.32,41.1,60.8,402,"STAD97",1997,77.9,167,114,56
1997107,"EX STAD97",26,26,"",23.4,13.4,13.8,37.8,14.4,198.72,257.04,43.4,63.8,456,"STAD97",1997,81.2,182,123,67
1997108,"CZ STAD97",25,25,"",21.7,13.3,13.2,34.4,12.7,167.64,227.9,40.1,59.1,395,"STAD97",1997,74.5,158,100,49
1997109,"GV MURI97",25,25.6,"",19.7,12.3,12.1,32.4,12.7,153.67,197.64,42.8,58.8,410,"MURI97",1997,75.2,161,99,53
1997109,"HU MURI97",25,25.4,"",21.3,13,12.3,35,13.7,168.51,221.375,42.3,62.1,423,"MURI97",1997,77.3,158,96,49
1997109,"IT MURI97",25,25.1,"",21.4,13.7,13,34.5,13.1,170.3,230.2875,42.9,62.3,432,"MURI97",1997,77.4,158,92,43
1997109,"JS MURI97",25,24.7,"",20.4,12.5,12.4,34,13.6,168.64,211.65,38.2,58.2,395,"MURI97",1997,72.2,139,80,38
1997110,"KR JSUP97",25,25.1,"M",21.4,12.4,13.3,34.1,12.7,168.91,219.0925,41.2,63.9,448,"JSUP97",1997,75.3,164,97,38
1997110,"LQ JSUP97",25,25,"",19.9,12.8,11.8,32.2,12.3,145.14,198.03,38.6,58.9,375,"JSUP97",1997,70.8,147,85,46
1997110,"MP JSUP97",25,25.6,"F",22.3,13.1,13.3,35.6,13.3,176.89,234.96,42.4,60.4,390,"JSUP97",1997,78,159,100,54
1997113,"WC ELLI97",28,28,"",20,11.7,12.1,31.7,11.7,141.57,188.615,39.7,55.7,336,"ELLI97",1997,71.4,158,105,52
1997114,"NO SWEG97",25,25,"",22.8,13.2,13.9,36.7,13.9,193.21,248.6425,41.7,61.8,450,"SWEG97",1997,78.4,185,126,74
1997114,"ON CEME97",26,26,"",22,11.8,12.7,33.7,11.7,148.59,206.4125,39.4,52.2,333,"CEME97",1997,73.1,157,105,42
1997114,"PM CEME97",26,26,"",21.6,12.2,12.4,33.7,12.1,150.04,207.255,38.2,53.6,312,"CEME97",1997,71.9,156,97,45
1997114,"QL CEME97",26,26,"",22.4,12.4,12.9,34.7,12.3,158.67,219.4775,40.9,51.8,333,"CEME97",1997,75.6,155,104,51
1997114,"RK CEME97",26,26,"",18,11.3,11.6,29.9,11.9,138.04,171.1775,35.8,45.4,250,"CEME97",1997,65.7,111,72,21
1997115,"SJ CEME97",25,25,"",18.1,10.9,10.6,26,7.9,83.74,139.75,38.3,43.6,210,"CEME97",1997,64.3,101,57,16
1997115,"TI SCEM97",25,25,"",21.4,12.8,11.8,32.7,11.3,133.34,201.105,41.7,57.7,330,"SCEM97",1997,74.4,162,108,50
1997115,"UH SCEM97",25,25,"",22.3,12.8,12.5,32.8,10.5,131.25,207.46,40.4,58.7,370,"SCEM97",1997,73.2,160,106,54
1997115,"WF SCEM97",25,25,"",20.9,11.6,11.7,31.7,10.8,126.36,184.6525,40.4,55.3,300,"SCEM97",1997,72.1,144,88,35
1997116,"UE CLOV97",25,25,"",21.5,12.7,11.8,34.4,12.9,152.22,210.7,39.3,56.3,345,"CLOV97",1997,73.7,165,111,60
1997116,"VD CLOV97",25,25,"",20.8,13.5,11.5,34.4,13.6,156.4,215,40.3,58.6,323,"CLOV97",1997,74.7,151,93,37
1997116,"VG SCEM97",24,24,"",19.4,12.5,12.1,30.6,11.2,135.52,188.19,42.2,56.5,330,"SCEM97",1997,72.8,136,80,31
1997116,"XE SCEM97",24,24,"",19.3,12.5,11.3,29.6,10.3,116.39,176.12,38.4,52,220,"SCEM97",1997,68,116,70,23
1997116,"YD CLOV97",25,25,"",22.3,13.1,12.8,34.7,12.4,158.72,224.6825,42,57.2,390,"CLOV97",1997,76.7,169,110,58
1997116,"ZC CLOV97",25,25,"",21.5,12.1,11.9,35.8,14.3,170.17,214.8,39.6,57.2,360,"CLOV97",1997,75.4,165,109,51
1997128,"VZ CUPL97",27,25.2,"",21.2,13.2,12.4,34.7,13.5,167.4,222.08,39.6,57.8,395,"CUPL97",1997,74.3,145,93,47
1997128,"WY CUPL97",27,26.1,"",22.3,13.5,13,36.6,14.3,185.9,242.475,40.7,60.4,410,"CUPL97",1997,77.3,167,111,58
1997128,"XX CUPL97",27,26.9,"",24.2,14,13,36,11.8,153.4,243,43,60.1,420,"CUPL97",1997,79,176,121,74
1997129,"OG TEGL97",25,25.2,"",21,12.4,12.8,34.2,13.2,168.96,215.46,40.5,59.2,392,"TEGL97",1997,74.7,152,94,45
1997129,"PF TEGL97",25,24.5,"M",19.6,12.2,11.4,30.1,10.5,119.7,177.59,39.9,54.2,320,"TEGL97",1997,70,126,78,26
1997129,"QE TEGL97",25,24.9,"",21.4,12.7,12.8,35.4,14,179.2,225.675,40.1,57.1,375,"TEGL97",1997,75.5,145,90,35
1997133,"VV UPP297",24,25.1,"",22,11.8,12.5,35,13,162.5,212.625,39.3,58.4,385,"UPP297",1997,74.3,143,90,45
1997135,"SV NMU297",25,25,"",19.9,13.2,12.9,32.8,12.9,166.41,214.02,37.5,56.3,350,"NMU297",1997,70.3,144,89,39
1997135,"XT NMU297",25,25.7,"M",22.3,13.1,13.3,35.4,13.1,174.23,233.64,38.9,58.8,405,"NMU297",1997,74.3,160,107,51
1997135,"YS NMU297",25,25.9,"",22.1,12.8,12.5,36.2,14.1,176.25,228.965,38,56.2,363,"NMU297",1997,74.2,158,105,58
1997135,"ZR NMU297",25,26,"",23.2,13.6,13.6,39.9,16.7,227.12,271.32,36.1,59.9,385,"NMU297",1997,76,167,109,59
1997157,"TU UTIC97",24,25,"",21.1,12.5,13,34.4,13.3,172.9,219.3,37.1,59.6,322,"UTIC97",1997,71.5,145,87,42
1997157,"UT UTIC97",24,24.6,"",20.4,11.1,11.5,30.3,9.9,113.85,171.195,39.4,57.3,282,"UTIC97",1997,69.7,132,79,30
1998105,"XQ HALC98",26,25,"",22.3,14.1,13,37,14.7,191.1,250.675,38.4,59.8,370,"HALC98",1998,75.4,139,87,41
1998105,"YP HALC98",26,25.4,"",22.3,13,12.3,35,12.7,156.21,221.375,38,59.5,345,"HALC98",1998,73,153,95,50
1998106,"A1 WAFO98",28,26.2,"",24.5,13.8,13.4,37.7,13.2,176.88,256.36,41.3,62.1,422,"WAFO98",1998,79,174,114,61
1998106,"B2 STAD98",28,28,"",24.2,13.1,13.7,37,12.8,175.36,247.9,42.4,59.7,410,"STAD98",1998,79.4,184,126,76
1998106,"G-2 STAD98",28,28,"",22.8,0,13.1,35,12.2,159.82,114.625,47,59.7,380,"STAD98",1998,82,185,128,78
1998106,"G7 JSUP98",29,27.8,"F",24.9,12.3,13,38,13.1,170.3,240.35,41.2,58,358,"JSUP98",1998,79.2,195,137,82
1998106,"H8 JSUP98",29,27.8,"F",24.7,10.9,12.7,37.6,12.9,163.83,221.84,43,60,370,"JSUP98",1998,80.6,197,133,84
1998106,"I9 JSUP98",29,27.6,"M",25,13.7,13.7,38.7,13.7,187.69,265.095,44.4,63.9,450,"JSUP98",1998,83.1,195,135,78
1998106,"J0 JSUP98",29,26.7,"F",23.3,12.9,12.8,34,10.7,136.96,218.45,41.4,59.1,345,"JSUP98",1998,75.4,176,123,65
1998106,"K1 JSUP98",29,27.6,"F",25.9,11.9,13.3,39.5,13.6,180.88,248.85,42.2,58.8,405,"JSUP98",1998,81.7,192,133,81
1998106,"OR ROBT98",26,25.3,"",19.7,12.9,12,32.6,12.9,154.8,202.935,40.6,57.4,363,"ROBT98",1998,73.2,147,93,49
1998106,"XM HALC98",25,24.1,"",20.4,13.9,11.6,33.5,13.1,151.96,213.5625,36.7,57.4,330,"HALC98",1998,70.2,115,59,25
1998106,"ZD WAFO98",28,26.5,"",23.3,11.8,12.2,35.4,12.1,147.62,212.4,43.4,59.6,382,"WAFO98",1998,78.8,174,117,65
1998106,"ZG WAFO98",28,24.9,"",21,12.7,12.6,32.6,11.6,146.16,206.195,41,57.9,360,"WAFO98",1998,73.6,141,86,40
1998107,"C3 STAD98",27,27,"",21.6,12.1,12.4,34.7,13.1,162.44,212.5375,39.7,58.1,400,"STAD98",1998,74.4,186,124,72
1998107,"NS WHIT98",25,25,"",20.2,13,11.9,33.5,13.3,158.27,208.5375,37.9,51.8,325,"WHIT98",1998,71.4,153,100,46
1998107,"YL WHIT98",25,25,"",21.5,13.1,12.8,33.6,12.1,154.88,217.56,38.8,55.4,356,"WHIT98",1998,72.4,154,96,39
1998107,"ZK WHIT98",25,25,"",22,13,12.7,33.7,11.7,148.59,216.5225,38.4,54.4,345,"WHIT98",1998,72.1,159,107,56
1998108,"D4 CSTK98",26,26.5,"",22.4,14.2,12.7,36.5,14.1,179.07,245.4625,40.5,61.4,440,"CSTK98",1998,77,172,117,65
1998108,"E5 CSTK98",26,25.9,"",23.4,13.3,12.5,36.5,13.1,163.75,235.425,39.5,60,410,"CSTK98",1998,76,165,110,55
1998108,"F6 CSTK98",26,26.3,"",22.5,13.3,12.4,34.6,12.1,150.04,222.305,41.6,57.9,380,"CSTK98",1998,76.2,167,113,65
1998108,"PQ WILG98",25,25,"",23.3,14.6,13.5,34.1,10.8,145.8,239.5525,42.2,60.5,410,"WILG98",1998,76.3,162,109,54
1998108,"QP WILG98",25,25,"",22.2,12.5,12.4,33.6,11.4,141.36,209.16,42.2,61,380,"WILG98",1998,75.8,153,99,46
1998108,"RO ROOR98",25,24.6,"",20.8,13.5,13.3,31.2,10.4,138.32,209.04,41.7,59.4,345,"ROOR98",1998,72.9,131,78,34
1998108,"SN ROOR98",25,24.8,"",20.7,13.2,12.2,33,12.3,150.06,209.55,40.4,57,325,"ROOR98",1998,73.4,139,85,38
1998108,"TM ROOR98",25,24.1,"",20,12.7,11.9,31.8,11.8,140.42,195.57,38.8,55.4,315,"ROOR98",1998,70.6,120,61,24
1998108,"UL ROOR98",25,25.3,"",22.8,13.6,12.9,36.5,13.7,176.73,241.8125,41.2,61.2,380,"ROOR98",1998,77.7,151,93,48
1998108,"P-4 WHIT98",24,24,"",15.2,9.7,10,26.5,11.3,113,130.5125,31.8,36.2,115,"WHIT98",1998,58.3,71,30,4
1998109,"VK ROTA98",25,24.9,"",20.3,12.1,11.8,32.8,12.5,147.5,195.98,39.1,56.7,290,"ROTA98",1998,71.9,143,86,39
1998109,"WJ ROTA98",25,25.1,"",21.9,12.4,12.1,33.7,11.8,142.78,206.4125,39.4,57.9,360,"ROTA98",1998,73.1,148,95,38
1998109,"XI ROTA98",25,25.3,"",21.2,12.4,12.1,33.6,12.4,150.04,205.8,39.4,57.2,325,"ROTA98",1998,73,153,100,42
1998109,"YH ROTA98",25,25.3,"",21.8,11.8,12.1,33.5,11.7,141.57,200.1625,38.9,55.4,298,"ROTA98",1998,72.4,150,99,44
1998111,"U1 DBAR98",28,28,"M",24.7,14.6,14.1,39.2,14.5,204.45,281.26,44.6,62.4,483,"DBAR98",1998,83.8,185,126,71
1998111,"V2 DBAR98",28,28,"F",24,12.8,13.2,35.3,11.3,149.16,229.45,44,60.7,415,"DBAR98",1998,79.3,176,122,70
1998111,"W3 DBAR98",28,28,"M",25.9,12.7,13.4,40.2,14.3,191.62,262.305,45.1,64.1,470,"DBAR98",1998,85.3,180,121,67
1998112,"L2 STAT98",26,26,"",24.5,13.1,13.1,37.5,13,170.3,245.625,41.8,55.5,400,"STAT98",1998,79.3,169,113,57
1998112,"M3 STAT98",26,26,"",22.5,13,12.4,35.1,12.6,156.24,222.885,39.9,53.5,370,"STAT98",1998,75,167,112,59
1998112,"N4 STAT98",26,26,"",25.7,13.9,13.6,38.6,12.9,175.44,265.375,41.8,58.1,410,"STAT98",1998,80.4,176,120,67
1998112,"P6 CEME98",26,26,"",23.1,12,11.9,36.3,13.2,157.08,216.8925,37.8,53.5,310,"CEME98",1998,74.1,163,116,64
1998112,"Q7 CEME98",26,26,"",22.9,11.6,12.6,37,14.1,177.66,223.85,39.9,59.1,360,"CEME98",1998,76.9,158,107,57
1998112,"R8 SSET98",26,25.3,"",22.3,13,12.5,36.8,14.5,181.25,234.6,37.9,56.1,353,"SSET98",1998,74.7,151,98,42
1998112,"S9 SSET98",26,26,"",22.7,12.4,12.8,37.8,15.1,193.28,238.14,37.9,60.2,395,"SSET98",1998,75.7,167,108,59
1998112,"T0 SSET98",26,25.5,"",22.9,13.6,13.1,37.9,15,196.5,252.9825,40.2,61.2,390,"SSET98",1998,78.1,160,102,47
1998113,"A2 HABL98",26,26.3,"M",24.1,14,13.7,37.4,13.3,182.21,258.995,42.9,64.6,445,"HABL98",1998,80.3,176,118,60
1998113,"O5 STAT98",25,25,"",20.8,12.4,11.6,33.7,12.9,149.64,202.2,38.1,50.7,298,"STAT98",1998,71.8,146,95,43
1998113,"X4 HABL98",26,25.9,"",23.4,13.6,13.3,36.4,13,172.9,244.79,43.3,64.5,405,"HABL98",1998,79.7,170,107,56
1998113,"Y5 HABL98",26,25.4,"F",22.9,12.3,13.1,35.3,12.4,162.44,224.155,41.6,62.9,440,"HABL98",1998,76.9,153,95,52
1998113,"Z6 HABL98",26,25.7,"",22.2,12.8,12.7,34.7,12.5,158.75,221.2125,40.1,60.1,400,"HABL98",1998,74.8,161,103,53
1998115,"C4 NDYC98",25,25.5,"",22,12.1,12.4,31.3,9.3,115.32,191.7125,38.7,57.2,335,"NDYC98",1998,70,156,100,50
1998115,"D5 NDYC98",25,25.5,"",24.5,12.6,12.3,35.3,10.8,132.84,219.7425,41.7,59.7,367,"NDYC98",1998,77,155,100,50
1998115,"E6 NDYC98",25,24.5,"",21.6,12.4,12.2,33.3,11.7,142.74,204.795,39.1,58.4,300,"NDYC98",1998,72.4,132,74,31
1998115,"F7 NDYC98",25,25.1,"",21.6,12.8,12,32.6,11,132,202.12,38.6,57.8,335,"NDYC98",1998,71.2,147,91,45
1998115,"G8 NDYC98",25,24.3,"",20.4,12,12,32.3,11.9,142.8,193.8,36.7,55.9,280,"NDYC98",1998,69,120,69,24
1998115,"M-1 SWEG98",24,25.7,"",21.6,13.6,13.5,35.3,13.7,184.95,239.1575,39.8,60.1,337,"SWEG98",1998,75.1,160,101,56
1998115,"W-5 SWEG98",24,24.8,"",22.4,13.8,13.8,36.3,13.9,191.82,250.47,39.2,59.4,357,"SWEG98",1998,75.5,138,82,38
1998115,"B-1 WINK98",25,24.3,"",17.4,10.4,10.7,29.3,11.9,127.33,154.5575,36.8,43.1,189,"WINK98",1998,66.1,118,70,26
1998116,"H9 WAHA98",25,25.7,"",23.2,14.5,12.6,34.9,11.7,147.42,236.4475,41.2,60.2,350,"WAHA98",1998,76.1,162,104,54
1998116,"I0 WAHA98",25,25.6,"",23.2,13.2,13.2,36.9,13.7,180.84,243.54,39.8,61.5,380,"WAHA98",1998,76.7,165,101,52
1998116,"J1 WAHA98",25,25.1,"",22.2,13.1,12.6,35,12.8,161.28,224.875,40.6,62.4,380,"WAHA98",1998,75.6,147,90,43
1998117,"K2 HANS98",25,25.2,"",21.9,12.6,12.2,34.8,12.9,157.38,215.76,40.5,60.2,375,"HANS98",1998,75.3,154,94,43
1998117,"L3 HANS98",25,24.6,"M",21.7,13.1,13.2,32.8,11.1,146.52,215.66,43.6,60.2,390,"HANS98",1998,76.4,140,80,30
1998117,"M4 HANS98",25,24.8,"F",21.2,12.6,12.9,33.3,12.1,156.09,212.2875,38.9,60.6,387,"HANS98",1998,72.2,146,85,36
1998117,"N5 NEEL98",25,24.9,"",21.2,11.6,11.6,31.7,10.5,121.8,183.86,39.6,51.8,270,"NEEL98",1998,71.3,140,88,36
1998117,"O6 NEEL98",25,25,"",21.2,11.6,12.3,32.2,11,135.3,192.395,40.5,56.3,335,"NEEL98",1998,72.7,138,86,42
1998117,"P7 NEEL98",25,24.3,"",19.7,11.8,12.2,30.1,10.4,126.88,180.6,38.7,50.7,265,"NEEL98",1998,68.8,128,70,26
1998117,"Q8 NKEN98",25,25.9,"",23.5,12,12.6,34.4,10.9,137.34,211.56,43.8,62.3,400,"NKEN98",1998,78.2,167,107,57
1998118,"A3 ROGO98",28,28.1,"",24.6,12.7,14.3,37.3,12.7,181.61,251.775,43.9,58.9,400,"ROGO98",1998,81.2,195,135,89
