yearMonth,day,Mean,Max,Min,Stdev,Range,Year,Month,obs
1998_4,24,12.71428571,20,2,6.031055163,18,1998,4,791
1998_4,25,10.0625,15,6,2.931865163,9,1998,4,792
1998_4,26,5.058823529,7,3,0.96634545,4,1998,4,793
1998_4,27,4.285714286,8,-2,3.383866051,10,1998,4,794
1998_4,28,8.214285714,13,2,4.440695916,11,1998,4,795
1998_4,29,12.86666667,22,-1,8.157964265,23,1998,4,796
1998_4,30,17.47058824,22,11,3.954706801,11,1998,4,797
1998_5,1,18.15384615,26,13,4.038278384,13,1998,5,798
1998_5,2,15.14285714,17,12,1.65748386,5,1998,5,799
1998_5,3,14.88235294,17,12,1.218726433,5,1998,5,800
1998_5,4,15.875,21,11,3.15964133,10,1998,5,801
1998_5,5,16.73333333,19,14,1.751190072,5,1998,5,802
1998_5,6,18.53333333,23,12,3.758165713,11,1998,5,803
1998_5,7,19.64285714,25,12,4.781489032,13,1998,5,804
1998_5,8,16.125,19,15,1.024695077,4,1998,5,805
1998_5,9,16.71428571,20,13,2.054210364,7,1998,5,806
1998_5,10,13.91666667,15,13,0.668557923,2,1998,5,807
1998_5,11,13.64705882,16,12,1.32009358,4,1998,5,808
1998_5,12,16.66666667,21,6,4.608480795,15,1998,5,809
1998_5,13,17.47058824,25,7,5.713117002,18,1998,5,810
1998_5,14,20,28,9,6.654751256,19,1998,5,811
1998_5,15,22.8125,28,12,5.588306243,16,1998,5,812
1998_5,16,23.73333333,32,12,6.984336216,20,1998,5,813
1998_5,17,24.23076923,27,18,3.059244083,9,1998,5,814
1998_5,18,20.66666667,27,6,5.777625151,21,1998,5,815
1998_5,19,21.46666667,26,13,3.833436852,13,1998,5,816
1998_5,20,23.76470588,28,16,4.220921282,12,1998,5,817
1998_5,21,15.05882353,23,11,3.071453,12,1998,5,818
1998_5,22,11.14285714,14,8,2.070196678,6,1998,5,819
1998_5,23,13.93333333,20,2,6.352352395,18,1998,5,820
1998_5,24,19.18181818,25,3,7.494240213,22,1998,5,821
1998_5,25,17.5,22,13,3.382480816,9,1998,5,822
1998_5,26,18.125,24,12,4.5,12,1998,5,823
1998_5,27,19.8125,25,9,5.140930525,16,1998,5,824
1998_5,28,23.29411765,29,10,6.322229689,19,1998,5,825
1998_5,29,24.38461538,29,19,3.254188622,10,1998,5,826
1998_5,30,20.38461538,26,13,4.011202262,13,1998,5,827
1998_5,31,22.4375,28,18,2.827690459,10,1998,5,828
1999_3,1,2.117647059,3,1,0.600245048,2,1999,3,829
1999_3,2,1.3125,5,-2,2.522399651,7,1999,3,830
1999_3,3,6.6875,12,-3,5.002915816,15,1999,3,831
1999_3,4,-0.75,11,-4,5.422176685,15,1999,3,832
1999_3,5,-3.6,-2,-5,1.187655807,3,1999,3,833
1999_3,6,-2.714285714,0,-6,2.127785827,6,1999,3,834
1999_3,7,-10.5,-9,-13,1.178511302,4,1999,3,835
1999_3,8,-9.941176471,-6,-21,4.408381055,15,1999,3,836
1999_3,9,-8.214285714,-4,-14,4.022600985,10,1999,3,837
1999_3,10,-6.764705882,-4,-12,1.985239651,8,1999,3,838
1999_3,11,-6.888888889,-5,-10,1.778594584,5,1999,3,839
1999_3,12,-6.363636364,-5,-7,0.789542034,2,1999,3,840
1999_3,13,-4.058823529,-1,-7,1.784327192,6,1999,3,841
1999_3,14,-0.857142857,4,-8,3.655494134,12,1999,3,842
1999_3,15,-0.705882353,1,-2,1.046703509,3,1999,3,843
1999_3,16,2.764705882,8,-3,4.265111543,11,1999,3,844
1999_3,17,9.5,17,0,5.597618541,17,1999,3,845
1999_3,18,6.466666667,13,3,3.335237551,10,1999,3,846
1999_3,19,-0.066666667,3,-1,1.222799287,4,1999,3,847
1999_3,20,1.333333333,5,-2,2.319687992,7,1999,3,848
1999_3,21,3.5,7,0,2.564551243,7,1999,3,849
1999_3,22,0.666666667,1,0,0.487950036,1,1999,3,850
1999_3,23,3.5625,7,-1,2.780137886,8,1999,3,851
1999_3,24,5.888888889,11,0,3.512815008,11,1999,3,852
1999_3,25,-0.333333333,4,-3,2.023669463,7,1999,3,853
1999_3,26,1.0625,5,-4,3.213902094,9,1999,3,854
1999_3,27,4.625,11,-5,5.123475383,16,1999,3,855
1999_3,28,6.5,12,-1,4.852365871,13,1999,3,856
1999_3,29,8.785714286,13,0,4.09837813,13,1999,3,857
1999_3,30,8.769230769,13,4,2.919870036,9,1999,3,858
1999_3,31,16.06666667,22,3,6.659758325,19,1999,3,859
1999_4,1,11.27777778,18,6,3.044871398,12,1999,4,860
1999_4,2,13.89473684,20,10,3.413937721,10,1999,4,861
1999_4,3,18.5625,24,14,4.049176871,10,1999,4,862
1999_4,4,5.214285714,7,4,1.121713759,3,1999,4,863
1999_4,5,5.6,13,-4,5.985697238,17,1999,4,864
1999_4,6,11.15384615,17,5,3.782551032,12,1999,4,865
1999_4,7,11.3125,15,8,2.441823089,7,1999,4,866
1999_4,8,16,19,8,3.139608711,11,1999,4,867
1999_4,9,4.75,12,3,2.435843454,9,1999,4,868
1999_4,10,4.411764706,7,1,1.872792819,6,1999,4,869
1999_4,11,1.941176471,6,-3,2.486729485,9,1999,4,870
1999_4,12,4.304347826,8,2,2.566121633,6,1999,4,871
1999_4,13,5.625,10,-1,3.304037934,11,1999,4,872
1999_4,14,9.9375,14,3,3.586432768,11,1999,4,873
1999_4,15,11.1875,16,-2,5.319382796,18,1999,4,874
1999_4,16,7.470588235,11,6,1.178857872,5,1999,4,875
1999_4,17,6.714285714,9,4,1.815682598,5,1999,4,876
1999_4,18,7.785714286,10,4,2.190137735,6,1999,4,877
1999_4,19,6.5,9,2,2.409915415,7,1999,4,878
1999_4,20,6.8125,11,1,3.487477598,10,1999,4,879
1999_4,21,10,16,-1,5.894913061,17,1999,4,880
1999_4,22,8.9,11,8,1.020835571,3,1999,4,881
1999_4,23,6.380952381,9,4,1.802115159,5,1999,4,882
1999_4,24,3.823529412,7,-1,2.455486055,8,1999,4,883
1999_4,25,8.571428571,15,-4,6.824326236,19,1999,4,884
1999_4,26,13.64705882,17,8,3.081013966,9,1999,4,885
1999_4,27,9.166666667,11,5,2.081665999,6,1999,4,886
1999_4,28,10.4375,15,0,4.966135318,15,1999,4,887
1999_4,29,12.42857143,17,2,5.430884412,15,1999,4,888
1999_4,30,14.92857143,20,2,5.269130504,18,1999,4,889
1999_5,1,16.2,22,3,6.526867549,19,1999,5,890
1999_5,2,18.71428571,24,5,6.988216141,19,1999,5,891
1999_5,3,18.46666667,24,7,5.553205852,17,1999,5,892
1999_5,4,17.69230769,22,12,3.520999275,10,1999,5,893
1999_5,5,20.15789474,26,13,4.901962848,13,1999,5,894
1999_5,6,20.78571429,23,17,2.293085641,6,1999,5,895
1999_5,7,18.35294118,22,16,2.029198625,6,1999,5,896
1999_5,8,16.4,19,14,2.036508881,5,1999,5,897
1999_5,9,14.33333333,17,11,1.799470822,6,1999,5,898
1999_5,10,12.38888889,16,7,3.127466347,9,1999,5,899
1999_5,11,13.94117647,18,3,4.602588786,15,1999,5,900
1999_5,12,12.86666667,17,3,4.155317878,14,1999,5,901
1999_5,13,11.86666667,17,2,5.012365661,15,1999,5,902
1999_5,14,16.11764706,23,8,5.52134894,15,1999,5,903
1999_5,15,18.26666667,25,6,6.192929917,19,1999,5,904
1999_5,16,18.07142857,22,12,3.89208834,10,1999,5,905
1999_5,17,19.6875,25,11,4.614740874,14,1999,5,906
1999_5,18,21,27,14,4.325029752,13,1999,5,907
1999_5,19,17.8,22,15,1.780850519,7,1999,5,908
1999_5,20,13.94117647,18,7,3.665218074,11,1999,5,909
1999_5,21,16.9375,25,4,6.678011181,21,1999,5,910
1999_5,22,20.1875,27,9,5.706356105,18,1999,5,911
1999_5,23,18.30769231,22,14,3.301126459,8,1999,5,912
1999_5,24,16.6,19,13,1.818038272,6,1999,5,913
1999_5,25,12.15384615,14,10,1.28102523,4,1999,5,914
1999_5,26,12,14,10,1.414213562,4,1999,5,915
1999_5,27,14.64705882,20,9,4.137347829,11,1999,5,916
1999_5,28,20.13333333,26,7,5.804759952,19,1999,5,917
1999_5,29,21.42857143,28,10,6.321079335,18,1999,5,918
1999_5,30,24.85714286,31,10,7.471557791,21,1999,5,919
1999_5,31,25,32,15,5.843188953,17,1999,5,920
2000_3,1,5.8125,9,0,3.270448491,9,2000,3,921
2000_3,2,0.375,6,-2,2.753785274,8,2000,3,922
2000_3,3,-0.8125,3,-4,2.482438317,7,2000,3,923
2000_3,4,2.5625,8,-3,3.898183338,11,2000,3,924
2000_3,5,4.230769231,7,2,1.83275049,5,2000,3,925
2000_3,6,4.105263158,8,1,2.105409352,7,2000,3,926
2000_3,7,10.33333333,17,-2,7.286647933,19,2000,3,927
2000_3,8,14.6875,24,4,6.809001395,20,2000,3,928
2000_3,9,17.75,23,12,3.732738048,11,2000,3,929
2000_3,10,1.666666667,16,-3,7.00420042,19,2000,3,930
2000_3,11,-1.214285714,0,-3,1.121713759,3,2000,3,931
2000_3,12,-1.266666667,1,-2,0.961150105,3,2000,3,932
2000_3,13,-0.266666667,3,-3,2.218965868,6,2000,3,933
2000_3,14,4.866666667,10,0,3.739111175,10,2000,3,934
2000_3,15,7.153846154,17,2,5.096504584,15,2000,3,935
2000_3,16,5.578947368,15,-1,5.620555424,16,2000,3,936
2000_3,17,-3.444444444,-1,-5,1.423426777,4,2000,3,937
2000_3,18,-2,5,-13,5.755432217,18,2000,3,938
2000_3,19,2.714285714,7,-2,3.891382421,9,2000,3,939
2000_3,20,7.466666667,13,2,3.961721607,11,2000,3,940
2000_3,21,8.625,12,6,2.187083294,6,2000,3,941
2000_3,22,11.58823529,17,6,4.302017311,11,2000,3,942
2000_3,23,10.28571429,13,5,2.301456777,8,2000,3,943
2000_3,24,11.33333333,20,-1,6.970526185,21,2000,3,944
2000_3,25,14.6875,21,7,4.8127435,14,2000,3,945
2000_3,26,9.928571429,12,6,1.774359504,6,2000,3,946
2000_3,27,9.266666667,15,-1,4.479583314,16,2000,3,947
2000_3,28,6,12,3,2.828427125,9,2000,3,948
2000_3,29,3.375,6,2,0.885061203,4,2000,3,949
2000_3,30,3.375,4,2,0.718795288,2,2000,3,950
2000_3,31,5.142857143,11,-3,4.688072309,14,2000,3,951
2000_4,1,10.13333333,19,-2,7.520131711,21,2000,4,952
2000_4,2,11,12,10,0.852802865,2,2000,4,953
2000_4,3,13.05555556,18,9,3.368927604,9,2000,4,954
2000_4,4,10.36363636,16,4,2.887501054,12,2000,4,955
2000_4,5,0.5625,4,-2,1.71148084,6,2000,4,956
2000_4,6,9.214285714,15,0,5.507736816,15,2000,4,957
2000_4,7,8.785714286,13,3,3.35533035,10,2000,4,958
2000_4,8,9.4375,17,3,4.516174635,14,2000,4,959
2000_4,9,-1.066666667,3,-4,2.789435854,7,2000,4,960
2000_4,10,1.823529412,3,0,0.727606875,3,2000,4,961
2000_4,11,1.941176471,6,-2,2.331056312,8,2000,4,962
2000_4,12,2.388888889,6,-2,2.500326776,8,2000,4,963
2000_4,13,5.4,11,-4,4.822566003,15,2000,4,964
2000_4,14,10.63157895,19,1,6.550746576,18,2000,4,965
2000_4,15,17.9375,25,10,5.662375826,15,2000,4,966
2000_4,16,7.631578947,12,4,3.235403569,8,2000,4,967
2000_4,17,5.055555556,7,4,1.161754364,3,2000,4,968
2000_4,18,4.944444444,6,4,0.872604096,2,2000,4,969
2000_4,19,8.368421053,14,4,3.774336238,10,2000,4,970
2000_4,20,12.6,16,8,2.472708174,8,2000,4,971
2000_4,21,10.375,13,9,1.258305739,4,2000,4,972
2000_4,22,6.222222222,9,4,1.215369978,5,2000,4,973
2000_4,23,3.785714286,5,3,0.578934224,2,2000,4,974
2000_4,24,9.142857143,14,2,4.329809782,12,2000,4,975
2000_4,25,9.058823529,14,0,4.408381055,14,2000,4,976
2000_4,26,8.5625,12,-1,3.669127962,13,2000,4,977
2000_4,27,6,9,3,1.885618083,6,2000,4,978
2000_4,28,10.58823529,16,4,4.809610477,12,2000,4,979
2000_4,29,12.33333333,20,2,6.919449969,18,2000,4,980
2000_4,30,9,13,4,3.435112807,9,2000,4,981
2000_5,1,12.5625,21,4,5.341270136,17,2000,5,982
2000_5,2,10.72222222,13,8,2.052417672,5,2000,5,983
2000_5,3,15.0625,21,1,6.37148596,20,2000,5,984
2000_5,4,18.70588235,26,14,3.820417285,12,2000,5,985
2000_5,5,22.05882353,27,17,3.596362541,10,2000,5,986
2000_5,6,23.25,28,14,5.183306538,14,2000,5,987
2000_5,7,25.58333333,30,17,4.378840306,13,2000,5,988
2000_5,8,24.64285714,28,17,3.89491074,11,2000,5,989
2000_5,9,25.75,29,21,2.840187787,8,2000,5,990
2000_5,10,19.5,26,14,3.776493713,12,2000,5,991
2000_5,11,14.77777778,19,10,3.191082346,9,2000,5,992
2000_5,12,14.45,18,11,2.416500297,7,2000,5,993
2000_5,13,20,28,15,4.158619681,13,2000,5,994
2000_5,14,12.78571429,16,8,2.750624305,8,2000,5,995
2000_5,15,11.75,14,8,2.081665999,6,2000,5,996
2000_5,16,14.3125,19,3,4.96277812,16,2000,5,997
2000_5,17,17.125,22,8,5.057996968,14,2000,5,998
2000_5,18,18.11111111,25,12,3.37619502,13,2000,5,999
2000_5,19,8.571428571,12,7,1.650840612,5,2000,5,1000
2000_5,20,8.764705882,11,7,1.437420075,4,2000,5,1001
2000_5,21,10.73333333,13,9,1.830950833,4,2000,5,1002
2000_5,22,12.52631579,14,9,1.678902454,5,2000,5,1003
2000_5,23,15.4,20,12,2.640346298,8,2000,5,1004
2000_5,24,17.35294118,23,14,2.935582916,9,2000,5,1005
2000_5,25,14.7,17,12,1.866604009,5,2000,5,1006
2000_5,26,12.94117647,16,7,3.071453,9,2000,5,1007
2000_5,27,14.75,19,5,4.449719092,14,2000,5,1008
2000_5,28,14.64285714,17,9,2.871803048,8,2000,5,1009
2000_5,29,16.05882353,19,11,2.633215435,8,2000,5,1010
2000_5,30,17.5625,23,8,4.320011574,15,2000,5,1011
2000_5,31,20.53333333,26,10,5.208052373,16,2000,5,1012
2001_3,1,-5.529411765,-3,-9,2.400980192,6,2001,3,1013
2001_3,2,-1.705882353,1,-5,2.338928865,6,2001,3,1014
2001_3,3,-1.4,1,-5,1.298350602,6,2001,3,1015
2001_3,4,-3.4,1,-11,4.339190181,12,2001,3,1016
2001_3,5,-1.5625,2,-4,1.931105038,6,2001,3,1017
2001_3,6,-3.8,-2,-6,1.698739028,4,2001,3,1018
2001_3,7,-1.125,2,-4,1.995828984,6,2001,3,1019
2001_3,8,-0.5625,4,-7,3.932238548,11,2001,3,1020
2001_3,9,-0.32,2,-2,1.2489996,4,2001,3,1021
2001_3,10,-1.2,1,-3,1.473576795,4,2001,3,1022
2001_3,11,0.25,2,-2,1.341640786,4,2001,3,1023
2001_3,12,-0.142857143,5,-12,5.186626929,17,2001,3,1024
2001_3,13,3.4375,5,2,1.030776406,3,2001,3,1025
2001_3,14,1.764705882,3,1,0.831370237,2,2001,3,1026
2001_3,15,5.294117647,9,2,2.823223023,7,2001,3,1027
2001_3,16,1.368421053,4,-4,2.139847511,8,2001,3,1028
2001_3,17,-0.411764706,1,-2,1.121317502,3,2001,3,1029
2001_3,18,-0.692307692,2,-4,2.428463691,6,2001,3,1030
2001_3,19,0.5,6,-9,4.412104562,15,2001,3,1031
2001_3,20,3.1875,11,-6,6.273954096,17,2001,3,1032
2001_3,21,5,8,2,1.802775638,6,2001,3,1033
2001_3,22,1,2,0,0.534522484,2,2001,3,1034
2001_3,23,3.125,8,0,3.422961681,8,2001,3,1035
2001_3,24,2.647058824,6,-1,1.800735144,7,2001,3,1036
2001_3,25,-2.833333333,-1,-6,1.337115847,5,2001,3,1037
2001_3,26,-4.117647059,-2,-6,1.166316474,4,2001,3,1038
2001_3,27,-3.111111111,0,-8,3.160210136,8,2001,3,1039
2001_3,28,0.6875,4,-2,2.023816527,6,2001,3,1040
2001_3,29,3.466666667,9,-3,3.795987857,12,2001,3,1041
2001_3,30,2.411764706,3,1,0.618346942,2,2001,3,1042
2001_3,31,0.529411765,1,0,0.514495755,1,2001,3,1043
2001_4,1,1.692307692,3,-1,1.436698495,4,2001,4,1044
2001_4,2,0.764705882,1,0,0.437237316,1,2001,4,1045
2001_4,3,4.555555556,8,-1,3.381997708,9,2001,4,1046
2001_4,4,5,11,-4,5.454356057,15,2001,4,1047
2001_4,5,6.5625,14,-4,6.742588524,18,2001,4,1048
2001_4,6,8,12,4,2.061552813,8,2001,4,1049
2001_4,7,6.210526316,12,2,3.823595565,10,2001,4,1050
2001_4,8,12.14285714,18,6,4.896735849,12,2001,4,1051
2001_4,9,12.07142857,20,6,4.410900583,14,2001,4,1052
2001_4,10,8,13,4,3.834824944,9,2001,4,1053
2001_4,11,11.55555556,13,8,1.381483526,5,2001,4,1054
2001_4,12,14.55,23,10,4.946822478,13,2001,4,1055
2001_4,13,13.5,17,11,1.829249531,6,2001,4,1056
2001_4,14,7.5,13,1,3.858058499,12,2001,4,1057
2001_4,15,11.5,17,1,4.78378672,16,2001,4,1058
2001_4,16,9.533333333,12,5,2.669046557,7,2001,4,1059
2001_4,17,5.055555556,8,3,1.954548909,5,2001,4,1060
2001_4,18,1.944444444,5,-1,1.589384721,6,2001,4,1061
2001_4,19,2.266666667,9,-7,5.049280948,16,2001,4,1062
2001_4,20,9.4375,18,-2,6.732693864,20,2001,4,1063
2001_4,21,13.25,19,9,3.958114029,10,2001,4,1064
2001_4,22,20.66666667,25,15,3.415650255,10,2001,4,1065
2001_4,23,23.375,30,12,6.682065549,18,2001,4,1066
2001_4,24,17.22222222,26,8,5.662628319,18,2001,4,1067
2001_4,25,7.473684211,12,2,3.626575076,10,2001,4,1068
2001_4,26,11.16666667,19,-1,6.801816366,20,2001,4,1069
2001_4,27,12.375,18,6,4.161329916,12,2001,4,1070
2001_4,28,7.153846154,13,1,3.460398673,12,2001,4,1071
2001_4,29,10.66666667,16,-3,6.080271126,19,2001,4,1072
2001_4,30,18.35714286,24,6,6.440343312,18,2001,4,1073
2001_5,1,21.53333333,29,9,7.890923055,20,2001,5,1074
2001_5,2,22.70588235,30,10,6.351817711,20,2001,5,1075
2001_5,3,23.88888889,30,13,6.239239102,17,2001,5,1076
2001_5,4,23.82352941,30,11,6.540597202,19,2001,5,1077
2001_5,5,15.4375,23,10,3.966001345,13,2001,5,1078
2001_5,6,15.63636364,21,2,6.03775997,19,2001,5,1079
2001_5,7,16.05882353,22,8,4.980845664,14,2001,5,1080
2001_5,8,18.05882353,24,10,4.643148019,14,2001,5,1081
2001_5,9,18.47058824,24,11,4.951232764,13,2001,5,1082
2001_5,10,19.5625,26,8,6.376715455,18,2001,5,1083
2001_5,11,22.1875,29,10,6.62539307,19,2001,5,1084
2001_5,12,15.04166667,23,10,3.556734783,13,2001,5,1085
2001_5,13,9.6,13,6,2.875181154,7,2001,5,1086
2001_5,14,11.46153846,16,1,5.516873883,15,2001,5,1087
2001_5,15,12.26666667,17,1,5.378086047,16,2001,5,1088
2001_5,16,14.47058824,22,3,6.462561867,19,2001,5,1089
2001_5,17,13.78571429,18,11,1.805060043,7,2001,5,1090
2001_5,18,14.5,17,11,2.431412081,6,2001,5,1091
2001_5,19,16.8125,21,11,3.331040878,10,2001,5,1092
2001_5,20,18.41666667,23,9,3.941811612,14,2001,5,1093
2001_5,21,14.46666667,18,13,1.684664726,5,2001,5,1094
2001_5,22,15.16666667,18,13,1.886484437,5,2001,5,1095
2001_5,23,16,19,11,2.672612419,8,2001,5,1096
2001_5,24,18.29411765,24,11,5.034440211,13,2001,5,1097
2001_5,25,18.625,24,14,3.180670789,10,2001,5,1098
2001_5,26,15.26315789,23,13,2.445905996,10,2001,5,1099
2001_5,27,17.28571429,22,13,3.338091842,9,2001,5,1100
2001_5,28,13.23529412,14,11,0.903424856,3,2001,5,1101
2001_5,29,13.875,16,12,1.204159458,4,2001,5,1102
2001_5,30,11.27777778,16,7,3.005985315,9,2001,5,1103
2001_5,31,10.46666667,16,1,4.823553324,15,2001,5,1104
2002_3,1,-1.235294118,3,-7,3.544880318,10,2002,3,1105
2002_3,2,1.4,6,-6,4.37198876,12,2002,3,1106
2002_3,3,7.80952381,13,1,3.709704134,12,2002,3,1107
2002_3,4,-5.222222222,0,-8,2.602160992,8,2002,3,1108
2002_3,5,-5.285714286,0,-9,3.074174597,9,2002,3,1109
2002_3,6,3.611111111,12,-3,5.248404675,15,2002,3,1110
2002_3,7,0.777777778,2,-1,1.114374293,3,2002,3,1111
2002_3,8,9.411764706,19,0,7.681624369,19,2002,3,1112
2002_3,9,14.6875,17,10,2.182315284,7,2002,3,1113
2002_3,10,-0.5,17,-6,6.706011351,23,2002,3,1114
2002_3,11,-3.333333333,2,-7,3.265986324,9,2002,3,1115
2002_3,12,2.5,6,-1,2.572478777,7,2002,3,1116
2002_3,13,4.166666667,7,-1,2.727851988,8,2002,3,1117
2002_3,14,5.833333333,11,3,2.7917947,8,2002,3,1118
2002_3,15,12.78947368,18,4,4.516376957,14,2002,3,1119
2002_3,16,2.55,13,-2,5.206018784,15,2002,3,1120
2002_3,17,-0.6875,4,-8,4.285148772,12,2002,3,1121
2002_3,18,1.470588235,3,0,1.007326105,3,2002,3,1122
2002_3,19,1.647058824,4,0,1.221739358,4,2002,3,1123
2002_3,20,1.277777778,2,1,0.460888599,1,2002,3,1124
2002_3,21,2,7,-5,3.179797338,12,2002,3,1125
2002_3,22,-6.65,-4,-10,1.755442664,6,2002,3,1126
2002_3,23,-0.642857143,6,-7,5.00164808,13,2002,3,1127
2002_3,24,0.176470588,4,-6,2.899036351,10,2002,3,1128
2002_3,25,-2.8,-1,-5,1.361114095,4,2002,3,1129
2002_3,26,0.266666667,2,-4,2.086236073,6,2002,3,1130
2002_3,27,0.611111111,3,-1,1.195033295,4,2002,3,1131
2002_3,28,2.611111111,8,-4,4.272193112,12,2002,3,1132
2002_3,29,7.5,16,0,6.309333745,16,2002,3,1133
2002_3,30,11.35294118,15,6,3.101233151,9,2002,3,1134
2002_3,31,9.222222222,13,-1,4.194612168,14,2002,3,1135
2002_4,1,5.631578947,11,4,1.977948609,7,2002,4,1136
2002_4,2,5.384615385,12,2,2.599309573,10,2002,4,1137
2002_4,3,6.555555556,13,2,4.259552893,11,2002,4,1138
2002_4,4,0.058823529,2,-3,1.434860108,5,2002,4,1139
2002_4,5,-1.277777778,0,-3,0.95828005,3,2002,4,1140
2002_4,6,-1.263157895,1,-4,1.446916463,5,2002,4,1141
2002_4,7,1,8,-8,5.725188012,16,2002,4,1142
2002_4,8,7.611111111,10,5,1.613869624,5,2002,4,1143
2002_4,9,15.1875,19,11,2.072639219,8,2002,4,1144
2002_4,10,7.5,11,4,2.770644436,7,2002,4,1145
2002_4,11,10.94117647,20,0,7.039802805,20,2002,4,1146
2002_4,12,13.38888889,18,6,4.103640979,12,2002,4,1147
2002_4,13,14.6875,16,14,0.602079729,2,2002,4,1148
2002_4,14,12.55,19,8,3.734265235,11,2002,4,1149
2002_4,15,18.47058824,24,14,4.01742528,10,2002,4,1150
2002_4,16,24.05882353,30,12,5.846693384,18,2002,4,1151
2002_4,17,24.72222222,31,14,5.849138253,17,2002,4,1152
2002_4,18,23.76470588,28,16,3.509441048,12,2002,4,1153
2002_4,19,23.83333333,27,20,2.617812288,7,2002,4,1154
2002_4,20,10,20,6,4,14,2002,4,1155
2002_4,21,3.642857143,8,1,2.307417566,7,2002,4,1156
2002_4,22,3.05,6,0,1.605090586,6,2002,4,1157
2002_4,23,3.666666667,8,-1,3.105971478,9,2002,4,1158
2002_4,24,7.5,16,-3,6.501131123,19,2002,4,1159
2002_4,25,7,11,4,2.221110833,7,2002,4,1160
2002_4,26,4.357142857,8,1,2.169974933,7,2002,4,1161
2002_4,27,6.066666667,10,0,3.534860407,10,2002,4,1162
2002_4,28,9.888888889,14,6,2.784175639,8,2002,4,1163
2002_4,29,3.368421053,13,0,4.219143229,13,2002,4,1164
2002_4,30,6.75,12,2,2.899637001,10,2002,4,1165
2002_5,1,8.769230769,13,0,4.918567646,13,2002,5,1166
2002_5,2,11.5,18,7,3.518856766,11,2002,5,1167
2002_5,3,6.933333333,11,4,1.907379154,7,2002,5,1168
2002_5,4,10.625,17,-1,5.806605434,18,2002,5,1169
2002_5,5,15.76923077,20,4,5.117842093,16,2002,5,1170
2002_5,6,17.70588235,24,7,5.665296836,17,2002,5,1171
2002_5,7,18.68421053,23,14,3.249831305,9,2002,5,1172
2002_5,8,10.5625,15,5,3.097714211,10,2002,5,1173
2002_5,9,11.05882353,13,9,1.477776549,4,2002,5,1174
2002_5,10,14.23529412,18,10,2.332632948,8,2002,5,1175
2002_5,11,10.70588235,14,2,3.34971465,12,2002,5,1176
2002_5,12,10.13333333,14,6,2.695675549,8,2002,5,1177
2002_5,13,10.38888889,14,7,2.090282528,7,2002,5,1178
2002_5,14,5.941176471,7,5,0.747545002,2,2002,5,1179
2002_5,15,10.625,15,5,4.209117089,10,2002,5,1180
2002_5,16,15.66666667,22,7,4.665265896,15,2002,5,1181
2002_5,17,10.1,20,7,3.823748505,13,2002,5,1182
2002_5,18,5.117647059,8,2,1.72780037,6,2002,5,1183
2002_5,19,5.5625,8,3,1.787689384,5,2002,5,1184
2002_5,20,5.375,8,-1,2.418677324,9,2002,5,1185
2002_5,21,6.470588235,10,0,3.337619793,10,2002,5,1186
2002_5,22,10.41176471,16,0,4.744191495,16,2002,5,1187
2002_5,23,16.82352941,24,4,7.239089153,20,2002,5,1188
2002_5,24,18.25,22,15,2.236067977,7,2002,5,1189
2002_5,25,12.82352941,19,4,5.150671001,15,2002,5,1190
2002_5,26,16.06666667,18,15,0.961150105,3,2002,5,1191
2002_5,27,18.29411765,26,8,6.45914764,18,2002,5,1192
2002_5,28,19.68421053,24,13,3.590924232,11,2002,5,1193
2002_5,29,20.375,25,17,3.030401514,8,2002,5,1194
2002_5,30,21.64705882,26,18,2.44798837,8,2002,5,1195
2002_5,31,20.75,24,17,2.336776908,7,2002,5,1196
2003_3,1,-0.416666667,2,-5,2.778434266,7,2003,3,1197
2003_3,2,1.470588235,3,0,0.874474632,3,2003,3,1198
2003_3,3,-13.86666667,-3,-19,4.79384526,16,2003,3,1199
2003_3,4,-7,3,-19,8.430104784,22,2003,3,1200
2003_3,5,2.5,7,-3,2.851899951,10,2003,3,1201
2003_3,6,-6.411764706,-3,-10,2.001837391,7,2003,3,1202
2003_3,7,-9.894736842,0,-21,6.999164528,21,2003,3,1203
2003_3,8,1,6,-2,3.351233986,8,2003,3,1204
2003_3,9,-4.529411765,5,-10,4.976414963,15,2003,3,1205
2003_3,10,-10.10526316,-8,-12,1.286456669,4,2003,3,1206
2003_3,11,-5.111111111,2,-12,5.655698728,14,2003,3,1207
2003_3,12,2.875,8,-1,2.729468813,9,2003,3,1208
2003_3,13,-3.6,-1,-6,1.500876937,5,2003,3,1209
2003_3,14,-6.055555556,0,-15,4.721318637,15,2003,3,1210
2003_3,15,5.833333333,14,-1,5.649049894,15,2003,3,1211
2003_3,16,11.52941176,19,1,6.634357986,18,2003,3,1212
2003_3,17,14,19,6,4.488079449,13,2003,3,1213
2003_3,18,6.666666667,10,4,1.658312395,6,2003,3,1214
2003_3,19,3.555555556,9,-5,5.027701043,14,2003,3,1215
2003_3,20,3.6875,7,0,2.414366722,7,2003,3,1216
2003_3,21,8.875,14,4,4.129164564,10,2003,3,1217
2003_3,22,8.055555556,12,5,2.363253545,7,2003,3,1218
2003_3,23,4.647058824,8,2,2.148871113,6,2003,3,1219
2003_3,24,7.111111111,15,-1,5.919945239,16,2003,3,1220
2003_3,25,13.75,21,7,4.940434671,14,2003,3,1221
2003_3,26,5.722222222,10,4,2.080880909,6,2003,3,1222
