yearMonth,day,Mean,Max,Min,Stdev,Range,Year,Month,obs
2007_4,29,9.795348837,18.3,6.6,3.748457047,11.7,2007,4,1624
2007_4,30,13,15.5,8.3,2.307776708,7.2,2007,4,1625
2007_5,1,8.470833333,13.3,2.2,3.849616488,11.1,2007,5,1626
2007_5,2,9.16,15,5,3.258791822,10,2007,5,1627
2007_5,3,8.524,15.5,1.1,5.14087217,14.4,2007,5,1628
2007_5,4,9.054166667,16.1,0,5.947741929,16.1,2007,5,1629
2007_5,5,9.872,17.2,2.7,5.40582402,14.5,2007,5,1630
2007_5,6,8.583333333,14.4,1.1,4.212988887,13.3,2007,5,1631
2007_5,7,10.4625,22.2,0.5,8.324077831,21.7,2007,5,1632
2007_5,8,17.5,27.7,9.4,7.167438449,18.3,2007,5,1633
2007_5,9,20.052,29,11,6.895778902,18,2007,5,1634
2007_5,10,19.04814815,23.3,16,1.870904835,7.3,2007,5,1635
2007_5,11,14.44680851,22.7,11,3.450699429,11.7,2007,5,1636
2007_5,12,11.31034483,15.5,6.1,2.717712382,9.4,2007,5,1637
2007_5,13,7.554166667,12.7,1.1,4.152629253,11.6,2007,5,1638
2007_5,14,10.975,21.1,0,8.159563607,21.1,2007,5,1639
2007_5,15,19.61538462,27.7,13,5.41765206,14.7,2007,5,1640
2007_5,16,15.2862069,22,7.2,3.561171972,14.8,2007,5,1641
2007_5,17,7.121621622,11.1,5.5,1.937228137,5.6,2007,5,1642
2007_5,18,4.157777778,10.5,0.5,3.091519845,10,2007,5,1643
2007_5,19,5.286,17.2,0.5,6.061656337,16.7,2007,5,1644
2007_5,20,11.3625,15.5,6.6,2.266161762,8.9,2007,5,1645
2007_5,21,9.416,15.5,2.7,4.144039897,12.8,2007,5,1646
2007_5,22,11.24166667,21.6,1.6,7.820370094,20,2007,5,1647
2007_5,23,17.676,28.3,8.8,7.514723326,19.5,2007,5,1648
2007_5,24,22.68333333,30.5,15.5,5.327179421,15,2007,5,1649
2007_5,25,22.78461538,29.4,15,4.090935571,14.4,2007,5,1650
2007_5,26,17.1027027,22.7,14,2.371530974,8.7,2007,5,1651
2007_5,27,18.516,25.5,12.7,4.654359963,12.8,2007,5,1652
2007_5,28,18.26153846,22.2,14.4,2.309645327,7.8,2007,5,1653
2007_5,29,12.43030303,21.6,6,5.652846896,15.6,2007,5,1654
2007_5,30,16.74,27.7,6.6,8.35897721,21.1,2007,5,1655
2007_5,31,21.73703704,30,14.4,5.986725582,15.6,2007,5,1656
2008_3,1,-2.32745098,-0.5,-4.4,1.006593946,3.9,2008,3,1657
2008_3,2,-5.174358974,-1.1,-8.8,2.085377405,7.7,2008,3,1658
2008_3,3,3.931034483,12.7,-1.6,4.994933394,14.3,2008,3,1659
2008_3,4,1.921212121,10.5,-2.2,4.383688343,12.7,2008,3,1660
2008_3,5,-0.9296875,0,-2.2,0.504481405,2.2,2008,3,1661
2008_3,6,-3.046428571,4.4,-8.3,4.164175446,12.7,2008,3,1662
2008_3,7,0.134615385,7.2,-3.8,3.528959315,11,2008,3,1663
2008_3,8,-1.267857143,-0.5,-2,0.452912652,1.5,2008,3,1664
2008_3,9,-6.395555556,-2,-8.3,1.865348561,6.3,2008,3,1665
2008_3,10,-6.432432432,-2.7,-11,2.639976226,8.3,2008,3,1666
2008_3,11,-3.589285714,2.7,-8.3,3.635966353,11,2008,3,1667
2008_3,12,-0.636111111,1.1,-3.8,0.904639716,4.9,2008,3,1668
2008_3,13,-2.908,7.7,-10.5,6.353340329,18.2,2008,3,1669
2008_3,14,2.572,8.3,-2.7,3.195768035,11,2008,3,1670
2008_3,15,2.126530612,6.6,0.5,1.48503304,6.1,2008,3,1671
2008_3,16,-0.77037037,1.1,-2.2,0.879604288,3.3,2008,3,1672
2008_3,17,-3.688888889,-0.5,-7.2,2.288656531,6.7,2008,3,1673
2008_3,18,-0.196,5.5,-4.4,3.322458929,9.9,2008,3,1674
2008_3,19,3.056666667,6.6,0.5,2.111819502,6.1,2008,3,1675
2008_3,20,0.248,4.4,-2.2,1.284323057,6.6,2008,3,1676
2008_3,21,-3.110526316,0,-6.1,1.610067897,6.1,2008,3,1677
2008_3,22,-3.316666667,0,-7.2,2.167680922,7.2,2008,3,1678
2008_3,23,-3.604166667,0.5,-7.2,2.548909258,7.7,2008,3,1679
2008_3,24,-4.095833333,1.1,-9.4,3.940368463,10.5,2008,3,1680
2008_3,25,-2.4,6.6,-10,6.295236294,16.6,2008,3,1681
2008_3,26,4.585714286,8.3,2.7,1.794995984,5.6,2008,3,1682
2008_3,27,1.995833333,6,-4,2.833108474,10,2008,3,1683
2008_3,28,-0.410714286,0.5,-2.7,0.671681356,3.2,2008,3,1684
2008_3,29,-4.716666667,-3.3,-7.2,1.128934344,3.9,2008,3,1685
2008_3,30,-3.691666667,6.6,-11.6,7.15395401,18.2,2008,3,1686
2008_3,31,3.770833333,6.6,1.6,1.580445498,5,2008,3,1687
2008_4,1,12.08214286,20,6.6,3.396627256,13.4,2008,4,1688
2008_4,2,0.288,5.5,-3.3,2.131767655,8.8,2008,4,1689
2008_4,3,0.472,10.5,-7.2,7.09180983,17.7,2008,4,1690
2008_4,4,4.303125,8,1.6,2.281126543,6.4,2008,4,1691
2008_4,5,3.395833333,8.8,0.5,2.619969005,8.3,2008,4,1692
2008_4,6,6.7,15,-0.5,5.890153907,15.5,2008,4,1693
2008_4,7,6.85,12.7,2.7,3.528540775,10,2008,4,1694
2008_4,8,9.2,17.7,5,4.656984003,12.7,2008,4,1695
2008_4,9,12.34,17.7,8.8,3.029026246,8.9,2008,4,1696
2008_4,10,7.604,13.3,2.7,3.295891382,10.6,2008,4,1697
2008_4,11,9.25,15,5,3.602293955,10,2008,4,1698
2008_4,12,12.77857143,16.6,6.6,2.576296099,10,2008,4,1699
2008_4,13,2.864285714,6.6,0.5,1.78993364,6.1,2008,4,1700
2008_4,14,3.22,7.7,0.5,2.476556749,7.2,2008,4,1701
2008_4,15,2.68,10.5,-4.4,5.766642582,14.9,2008,4,1702
2008_4,16,7.668,19.4,-1.1,8.245237009,20.5,2008,4,1703
2008_4,17,14.056,24.4,3,7.63877608,21.4,2008,4,1704
2008_4,18,14.87083333,25,5.5,7.352756311,19.5,2008,4,1705
2008_4,19,19.97916667,28.8,9.4,6.926005133,19.4,2008,4,1706
2008_4,20,18.39230769,22.7,13.3,3.264343496,9.4,2008,4,1707
2008_4,21,16.836,23.3,12,4.195720042,11.3,2008,4,1708
2008_4,22,17.172,24.4,8.3,5.031692889,16.1,2008,4,1709
2008_4,23,17.18846154,22.7,12,3.465409289,10.7,2008,4,1710
2008_4,24,12.396,18.3,5,4.374593314,13.3,2008,4,1711
2008_4,25,13.6375,24.4,4.4,7.373207225,20,2008,4,1712
2008_4,26,19.13571429,26.6,15,4.041104936,11.6,2008,4,1713
2008_4,27,12.68,20,7.7,4.158817705,12.3,2008,4,1714
2008_4,28,10.19642857,15.5,5,2.550451252,10.5,2008,4,1715
2008_4,29,4.559259259,8.3,2,1.952564243,6.3,2008,4,1716
2008_4,30,3.064,7.7,-2.2,3.355577447,9.9,2008,4,1717
2008_5,1,5.152,13.8,-3,6.447100123,16.8,2008,5,1718
2008_5,2,11.288,16.1,8.3,2.810889539,7.8,2008,5,1719
2008_5,3,13.84230769,18.3,11,2.340456892,7.3,2008,5,1720
2008_5,4,11.54242424,13.3,9.4,0.979805562,3.9,2008,5,1721
2008_5,5,9.084,18.8,0.5,6.957051579,18.3,2008,5,1722
2008_5,6,11.844,17.7,6.1,4.487675716,11.6,2008,5,1723
2008_5,7,13.836,23.8,4.4,7.483308092,19.4,2008,5,1724
2008_5,8,12.8962963,16.1,8,2.34938314,8.1,2008,5,1725
2008_5,9,8.365517241,15,3,4.335672288,12,2008,5,1726
2008_5,10,8.865217391,16.1,2.7,4.80810005,13.4,2008,5,1727
2008_5,11,10.85,18.3,2.7,6.230081303,15.6,2008,5,1728
2008_5,12,10.92692308,15.5,6.6,2.620619422,8.9,2008,5,1729
2008_5,13,10.592,19.4,2,6.660512993,17.4,2008,5,1730
2008_5,14,13.08,23.3,4,7.352833921,19.3,2008,5,1731
2008_5,15,12.86451613,15.5,9,1.761353341,6.5,2008,5,1732
2008_5,16,8.530769231,11.1,6.6,1.122058548,4.5,2008,5,1733
2008_5,17,7.006382979,18.3,2,4.960426185,16.3,2008,5,1734
2008_5,18,8.620833333,11.1,3.8,2.138056648,7.3,2008,5,1735
2008_5,19,5.984,8.3,4.4,1.276936438,3.9,2008,5,1736
2008_5,20,7.448,15,0,5.660176676,15,2008,5,1737
2008_5,21,7.412,11.6,3.3,2.312523874,8.3,2008,5,1738
2008_5,22,6.872,11.1,4,2.26265331,7.1,2008,5,1739
2008_5,23,10.48846154,15,7.7,2.825218848,7.3,2008,5,1740
2008_5,24,11.85,16.6,6.6,3.657392752,10,2008,5,1741
2008_5,25,12.62083333,22.2,3.3,7.199092888,18.9,2008,5,1742
2008_5,26,18.208,27.7,10,6.429808188,17.7,2008,5,1743
2008_5,27,16.46551724,22.2,10,4.637985697,12.2,2008,5,1744
2008_5,28,8.324,14.4,2,4.272029182,12.4,2008,5,1745
2008_5,29,10.43333333,21.6,0.5,8.465668091,21.1,2008,5,1746
2008_5,30,14.24166667,23,4,7.297105839,19,2008,5,1747
2008_5,31,19.62413793,25,17,2.648268325,8,2008,5,1748
2009_3,1,-10.61,-7.2,-14,2.240127767,6.8,2009,3,1749
2009_3,2,-10.53461538,-8.3,-12.7,1.38157658,4.4,2009,3,1750
2009_3,3,-12.2,-7.2,-14.4,2.437353002,7.2,2009,3,1751
2009_3,4,-8.651428571,-2.2,-11.6,3.116877343,9.4,2009,3,1752
2009_3,5,-3.095454545,7.7,-12.7,8.154722691,20.4,2009,3,1753
2009_3,6,8.352,16.1,2.2,4.87451878,13.9,2009,3,1754
2009_3,7,7.106451613,14.4,2.7,3.463229272,11.7,2009,3,1755
2009_3,8,4.327868852,12.7,1.6,2.874029178,11.1,2009,3,1756
2009_3,9,4.11025641,7,-2.2,2.633668132,9.2,2009,3,1757
2009_3,10,-0.311111111,2.7,-2,1.724558658,4.7,2009,3,1758
2009_3,11,5.074193548,12.7,0.5,3.217138246,12.2,2009,3,1759
2009_3,12,-4.854545455,0,-6.1,1.576934699,6.1,2009,3,1760
2009_3,13,-5.781818182,1.6,-9,3.242824246,10.6,2009,3,1761
2009_3,14,-1.052,9.4,-8.3,6.605813097,17.7,2009,3,1762
2009_3,15,2.866666667,11.6,-3.8,5.918406562,15.4,2009,3,1763
2009_3,16,3.745833333,13.8,-3.8,6.911929144,17.6,2009,3,1764
2009_3,17,7.8375,15.5,0,4.91455801,15.5,2009,3,1765
2009_3,18,9.496296296,15,6.6,2.710872905,8.4,2009,3,1766
2009_3,19,4.958974359,9,0.5,2.354918475,8.5,2009,3,1767
2009_3,20,-1.621428571,1.6,-4,1.530760436,5.6,2009,3,1768
2009_3,21,-2.728,6.6,-10,6.406215732,16.6,2009,3,1769
2009_3,22,-0.376,2.2,-3.8,1.741713715,6,2009,3,1770
2009_3,23,-4.95,-1.6,-8.8,2.180745784,7.2,2009,3,1771
2009_3,24,-4.15,4.4,-11.1,5.636912507,15.5,2009,3,1772
2009_3,25,3.44,11.6,-2.2,5.321810469,13.8,2009,3,1773
2009_3,26,5.014814815,7.7,2.7,1.21075428,5,2009,3,1774
2009_3,27,6.017142857,12.7,2.7,2.837198879,10,2009,3,1775
2009_3,28,10.332,17.7,1.6,5.514202874,16.1,2009,3,1776
2009_3,29,10.353125,13.8,5,2.08867675,8.8,2009,3,1777
2009_3,30,2.710810811,5,0.5,1.513051329,4.5,2009,3,1778
2009_3,31,2.691666667,11.6,-0.5,4.172051593,12.1,2009,3,1779
2009_4,1,7.356,9,5.5,0.897255073,3.5,2009,4,1780
2009_4,2,9.203448276,18,1.1,5.265621844,16.9,2009,4,1781
2009_4,3,12.94137931,13.8,11.1,0.577257829,2.7,2009,4,1782
2009_4,4,2.913793103,12,0,2.649086654,12,2009,4,1783
2009_4,5,3.722580645,10.5,0,3.744659279,10.5,2009,4,1784
2009_4,6,6.62962963,11.6,4.4,2.016053802,7.2,2009,4,1785
2009_4,7,-0.566666667,4.4,-3.3,2.106400502,7.7,2009,4,1786
2009_4,8,-0.924242424,5,-3,2.391917419,8,2009,4,1787
2009_4,9,5.26,11.6,0,4.543676925,11.6,2009,4,1788
2009_4,10,6.352,13.8,1.6,4.46132641,12.2,2009,4,1789
2009_4,11,3.440740741,6.6,0,2.010216073,6.6,2009,4,1790
2009_4,12,-0.620833333,2.7,-4.4,2.276339389,7.1,2009,4,1791
2009_4,13,0.841666667,7.2,-5,4.130471777,12.2,2009,4,1792
2009_4,14,6.06,12.7,0.5,4.325987363,12.2,2009,4,1793
2009_4,15,9.464,16,5,3.460838049,11,2009,4,1794
2009_4,16,5.12,13.3,-3,5.688145568,16.3,2009,4,1795
2009_4,17,7.528,17.7,-2.2,7.716244769,19.9,2009,4,1796
2009_4,18,13.068,20,6.6,4.459794465,13.4,2009,4,1797
2009_4,19,9.02962963,16.1,4.4,3.745131693,11.7,2009,4,1798
2009_4,20,7.104,12.2,3.3,2.936193681,8.9,2009,4,1799
2009_4,21,8.838709677,18.3,3.8,4.509299829,14.5,2009,4,1800
2009_4,22,6.857575758,11.1,3,1.91850044,8.1,2009,4,1801
2009_4,23,-3.188888889,9.4,-14,8.530864026,23.4,2009,4,1802
2009_4,24,10.008,24.4,-1.6,10.0429876,26,2009,4,1803
2009_4,25,23.12962963,31.6,16.1,6.050798728,15.5,2009,4,1804
2009_4,26,20.656,27.7,12,5.167452628,15.7,2009,4,1805
2009_4,27,22.092,33.3,11.6,8.954510967,21.7,2009,4,1806
2009_4,28,20.21153846,30,8.3,5.618136839,21.7,2009,4,1807
2009_4,29,6.167567568,16.1,1.6,5.005555472,14.5,2009,4,1808
2009_4,30,11.74615385,17.7,7.7,3.160282363,10,2009,4,1809
2009_5,1,15.65714286,23.3,10.5,3.643098861,12.8,2009,5,1810
2009_5,2,9.648571429,15.5,3,3.415481314,12.5,2009,5,1811
2009_5,3,10.34583333,18.3,3.8,5.29322612,14.5,2009,5,1812
2009_5,4,11.364,15.5,7.7,2.603824111,7.8,2009,5,1813
2009_5,5,9.8875,15,4.4,3.849258822,10.6,2009,5,1814
2009_5,6,11.94375,17.2,9,2.684355813,8.2,2009,5,1815
2009_5,7,13.71785714,15.5,12.7,0.923380894,2.8,2009,5,1816
2009_5,8,16.07142857,24.4,9.4,4.942473301,15,2009,5,1817
2009_5,9,17.78518519,23.8,13.8,3.3926055,10,2009,5,1818
2009_5,10,9.257142857,14.4,7.2,1.731500863,7.2,2009,5,1819
2009_5,11,7.367857143,14.4,1.6,4.13620452,12.8,2009,5,1820
2009_5,12,7.94,16,-0.5,6.28026008,16.5,2009,5,1821
2009_5,13,11.4,21.1,3,7.375918022,18.1,2009,5,1822
2009_5,14,14.69166667,18.8,10,2.70890908,8.8,2009,5,1823
2009_5,15,11.5,20,5,4.882622246,15,2009,5,1824
2009_5,16,18.153125,24.4,10,4.167693288,14.4,2009,5,1825
2009_5,17,9.528125,17.7,4.4,3.580253584,13.3,2009,5,1826
2009_5,18,6.203846154,11.1,1.6,3.418710958,9.5,2009,5,1827
2009_5,19,9.832,23.3,-1.1,9.517165194,24.4,2009,5,1828
2009_5,20,16.944,28.3,6.6,8.337619564,21.7,2009,5,1829
2009_5,21,22.328,30.5,14.4,5.849609674,16.1,2009,5,1830
2009_5,22,18.964,25.5,12.2,4.641379105,13.3,2009,5,1831
2009_5,23,16.06,28.3,8.8,6.873968888,19.5,2009,5,1832
2009_5,24,17.96538462,23.3,13.8,3.3094945,9.5,2009,5,1833
2009_5,25,14.848,20.5,8.3,3.908124017,12.2,2009,5,1834
2009_5,26,9.537037037,19.4,2.2,4.88208248,17.2,2009,5,1835
2009_5,27,12.92413793,20.5,9,3.986553754,11.5,2009,5,1836
2009_5,28,17.81515152,22.2,15,2.575500099,7.2,2009,5,1837
2009_5,29,17.46,19.4,16.1,1.011178895,3.3,2009,5,1838
2009_5,30,12.77555556,19.4,9,3.212062178,10.4,2009,5,1839
2009_5,31,12.30357143,17,9.4,2.032419128,7.6,2009,5,1840
2010_3,1,-0.532142857,0.5,-1.6,0.522142007,2.1,2010,3,1841
2010_3,2,-0.840625,1.1,-2,0.788980304,3.1,2010,3,1842
2010_3,3,-1.39375,0,-2.2,0.785324055,2.2,2010,3,1843
2010_3,4,-2.636,0.5,-5.5,1.883011772,6,2010,3,1844
2010_3,5,-3.336,0,-6.6,2.11342534,6.6,2010,3,1845
2010_3,6,-4.858333333,2.2,-14.4,5.656617261,16.6,2010,3,1846
2010_3,7,-1.76,6.6,-8.8,6.280591798,15.4,2010,3,1847
2010_3,8,1.104,7.2,-7,4.935625594,14.2,2010,3,1848
2010_3,9,2.484,8.3,-5.5,4.531434651,13.8,2010,3,1849
2010_3,10,3.74,12.2,-2,5.685434607,14.2,2010,3,1850
2010_3,11,9.552,14.4,4.4,2.830800829,10,2010,3,1851
2010_3,12,7.385185185,10.5,5.5,1.198301267,5,2010,3,1852
2010_3,13,4.988888889,7.2,2.7,1.033788155,4.5,2010,3,1853
2010_3,14,4.415384615,7.7,2,1.838193093,5.7,2010,3,1854
2010_3,15,3.539285714,6.6,1.1,1.841162935,5.5,2010,3,1855
2010_3,16,4.688,11.6,-3.3,4.677723805,14.9,2010,3,1856
2010_3,17,4.368,13.8,-3.8,6.818218242,17.6,2010,3,1857
2010_3,18,6.208,17.2,-2.7,7.674737781,19.9,2010,3,1858
2010_3,19,8.26,17.2,-1.1,6.38579152,18.3,2010,3,1859
2010_3,20,8.096,12.7,3.8,2.968091418,8.9,2010,3,1860
2010_3,21,3.464,11.6,-2,4.969060944,13.6,2010,3,1861
2010_3,22,2.020454545,5,0.5,1.361015275,4.5,2010,3,1862
2010_3,23,5.4,8.3,0.5,1.644754508,7.8,2010,3,1863
2010_3,24,2.94375,10.5,0,3.802710197,10.5,2010,3,1864
2010_3,25,3.136,13,-2.7,4.815070093,15.7,2010,3,1865
2010_3,26,-2.141666667,3.3,-6.6,2.842873295,9.9,2010,3,1866
2010_3,27,-2.741666667,6.6,-9.4,6.167722197,16,2010,3,1867
2010_3,28,2.632,6.1,-0.5,1.994935254,6.6,2010,3,1868
2010_3,29,6.603225806,8.8,3.3,1.764933213,5.5,2010,3,1869
2010_3,30,2.232142857,3.3,0.5,0.749841253,2.8,2010,3,1870
2010_3,31,4.829032258,12.7,2,3.633473412,10.7,2010,3,1871
2010_4,1,10.71923077,23.8,1.6,8.877838441,22.2,2010,4,1872
2010_4,2,19.82083333,28.3,11.1,5.646390087,17.2,2010,4,1873
2010_4,3,20.204,28.3,14,4.836965302,14.3,2010,4,1874
2010_4,4,13.712,21.1,6,4.146315634,15.1,2010,4,1875
2010_4,5,13.228,23.8,4.4,6.696859961,19.4,2010,4,1876
2010_4,6,13.444,21.6,8.3,4.880495193,13.3,2010,4,1877
2010_4,7,21.196,27.2,13.3,3.296144212,13.9,2010,4,1878
2010_4,8,13.81904762,27.7,9,6.105824412,18.7,2010,4,1879
2010_4,9,6.186111111,10.5,2.2,2.343886001,8.3,2010,4,1880
2010_4,10,4.06,13.8,-1,4.909076744,14.8,2010,4,1881
2010_4,11,11.596,15,7.7,1.918002433,7.3,2010,4,1882
2010_4,12,6.6,11.6,0.5,3.663445555,11.1,2010,4,1883
2010_4,13,7.176923077,12.7,2,4.046263233,10.7,2010,4,1884
2010_4,14,6.688,15.5,-2,6.611500082,17.5,2010,4,1885
2010_4,15,9.552,18.3,1.6,6.280865121,16.7,2010,4,1886
2010_4,16,15.22666667,23.8,10.5,3.184654297,13.3,2010,4,1887
2010_4,17,6.125925926,12.7,2.7,3.006990905,10,2010,4,1888
2010_4,18,3.73,10.5,0.5,3.240173473,10,2010,4,1889
2010_4,19,7.4,13.3,1,4.01787672,12.3,2010,4,1890
2010_4,20,8.348,16.6,0.5,6.358401267,16.1,2010,4,1891
2010_4,21,10.92,19.4,4,5.864085606,15.4,2010,4,1892
2010_4,22,7.030769231,12.2,2.7,2.496841081,9.5,2010,4,1893
2010_4,23,5.168,12.7,-2,5.362114011,14.7,2010,4,1894
2010_4,24,9.120833333,18.8,0.5,7.561859627,18.3,2010,4,1895
2010_4,25,9.177419355,15,7.7,1.543310225,7.3,2010,4,1896
2010_4,26,8.75,10.5,8,0.696143221,2.5,2010,4,1897
2010_4,27,4.359574468,7.7,0,2.397703573,7.7,2010,4,1898
2010_4,28,5.338461538,12.2,-0.5,4.095370745,12.7,2010,4,1899
2010_4,29,8.654166667,16.6,1.1,6.008687853,15.5,2010,4,1900
2010_4,30,13.516,24.4,5.5,7.274595063,18.9,2010,4,1901
2010_5,1,20.848,28.8,13,5.978859981,15.8,2010,5,1902
2010_5,2,21.76923077,27.2,16,4.079389095,11.2,2010,5,1903
2010_5,3,20.40322581,23.3,17.7,1.469576781,5.6,2010,5,1904
2010_5,4,15.25185185,20.5,11.6,2.769666791,8.9,2010,5,1905
2010_5,5,15.2,26.1,6.1,7.887595747,20,2010,5,1906
2010_5,6,15.27096774,21.1,11.1,2.672476199,10,2010,5,1907
2010_5,7,9.588,16.6,2.7,4.889812539,13.9,2010,5,1908
2010_5,8,12.468,16.1,4.4,3.403028063,11.7,2010,5,1909
2010_5,9,1.565625,5,-1,1.639553317,6,2010,5,1910
2010_5,10,4.342307692,10,-1.1,4.225841746,11.1,2010,5,1911
2010_5,11,4.652,10.5,-1.6,4.935004222,12.1,2010,5,1912
2010_5,12,5.012121212,7.7,3.8,1.290774374,3.9,2010,5,1913
2010_5,13,4.786,15,0.5,4.944508807,14.5,2010,5,1914
2010_5,14,16.82571429,26.1,11.6,5.108375064,14.5,2010,5,1915
2010_5,15,13.012,16.1,10.5,1.901166309,5.6,2010,5,1916
2010_5,16,12.3037037,17.7,8.8,3.303667133,8.9,2010,5,1917
2010_5,17,12.05,21.1,2.7,6.695488423,18.4,2010,5,1918
2010_5,18,11.96,13.8,10.5,0.732006375,3.3,2010,5,1919
2010_5,19,13.67037037,18.8,9,2.938447368,9.8,2010,5,1920
2010_5,20,17.124,26.6,8,6.784374204,18.6,2010,5,1921
2010_5,21,19.43703704,28.8,11.6,6.914040795,17.2,2010,5,1922
2010_5,22,20.76,25.5,17.2,2.500333311,8.3,2010,5,1923
2010_5,23,19.33214286,23.8,16,2.757891515,7.8,2010,5,1924
2010_5,24,19.948,26.6,13,4.947568426,13.6,2010,5,1925
2010_5,25,21.028,28.3,14,5.35587839,14.3,2010,5,1926
2010_5,26,20.87666667,30.5,14,6.062870797,16.5,2010,5,1927
2010_5,27,22.6125,28.8,14.4,4.421814746,14.4,2010,5,1928
2010_5,28,19.184,26.1,14.4,3.858505756,11.7,2010,5,1929
2010_5,29,19.21481481,26.6,13.3,4.445888654,13.3,2010,5,1930
2010_5,30,17.44137931,26.1,11,5.739992362,15.1,2010,5,1931
2010_5,31,22.3,31.6,13.3,7.019723765,18.3,2010,5,1932
2011_3,1,-2.846428571,0.5,-5.5,1.817911325,6,2011,3,1933
2011_3,2,-1.538461538,2.7,-8.8,2.706152534,11.5,2011,3,1934
2011_3,3,-10.34,-5,-16.1,2.772724292,11.1,2011,3,1935
2011_3,4,-2.856,3.3,-8.3,4.237538594,11.6,2011,3,1936
2011_3,5,5.015384615,9.4,2.2,2.862403509,7.2,2011,3,1937
2011_3,6,2.109677419,10,-5.5,6.153175594,15.5,2011,3,1938
2011_3,7,-6.489130435,-3.3,-8,1.260551601,4.7,2011,3,1939
2011_3,8,-6.556,3.8,-16.6,7.08837546,20.4,2011,3,1940
2011_3,9,-0.232,2.2,-3.8,1.772408907,6,2011,3,1941
2011_3,10,3.42962963,6.6,1.6,1.968368089,5,2011,3,1942
2011_3,11,5.311764706,8.3,1.6,2.346081802,6.7,2011,3,1943
2011_3,12,1.238888889,6.6,-1.1,2.790829654,7.7,2011,3,1944
2011_3,13,1.834482759,5.5,0,1.467815642,5.5,2011,3,1945
2011_3,14,-1.517647059,0,-3,0.970620104,3,2011,3,1946
2011_3,15,0.1,8.3,-6.6,5.473061301,14.9,2011,3,1947
2011_3,16,4.582142857,9,2.7,2.132127015,6.3,2011,3,1948
2011_3,17,4.553571429,15.5,-4,7.030014074,19.5,2011,3,1949
2011_3,18,12.63461538,14.4,6.1,2.129590065,8.3,2011,3,1950
2011_3,19,1.624137931,6.1,-1.6,2.247324627,7.7,2011,3,1951
2011_3,20,-0.948,7.2,-7.2,5.406486845,14.4,2011,3,1952
2011_3,21,3.216129032,7.2,0.5,2.228915547,6.7,2011,3,1953
2011_3,22,1.982758621,6.1,0,1.495008114,6.1,2011,3,1954
2011_3,23,-1.253333333,1.1,-2.7,0.877980965,3.8,2011,3,1955
2011_3,24,-3.744117647,-1.6,-6,1.371394154,4.4,2011,3,1956
2011_3,25,-5.574074074,-3.3,-7.2,1.161760134,3.9,2011,3,1957
2011_3,26,-6.293103448,-2.7,-9.4,1.771789054,6.7,2011,3,1958
2011_3,27,-5.925,-1.6,-9.4,2.430458728,7.8,2011,3,1959
2011_3,28,-4.244,0.5,-8,3.203133882,8.5,2011,3,1960
2011_3,29,-1.964,3.8,-6.1,3.457947368,9.9,2011,3,1961
2011_3,30,0.483333333,8.8,-6.1,5.610600733,14.9,2011,3,1962
2011_3,31,2.05,5.5,0.5,1.399338468,5,2011,3,1963
2011_4,1,1.431428571,3,0.5,0.674655219,2.5,2011,4,1964
2011_4,2,3.651851852,9.4,-2,3.735831734,11.4,2011,4,1965
2011_4,3,4.538461538,10,0,3.444076297,10,2011,4,1966
2011_4,4,5.766666667,16.1,1.6,4.022722816,14.5,2011,4,1967
2011_4,5,5.915151515,13.3,0,5.228714063,13.3,2011,4,1968
2011_4,6,1.75,5.5,-1.1,1.993840515,6.6,2011,4,1969
2011_4,7,3.11875,9.4,0,3.285396573,9.4,2011,4,1970
2011_4,8,3.344,8.3,-1.1,3.986966265,9.4,2011,4,1971
2011_4,9,7.757692308,13.8,4,3.320382276,9.8,2011,4,1972
2011_4,10,10.21111111,16.1,7,3.278523745,9.1,2011,4,1973
2011_4,11,17.01538462,25.5,12.2,4.944871469,13.3,2011,4,1974
2011_4,12,9.811538462,16.1,5,3.418107889,11.1,2011,4,1975
2011_4,13,6.438461538,8.3,5.5,0.654384156,2.8,2011,4,1976
2011_4,14,6.016666667,11.6,3.8,2.199879893,7.8,2011,4,1977
2011_4,15,4.503846154,12.2,-3,5.175131362,15.2,2011,4,1978
2011_4,16,5.736,9.4,2.7,1.793478928,6.7,2011,4,1979
2011_4,17,6.505405405,10,3.3,1.802304997,6.7,2011,4,1980
2011_4,18,2.688888889,8.8,-2,2.722178615,10.8,2011,4,1981
2011_4,19,1.665957447,3.8,0.5,0.94230905,3.3,2011,4,1982
2011_4,20,8.4,21.6,-7,6.498047044,28.6,2011,4,1983
2011_4,21,3.38,8.3,0.5,1.783057519,7.8,2011,4,1984
2011_4,22,2.452,8.3,-2.7,3.80187673,11,2011,4,1985
2011_4,23,6.516666667,16.1,2.7,4.70905828,13.4,2011,4,1986
2011_4,24,10.23018868,13.3,7,1.944477872,6.3,2011,4,1987
2011_4,25,8.670833333,15,6.6,2.398843545,8.4,2011,4,1988
2011_4,26,7.079166667,22.7,-12,9.568516271,34.7,2011,4,1989
2011_4,27,19.6804878,25,15.5,3.580797363,9.5,2011,4,1990
2011_4,28,18.80789474,23,11.6,2.300925969,11.4,2011,4,1991
2011_4,29,8.096,10.5,6.1,1.421700859,4.4,2011,4,1992
2011_4,30,7.425806452,14.4,4,3.421984584,10.4,2011,4,1993
2011_5,1,11.71538462,19.4,5,5.421637561,14.4,2011,5,1994
