"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight"
2006114,"ZP NMUR06",26,24.4,"M",19.4,10.8,11.8,28.4,9,106.2,160.46,39.2,51,245
2006115,"AN CCLI06",27,26.5,"F",21.4,12.2,13.4,35.4,14,187.6,226.56,40.3,56.1,354
2006115,"BL SPRU06",NA,27.9,"F",22.3,12.4,12.6,33.9,11.6,146.16,211.875,41.5,54.3,362
2006115,"CK SPRU06",NA,27.5,"M",22.9,11.5,12.7,37.4,14.5,184.15,226.27,41.9,56.4,385
2006115,"IF WWCK06",28,26.7,"M",22.8,13.9,13.9,36.7,13.9,193.21,255.065,43.6,62.8,475
2006115,"NA ORHA06",28,27,"F",23.1,14.1,13.6,34.4,11.3,153.68,238.22,44.3,60.7,425
2006115,"OZ ORHA06",28,27.1,"M",24.8,14.2,14.1,39.4,14.6,205.86,278.755,42.8,61.5,435
2006116,"BM CCLI06",26,25.7,"M",20.4,12.6,13.4,33.2,12.8,171.52,215.8,39.6,55.2,357
2006116,"PY ARRO06",27,26.2,"F",21.4,13.2,12.8,32.1,10.7,136.96,208.65,41.2,54.5,318
2006116,"QX ARRO06",27,26.4,"F",21.6,12.6,12,33,11.4,136.8,202.95,40.1,54.3,327
2006116,"TU ARRO06",27,26.3,"M",21.8,13.6,12.1,33.8,12,145.2,217.165,41.8,59.1,360
2006117,"RW ARRO06",26,24.8,"M",19.3,12.5,11.3,30.6,11.3,127.69,182.07,40,53.6,283
2006117,"SV ARRO06",26,25.4,"F",20.6,12.3,11.6,31,10.4,120.64,185.225,41.8,55.8,317
2006117,"XQ LRI206",28,27.4,"M",22.7,12.1,13,35.8,13.1,170.3,224.645,43.5,61,402
2006119,"UT WKAY06",26,26.4,"M",21.3,13.3,12.3,34.7,13.4,164.82,222.08,41.2,54.5,345
2006119,"VS WKAY06",26,25.9,"M",22.3,13.2,12.5,34.5,12.2,152.5,221.6625,42.4,54.1,340
2006120,"DJ SLIM06",26,25.8,"F",21.7,13.8,12,32.6,10.9,130.8,210.27,41.4,58.4,420
2006120,"WR WKAY06",25,25.6,"F",20.6,12.2,12.7,32.2,11.6,147.32,200.445,40.3,52.8,308
2006122,"EI NBU206",28,27.1,"M",23.6,13.3,13.4,35.8,12.2,163.48,238.965,44.7,60,412
2006122,"FH NBU206",28,26.5,"M",24.2,13,12.8,35.8,11.6,148.48,230.91,43.1,60.4,374
2006122,"GG NBU206",28,27.3,"F",22.8,12.7,13.6,35.2,12.4,168.64,231.44,41.2,58.8,345
2006123,"HF NBU206",27,25.5,"F",20.7,11.6,11.8,31.8,11.1,130.98,186.03,39.7,55.1,293
2006123,"IE HAW206",28,26.5,"M",23.4,13.5,13.6,36.6,13.2,179.52,247.965,41.7,61.1,350
2006123,"JD HAW206",28,26.3,"F",22.4,12.8,12.9,34.5,12.1,156.09,221.6625,39.9,56.2,317
2006123,"KC HAW206",28,26.7,"M",23.1,13.3,13.4,35.3,12.2,163.48,235.6275,43.6,62,390
2006123,"LB HAW206",28,27.6,"F",23.6,14.5,13.7,35.6,12,164.4,250.98,42.1,60.9,389
2006127,"MA DOG206",29,28.3,"F",25,13.4,13.7,31.8,6.8,93.16,215.445,47.9,59.1,377
2006127,"NZ DOG206",29,27.7,"",23.2,12.3,12.7,34.7,11.5,146.05,216.875,42.4,59.8,373
2006127,"OY DOG206",29,26.6,"",22.8,13.6,13.1,34.2,11.4,149.34,228.285,40.3,57.8,397
2006132,"QW CUGO06",25,24.7,"M",20.9,13.9,12.5,33,12.1,151.25,217.8,38.8,58.3,373
2006138,"doa JUDD06",NA,26.2,"F",21.4,13.8,13,35.4,14,182,237.18,38.2,54.6,315
2006139,"SU JUDD06",24,24.3,"F",18.4,11.6,11.4,28.6,10.2,116.28,164.45,39.3,50.8,270
2006141,"CJ SLO206",27,26.3,"F",21.3,10.7,12.4,32.4,11.1,137.64,187.11,40.2,57.6,342
2007102,"AJ LOCO07",24,25.4,"M",22.8,12.5,12.8,35.2,12.4,158.72,222.64,41.1,60.4,425
2007102,"BI LOCO07",24,25.2,"F",21.7,13,12.7,33.6,11.9,151.13,215.88,41.5,59.2,385
2007102,"CH LOCO07",24,25.2,"M",21.6,13.1,12.8,33.8,12.2,156.16,218.855,40.9,59.1,395
2007105,"KZ SPRU07",27,26.4,"F",23.2,11.7,12.7,34.5,11.3,143.51,210.45,41.6,57.4,393
2007105,"MX SPRU07",27,26.9,"M",25.1,13.1,13.9,38.2,13.1,182.09,257.85,44.3,61.1,472
2007105,"OV SPRU07",27,26.4,"F",23.2,13,12.8,35.4,12.2,156.16,228.33,41.5,60.5,390
2007106,"FE STAD07",26,26.4,"F",21.9,12.7,12.4,34.9,13,161.2,218.9975,39.9,57.6,364
2007106,"HC STAD07",26,26.4,"F",22.1,12.4,12.3,33.4,11.3,138.99,206.245,40.6,57.7,355
2007106,"IB STAD07",26,26.5,"M",23.5,13.2,12.7,36.3,12.8,162.56,235.0425,40.1,61.1,400
2007106,"JA SPRU07",26,25.4,"M",22.9,13,13.3,35.5,12.6,167.58,233.4125,41.4,59.1,403
2007106,"LY SPRU07",26,26.1,"F",22.5,11.4,11.6,35,12.5,145,201.25,41.3,57.6,365
2007106,"PU NBUR07",26,26.2,"M",21.9,12.1,12.2,34.6,12.7,154.94,210.195,43.4,59.2,420
2007106,"QS CLAR07",28,26.9,"F",23.4,10.5,12.2,34.4,11,134.2,195.22,42.6,59.2,405
2007106,"RR CLAR07",28,26.8,"M",24.5,12.7,13.2,37.7,13.2,174.24,244.1075,43.7,63.5,425
2007106,"SQ CLAR07",28,27,"M",24.5,12.1,12.9,36.8,12.3,158.67,230,43.4,60.7,440
2007106,"SR NBUR07",26,25.6,"F",21.6,11.7,12,31.8,10.2,122.4,188.415,40.8,58.3,360
2007106,"TQ NBUR07",26,25.7,"M",22.9,12.9,12.8,34.7,11.8,151.04,222.9475,43.7,60.4,402
2007106,"VO NBUR07",26,26.2,"F",20.6,11.3,11.7,32.5,11.9,139.23,186.875,42,58.1,357
2007107,"AH MNDY07",28,27,"F",22.6,11.7,12.1,34.9,12.3,148.83,207.655,42.8,56.2,390
2007107,"BG MNDY07",28,25.8,"F",20.7,13.2,12.6,34,13.3,167.58,219.3,39.1,57.5,360
2007107,"CF MNDY07",28,26.5,"F",21.6,12.1,12.8,35.8,14.2,181.76,222.855,38.3,57.5,420
2007107,"DE MNDY07",28,26.7,"M",23.6,11,12.1,38.5,14.9,180.29,222.3375,40.3,57.1,445
2007107,"GD STAD07",25,26.3,"F",22.1,11.8,12.4,33.4,11.3,140.12,202.07,39.3,59.2,375
2007107,"UP NBUR07",25,25.4,"M",20.1,12.3,12.2,31.1,11,134.2,190.4875,41.9,59,391
2007107,"WN NBUR07",25,25.4,"M",22.4,11.7,11.4,29.8,7.4,84.36,172.095,47.3,59.8,358
2007108,"AI FOWA07",25,25,"F",21.3,12.9,11.9,34.4,13.1,155.89,213.28,40.2,57.5,343
2007108,"CG FOWA07",25,25.8,"M",22.7,12.4,12.9,36.3,13.6,175.44,229.5975,43.4,61.4,440
2007108,"DF FOWA07",25,25.5,"M",22.8,13.7,12.2,37.5,14.7,179.34,242.8125,37.9,58.1,425
2007108,"ED MNDY07",27,25,"M",23.1,13.5,12.4,35,11.9,147.56,226.625,38.4,57.2,405
2007108,"EE FOWA07",25,25.9,"F",21.8,11.5,11.9,35.1,13.3,158.27,205.335,39.4,58.1,363
2007108,"MV BIRC07",28,27.2,"F",24.1,11.2,12,35,10.9,130.8,203,41.2,56.2,376
2007108,"NU BIRC07",28,26.5,"F",22.9,11.5,11.7,35,12.1,141.57,203,40,56.5,377
2007108,"PS BIRC07",28,27,"F",22.8,11.8,12.5,35.3,12.5,156.25,214.4475,41,57.6,395
2007109,"BH FOWA07",24,24.4,"F",19.6,11.6,9.6,33,13.4,128.64,174.9,33.9,57.6,325
2007109,"FD HAPA07",24,25.6,"F",19.7,9.9,12.1,33.6,13.9,168.19,184.8,40.9,58.8,395
2007109,"JZ HAPA07",24,25.1,"F",20.5,11.8,12.6,32.8,12.3,154.98,200.08,39.4,57.7,390
2007109,"OT BIRC07",27,25.7,"F",21,18.4,12.2,31.8,10.8,131.76,243.27,39.6,56.3,330
2007109,"DB MNDY07",26,23.9,"M",18.6,14.6,12.2,32.5,13.9,169.58,217.75,35.2,54.3,270
2007110,"FC CCLI07",25,25.6,"F",19.9,11.9,12,31.4,11.5,138,187.615,40.4,58.4,387
2007110,"KY NROC07",24,25,"M",20.8,12.9,13.6,32.6,11.8,160.48,215.975,41.6,59,428
2007110,"LX NROC07",24,25.3,"M",21,13,13.2,31.6,10.6,139.92,206.98,41.4,58.4,400
2007110,"QR KAYS07",27,26.2,"M",22.8,14.2,12.7,33.5,10.7,135.89,225.2875,46.2,61,397
2007110,"RQ KAYS07",27,26.4,"",24.5,12,13.3,39.1,14.6,194.18,247.3075,39,61,410
2007110,"SP KAYS07",27,26.7,"F",22.3,13,13.3,35.9,13.6,180.88,236.0425,38.1,58.7,385
2007110,"TO KAYS07",27,26.3,"F",22.9,13.4,12.3,35.9,13,159.9,230.6575,41.7,60,365
2007110,"TP NEEL07",25,25.9,"F",22.4,10.6,12.4,35.5,13.1,162.44,204.125,40.9,59.3,360
2007110,"UO NEEL07",25,25.4,"F",21.3,12.9,11.6,33.6,12.3,142.68,205.8,39.7,54.5,340
2007110,"VN NEEL07",25,25.5,"F",20.6,12.4,12.8,33.1,12.5,160,208.53,38.3,54.8,340
2007110,"YK NEEL07",25,25.7,"F",19.9,11.6,11.6,31.5,11.6,134.56,182.7,41.1,57.2,345
2007110,"ZJ NEEL07",25,25.6,"F",21.7,13,12.5,32.7,11,137.5,208.4625,39.1,57.2,350
2007111,"JY LRIS07",25,25.8,"F",22.5,12.6,12.8,34,11.5,147.2,215.9,42.9,59.8,375
2007111,"LX LRIS07",25,25.2,"M",21.8,12,12.2,33.4,11.6,141.52,202.07,41.4,60.2,363
2007111,"NT DBAR07",28,27.6,"M",23.9,11.8,13.2,37.3,13.4,176.88,233.125,42.5,61.2,450
2007111,"OS DBAR07",28,27.3,"F",23.9,12,13.1,35.8,11.9,155.89,224.645,43.2,57.2,411
2007111,"UN KAYS07",26,24.2,"F",18.2,13.1,11,31.1,12.9,141.9,187.3775,37.6,54.3,268
2007112,"AF BROT07",29,27.8,"M",23.4,11.3,14,36.2,12.8,179.2,228.965,44.7,61.7,419
2007112,"IY WWCK07",26,26.3,"F",22,11,13,33.9,11.9,154.7,203.4,43.2,57.4,382
2007112,"JX WWCK07",26,26.1,"F",21.2,12.3,12.9,32.5,11.3,145.77,204.75,43.4,56.9,360
2007112,"KW WWCK07",26,26.2,"F",21.4,12,13.5,33.6,12.2,164.7,214.2,42.9,58.2,400
2007112,"MU WWCK07",26,26.6,"F",21.9,12.4,12.8,36.2,14.3,183.04,228.06,40.7,59.1,423
2007112,"PR DBAR07",27,25.6,"F",21.3,13.3,12.3,33.4,12.1,148.83,213.76,39.2,58.1,365
2007112,"ZH BROT07",29,27.1,"M",23.2,11.5,13.4,34.7,11.5,154.1,216.0075,42.9,62.4,410
2007112,"doa1 BROT07",NA,25.5,"M",23,11.3,12.2,36.4,13.4,163.48,213.85,41.8,59.4,420
2007113,"GA WWCK07",25,25.4,"F",19.8,10,12.2,33.1,13.3,162.26,183.705,39.1,56.2,340
2007113,"HZ WWCK07",25,24.8,"F",18.6,10.8,12.9,31.1,12.5,161.25,184.2675,37.4,55.5,338
2007113,"VM SLOP07",24,25.5,"M",22.3,11.7,12.8,33.7,11.4,145.92,206.4125,40.7,59.1,396
2007113,"WL SLOP07",24,25.5,"F",22,10.6,12.4,31.6,9.6,119.04,181.7,42.1,56.1,328
2007113,"XK SLOP07",24,24.9,"",21,11.9,12.5,33.1,12.1,151.25,201.91,41.9,57.5,372
2007113,"YJ SLOP07",24,24.8,"M",21.6,11.8,13.2,33.7,12.1,159.72,210.625,38.2,58.3,348
2007114,"BE BROT07",27,25,"M",21.4,12.1,12.1,33.2,11.8,142.78,200.86,41.4,57.8,385
2007114,"QQ CRIS07",25,25.9,"",20.9,11.2,13.2,34.8,13.9,183.48,212.28,36.4,50.8,365
2007114,"RP CRIS07",25,25.9,"M",21.8,12.7,12.6,35.1,13.3,167.58,222.0075,38.8,56.9,422
2007114,"SO CRIS07",25,25.4,"F",20.6,11.5,12.3,34.8,14.2,174.66,207.06,34.9,55.1,350
2007114,"TN CRIS07",25,25.9,"M",21.9,11.7,12.6,35.3,13.4,168.84,214.4475,38.7,56.6,392
2007115,"UM SMUR07",24,25.3,"M",22.2,14,12.1,34.3,12.1,146.41,223.8075,42.1,59.6,413
2007115,"WK TURF07",25,25.3,"M",22.4,13.2,13.9,34,11.6,161.24,230.35,43,61.6,435
2007115,"XJ TURF07",25,25.7,"M",23.5,13.2,12.6,34,10.5,132.3,219.3,43.4,60.9,394
2007115,"YI TURF07",25,24.5,"M",21.2,12.6,12.6,31.5,10.3,129.78,198.45,41.9,58.4,410
2007117,"CD SWEG07",24,25.3,"F",21.5,13.4,13.3,33.8,12.3,163.59,225.615,40,56.5,380
2007117,"FA SWEG07",24,25.3,"F",21.3,12.6,11.8,32.2,10.9,128.62,196.42,41,55.7,333
2007117,"GZ WWIL07",29,26.9,"M",25.9,11.1,14,38.1,12.2,170.8,239.0775,43,63.7,413
2007117,"HY WWIL07",29,27.8,"M",26.3,14.3,13.7,36.8,10.5,143.85,257.6,46.6,63.2,448
2007117,"JW WWIL07",29,27.8,"M",25.9,12.4,14.2,39.3,13.4,190.28,261.345,44.8,67.3,460
2007117,"KV WWIL07",29,27,"M",25.9,11.7,13.4,34.5,8.6,115.24,216.4875,49.6,62.8,420
2007130,"SN ROTA07",28,26.2,"",21.3,10.6,12.1,33.9,12.6,152.46,192.3825,39.2,55,310
2007130,"TM ROTA07",28,26.6,"",22.5,11.7,12.9,36.4,13.9,179.31,223.86,42.6,59.9,410
2008102,"JV GYMN08",NA,25.2,"F",19.9,13.8,14,30.1,10.2,142.8,209.195,40.7,56.8,430
2008102,"JV GYMN08",25,25.9,"F",20.5,13,13.5,30.1,9.6,129.6,199.4125,42.4,59,430
2008103,"IW GYMN08",24,24.7,"M",19.4,13,13.1,31.1,11.7,153.27,202.9275,39.1,55.5,333
2008107,"NR STAD08",25,25,"F",22,14.4,13,34.3,12.3,159.9,234.955,40.3,59.6,380
2008107,"OQ STAD08",25,25,"M",23.6,15.4,13.6,36.1,12.5,170,261.725,41.5,59.8,432
2008107,"QO MNDY08",25,25,"F",21,12.6,11.6,33.6,12.6,146.16,203.28,39.8,57.2,350
2008107,"SM MNDY08",25,25,"M",23.1,15.4,13.7,36.4,13.3,182.21,264.81,42.2,60.8,426
2008107,"TL MNDY08",25,25,"M",22.6,14,12.4,35.6,13,161.2,234.96,41.2,60.9,393
2008107,"WI MNDY08",25,25,"M",22,14.2,12.9,34.6,12.6,162.54,234.415,42,59.5,379
2008108,"UK MNDY08",24,24,"M",20.2,13.5,11.4,32.8,12.6,143.64,204.18,39.2,56.2,325
2008110,"YG BROT08",25,25,"F",20.5,13.1,13.1,31,10.5,137.55,203.05,41,60.7,382
2008110,"ZF BROT08",25,25.6,"F",21,12.2,12.6,32.2,11.2,141.12,199.64,41.7,60,380
2008111,"AD SEPG08",24,24.7,"M",22.9,12.2,11.4,35.6,12.7,144.78,210.04,42.6,57.3,400
2008111,"BC SEPG08",24,25.2,"M",21.7,12,11.9,35.4,13.7,163.03,211.515,41.5,59.5,440
2008111,"CB SEPG08",24,24.3,"M",20.6,12.9,11.5,32.1,11.5,132.25,195.81,42.5,57.8,370
2008111,"DA SEPG08",24,25,"F",20.1,11.3,11.4,29.6,9.5,108.3,167.98,43,57.5,300
2008111,"KT NEEL08",27,26.6,"M",23.5,13.2,13.7,36.9,13.4,183.58,248.1525,42.3,60.2,430
2008111,"TK FOPA08",29,28.1,"M",22.1,13.5,12.6,34.8,12.7,160.02,227.07,43.9,61.7,399
2008111,"UJ FOPA08",29,27.4,"M",22.1,13.8,13.3,34.7,12.6,167.58,235.0925,42.4,58.5,375
2008112,"HW DBAR08",25,25.3,"M",22.9,14.9,13.3,34.6,11.7,155.61,243.93,43.2,63.3,442
2008112,"JU NEEL08",26,26.2,"F",20.8,12.4,12.6,32.9,12.1,152.46,205.625,41,56.1,378
2008113,"IV DBAR08",24,24.6,"F",19.4,13.4,11.2,30.5,11.1,124.32,187.575,40.9,56,352
2008113,"LS BIRC08",25,24.3,"M",19.6,13.3,11.5,30.7,11.1,127.65,190.34,38.5,51,257
2008114,"MR WILG08",25,25,"F",23.1,13.8,13.1,34.7,11.6,151.96,233.3575,40.9,59.1,423
2008114,"NQ WILG08",25,25,"M",23.9,13.6,13.8,37.3,13.4,184.92,255.505,43,64.1,487
2008114,"OP WILG08",25,25,"M",25.3,14.7,13.5,38.4,13.1,176.85,270.72,43.2,63.8,472
2008115,"NP SLEB08",NA,28.7,"M",25.9,13.3,14.1,40,14.1,198.81,274,44.5,65.2,483
2008115,"OO SLEB08",NA,28.1,"M",24.6,13.9,14.2,37.6,13,184.6,264.14,45.2,63.9,455
2008116,"HV SILI08",28,27.2,"F",22.7,13.1,13.1,35.2,12.5,163.75,230.56,42.4,58.4,368
2008116,"IU SILI08",NA,27,"F",23.6,14,13.3,37.2,13.6,180.88,253.89,42.4,58.4,418
2008116,"JT SILI08",28,26.6,"F",22.5,13.7,12,35.3,12.8,153.6,226.8025,42.7,60.5,394
2008116,"PN SLEB08",29,27.2,"F",22.6,13.8,12.4,36.7,14.1,174.84,240.385,42.3,61,400
2008116,"VI BIRN08",26,26.3,"M",20.4,13.2,12.1,32.1,11.7,141.57,203.0325,43,56,365
2008116,"WH BIRN08",26,26.1,"M",20.6,13.4,12.5,34,13.4,167.5,220.15,41.7,54.4,358
2008116,"XG BIRN08",26,26.3,"F",22.3,12.7,12.4,34.4,12.1,150.04,215.86,41,56.1,365
2008116,"YF BIRN08",26,25.7,"F",19.4,12.3,12.1,32.8,13.4,162.14,200.08,37.7,49.6,305
2008116,"IU SILI08",28,27,"f",23.6,14,13.3,37.2,13.6,180.88,253.89,42.4,58.4,418
2008117,"KS SILI08",27,25.6,"F",22.1,12.3,12,34.5,12.4,148.8,209.5875,40.4,58.2,372
2008118,"BB SMUR08",26,26.1,"F",21.7,14.3,13.1,34.6,12.9,168.99,237.01,41.8,59,375
2008118,"CA MCUN08",26,26,"F",18.4,13,12.2,31.4,13,158.6,197.82,39.3,50.1,318
2008118,"DZ MCUN08",26,25.9,"F",18.8,11.7,11.6,31.9,13.1,151.96,185.8175,38.2,48.6,305
2008118,"EY MCUN08",26,25.9,"M",19.4,12.7,11.2,31.4,12,134.4,187.615,40.6,45.9,320
2008118,"ZE SMUR08",26,25.8,"M",21.4,13.6,13.4,34.3,12.9,172.86,231.525,43.1,60,424
2008119,"FX MCUN08",25,24.2,"M",15.6,11.2,9.2,22.3,6.7,61.64,113.73,39.5,45.5,205
2008120,"CZ NMUR08",28,26.5,"F",22.8,13.3,12.7,34.4,11.6,147.32,223.6,42.9,58.8,370
2008120,"DY NMUR08",28,26.9,"F",22.3,12.5,12.7,34.4,12.1,153.67,216.72,41,57.3,392
2008120,"EX NMUR08",28,27,"M",24.3,13.5,13.8,37.1,12.8,176.64,253.2075,42.2,57.2,415
2008120,"FW NMUR08",28,25.4,"F",20,12.8,11.9,32.8,12.8,152.32,202.54,38.1,54.9,327
2008121,"QM WWCK08",25,24.9,"M",20.9,13,12,33.8,12.9,154.8,211.25,39.3,57.4,390
2008121,"RL WWCK08",25,25.9,"M",23.3,14.3,14.1,37.1,13.8,194.58,263.41,41.3,61.7,420
2008121,"SK WWCK08",25,25.6,"M",21.8,12.7,13.1,33.8,12,157.2,218.01,41.8,58.1,415
2008121,"TJ WWCK08",25,25.8,"M",22.1,14.4,13.8,36.9,14.8,204.24,260.145,42,61,428
2008121,"UI WWCK08",25,25.5,"F",21.6,11.8,12.2,34.5,12.9,157.38,207,37.5,57.9,330
2008121,"VH MIMT08",27,26.8,"F",21.9,13.5,12.4,34.8,12.9,159.96,225.33,40.8,58.8,380
2008121,"WG MIMT08",27,26.8,"M",23.2,13,12.8,37.8,14.6,186.88,243.81,42.7,62.3,385
2008121,"XF MIMT08",27,26,"F",21.9,13,11.5,33.4,11.5,132.25,204.575,42.5,58.5,353
2008122,"doa MIMT08",26,25.3,"",21.6,13.4,13.6,35.3,13.7,186.32,238.275,40.1,57.6,358
2008124,"AB BART08",24,25.2,"M",20.1,13,12.4,32.9,12.8,158.72,208.915,38.1,58,310
2008124,"BA BART08",24,24.3,"M",18.3,11.7,10.4,30.9,12.6,131.04,170.7225,35.9,55.7,225
2008124,"YE BART08",24,25.3,"M",20.3,12.9,13.2,34.4,14.1,186.12,224.46,39.1,60.4,320
2008124,"ZD BART08",24,25.6,"F",20.3,12.4,12.4,33.2,12.9,159.96,205.84,37.1,57.2,300
2008126,"NO CISH08",28,27.6,"M",23.8,12.9,13.4,37.8,14,187.6,248.535,42,60,402
2008127,"ON CISH08",27,26.7,"M",23.6,13.5,12.9,36.3,12.7,163.83,239.58,41.6,61.5,387
2008134,"PM ROTA08",25,26,"F",21.4,10.6,12.2,32,10.6,129.32,182.4,41.6,57.8,325
2008134,"QL ROTA08",25,25.8,"F",22.4,11.9,12,34.5,12.1,145.2,206.1375,39.7,56.8,312
2008135,"RK ROTA08",24,25.3,"M",21.4,11.1,12.3,34.9,13.5,166.05,204.165,39,59.8,330
2009103,"AA FOWA09",26,26.1,"M",23.3,13.1,13.4,36.7,13.4,179.56,243.1375,40.6,62.2,400
2009103,"BZ FOWA09",26,25.5,"",22.6,13.5,12.3,35.3,12.7,156.21,227.685,44.1,64,393
2009103,"CY FOWA09",26,26.5,"F",22.1,12.8,13,33.7,11.6,150.8,217.365,42.8,60.5,373
2009104,"DX FOWA09",25,25.2,"M",22.6,13,12.2,33.5,10.9,132.98,211.05,43.2,61.6,350
2009104,"FV STAD09",25,26.4,"M",24.8,14.2,13.7,36.5,11.7,160.29,254.5875,44.2,63.5,460
2009104,"GU STAD09",25,26.4,"F",21.9,13.3,12.1,32.8,10.9,131.89,208.28,41.9,60.6,385
2009105,"EW STAD09",24,26.3,"F",22.4,12.9,11.9,34.1,11.7,139.23,211.42,40.9,59.1,384
2009105,"HT MNDY09",25,25.9,"M",23.4,12,12.4,35.6,12.2,151.28,217.16,42.6,58,397
2009105,"IS MNDY09",25,26.1,"F",20.8,10,11.1,34.2,13.4,148.74,180.405,39.4,54.7,344
2009105,"JR MNDY09",25,25.7,"F",21.5,10.9,12,33.1,11.6,139.2,189.4975,39,56.3,352
2009108,"LP HAPA09",25,25.8,"M",22.4,12.3,12.5,33.4,11,137.5,207.08,42.9,58.5,390
2009108,"MO HAPA09",25,25.6,"F",21.5,12.1,13.4,33.6,12.1,162.14,214.2,39.9,56.7,362
2009108,"NY CISH09",29,28,"F",22.9,13,12.3,32,9.1,111.93,202.4,45.8,61.1,411
2009108,"OM HORC09",25,26,"",21.5,13.3,12.7,32.4,10.9,138.43,210.6,43.1,60.3,429
2009108,"OX CISH09",29,28,"M",24.3,13.9,13.5,36.6,12.3,166.05,250.71,44.4,59.5,435
2009108,"PW CISH09",29,27.4,"M",24.1,11.9,13.8,36,11.9,164.22,231.3,44.1,59.7,412
2009108,"RU CISH09",29,28.3,"M",26,13.9,14.2,39.9,13.9,197.38,280.2975,44.1,62.6,432
2009109,"TS CISH09",28,26.4,"M",22.6,13.5,12.7,35.1,12.5,158.75,229.905,41.6,59.8,375
2009110,"B2 ECRI09",28,27.8,"F",23.8,11.7,13.3,36.1,12.3,163.59,225.625,44.7,59.5,412
2009110,"C3 ECRI09",28,27.2,"F",22.4,13,13.7,38.5,16.1,220.57,256.9875,44.2,61.5,425
2009110,"D4 ECRI09",28,27.5,"F",22.8,12.2,13.7,36,13.2,180.84,233.1,43.4,58.1,398
2009111,"E5 WWCK09",27,26.6,"M",24,14,14.1,36.3,12.3,173.43,255.0075,44.3,61.9,430
2009111,"FG NMUR09",25,25.6,"M",24.1,13.8,12.4,35.3,11.2,138.88,231.215,42.3,59.3,415
2009111,"GF NMUR09",25,25.9,"M",21.7,13.3,12.7,33.2,11.5,146.05,215.8,41.8,59.4,395
2009111,"HE NMUR09",25,25.5,"M",21.5,13.5,12.7,33.3,11.8,149.86,218.115,40.8,56.8,337
2009111,"PL NROC09",24,25.5,"M",22.1,13.8,12.9,36,13.9,179.31,240.3,40.6,54.1,425
2009111,"QK NROC09",24,25.5,"F",22,12.6,12.1,33.2,11.2,135.52,205.01,40.8,55.7,377
2009111,"RJ NROC09",24,25.4,"F",22,11.8,11.1,33.1,11.1,123.21,189.4975,42.1,52.2,375
2009111,"SI NROC09",24,25.1,"F",21,13.1,12.1,32,11,133.1,201.6,39.6,55.5,360
2009111,"WE DOGS09",25,26.5,"F",23.2,13.8,13.6,33.7,10.5,142.8,230.845,47,64.5,454
2009111,"XD DOGS09",25,26.5,"F",23.4,14.2,13.7,36.1,12.7,173.99,251.7975,41.9,60,415
2009111,"YC DOGS09",25,26.2,"M",22.6,12.7,12.6,33.6,11,138.6,212.52,43.5,60.4,405
2009111,"ZB NMUR09",25,26.3,"M",22.4,14.1,13.9,35.5,13.1,182.09,248.5,43,59.1,457
2009112,"ID NMUR09",24,25,"M",21.1,13.2,11.9,31,9.9,117.81,194.525,43.4,55.8,327
2009112,"JC SWEG09",24,25.5,"M",20.8,13.7,12.6,33.8,13,163.8,222.235,42.2,60.8,418
2009112,"LA SWEG09",24,25.2,"F",19.9,14.5,12.3,30.6,10.7,131.61,205.02,41.3,58,370
2009112,"MZ SWEG09",24,25.5,"F",21.4,13.8,12.7,31.7,10.3,130.81,210.0125,41.6,56.8,343
2009113,"F6 WWCK09",25,25.6,"F",20.7,12.3,12.3,31.8,11.1,136.53,195.57,41,56.6,330
2009113,"WP KAYS09",25,25.3,"M",21.9,13.6,11.9,34.6,12.7,151.13,220.575,41.3,59.6,382
2009113,"ZM KAYS09",25,25.8,"F",22,13.9,12,33.2,11.2,134.4,214.97,42.8,58.9,402
2009114,"XO KAYS09",24,25.2,"M",22.2,13.7,12.3,32.7,10.5,129.15,212.55,45.3,61.8,410
2009115,"M3 ROWA09",25,25.3,"F",22.4,11.9,12.2,32.5,10.1,123.22,195.8125,42.7,60,395
2009115,"N4 ROWA09",25,25.6,"F",21.2,11.7,12.8,32.9,11.7,149.76,201.5125,42.5,58.2,380
2009115,"O5 ROWA09",25,25.2,"M",22.6,13.2,12.7,33.8,11.2,142.24,218.855,43.7,60.2,418
2009116,"P6 ROWA09",24,24.7,"M",22.3,14.4,12.6,32.6,10.3,129.78,220.05,41.9,57.2,380
2009116,"R8 STEX09",24,25.3,"F",21.8,12.4,11.8,32.9,11.1,130.98,199.045,41.6,58.9,342
2009116,"S9 STEX09",24,25.3,"F",22.9,12.8,11.2,34.1,11.2,125.44,204.6,43,58.8,345
2009119,"B3 SMUR09",29,27.7,"M",24.2,12.2,13,36,11.8,153.4,226.8,44.1,60.2,453
2009119,"C4 SMUR09",29,27.8,"M",23.6,13.2,13.2,38.5,14.9,196.68,254.1,43.3,58.3,448
2009119,"T0 SLIM09",24,25.7,"M",23,15,12.8,34.7,11.7,149.76,241.165,43.4,62.2,480
2009120,"A2 SMUR09",28,26.7,"M",23.1,14.9,13.1,36.5,13.4,175.54,255.5,42.7,61.2,420
2009120,"D5 SPRU09",28,27.2,"M",25.2,12.8,13.2,38.2,13,171.6,248.3,44,60.9,430
2009121,"ef&d SPRU09",27,26.2,"",23,12.8,12.7,37.5,14.5,184.15,239.0625,39.5,58,428
