"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight"
1996114,"MR FAEL96",28,25.8,"",20.3,11.6,11.4,34,13.7,156.18,195.5,37.7,52.4,235
1996114,"XH CEME96",24,24,"",21.6,13.5,10.9,31.9,10.3,112.27,194.59,41.9,57,322
1996114,"YG CEME96",24,24,"",19.3,12,10.6,29.9,10.6,112.36,168.935,39.3,50.9,247
1996114,"DA ITTC96",24,23.8,"",19.4,12.1,11.7,30.8,11.4,133.38,183.26,37.8,51.7,297
1996116,"AC TORG96",28,27,"M",24.5,13.3,12.9,37.5,13,167.7,245.625,43.3,61.5,410
1996116,"BB TORG96",28,26.7,"",24,13.1,13.6,37.2,13.2,179.52,248.31,42.1,59.6,380
1996116,"FY HART96",25,25,"M",23.4,12.7,14.4,37,13.6,195.84,250.675,41.8,59.6,405
1996116,"HW HART96",25,25,"",24.5,12.8,13.8,36.5,12,165.6,242.725,44.2,63.7,410
1996116,"IV HART96",25,25,"",22.4,12,12.8,36.6,14.2,181.76,226.92,38.2,59.1,362
1996116,"ZE TORG96",28,26.8,"",22.4,12.2,12.9,35.8,13.4,172.86,224.645,40.9,59.4,365
1996117,"GX HART96",24,24,"M",22.1,13,13,35.7,13.6,176.8,232.05,40.6,60.5,375
1996117,"JU HART96",24,24,"",20.7,12.4,12.9,32.3,11.6,149.64,204.2975,38.7,57.4,325
1996117,"UJ BEEB96",27,26.6,"",22.8,13.4,13.1,35.7,12.9,168.99,236.5125,42.6,59,387
1996117,"YF TORG96",27,25.9,"",23.6,13.3,13.8,37.7,14.1,194.58,255.4175,39.3,60.7,372
1996118,"OP FOHO96",25,25,"",22.5,13.1,13.4,35.3,12.8,171.52,233.8625,40.1,60.1,342
1996118,"QN FOHO96",25,25,"",22.7,12.1,13.2,36.7,14,184.8,232.1275,38.6,60.6,377
1996118,"RM FOHO96",25,25,"",23.2,12.2,13.1,36.1,12.9,168.99,228.3325,39.2,62.4,385
1996118,"SL HABL96",25,24.5,"",20.8,13.7,13.2,30.7,9.9,130.68,206.4575,41.7,60.5,377
1996118,"TK HABL96",25,25.5,"M",23,12.4,12.8,34.8,11.8,151.04,219.24,41.2,61.1,395
1996119,"NQ FOHO96",24,24,"",21.9,13,13.5,35.9,14,189,237.8375,39.1,60.8,342
1996119,"PO FOHO96",24,24,"",19.5,11.5,12,30.7,11.2,134.4,180.3625,38.3,54.9,285
1996119,"VI HASH96",25,25.5,"",21.9,13.9,13.5,36.4,14.5,195.75,249.34,39.8,61.4,440
1996119,"WH HASH96",25,25.8,"",23.7,13.7,13.8,37.8,14.1,194.58,259.875,42.4,62.5,427
1996119,"XG HASH96",25,25.4,"",22.6,14.3,13.7,35.4,12.8,175.36,247.8,40.7,62.6,447
1996126,"EY DUKR96",26,26.5,"",24.1,13.8,13.4,38.4,14.3,191.62,261.12,41.2,60.9,410
1996126,"FX DUKR96",26,26.6,"",22.8,13.6,12.7,34.3,11.5,146.05,225.5225,41.6,59.9,390
1996126,"GW DUKR96",26,25.8,"",22.7,13.1,13.2,37,14.3,188.76,243.275,38.4,61.9,390
1996126,"HV DUKR96",26,26,"",22.2,12.8,12.1,34.8,12.6,152.46,216.63,40.1,58.7,382
1996127,"IU DUKR96",25,24.5,"",20.9,12.2,12.2,31.6,10.7,130.54,192.76,40.4,57.7,365
1996127,"JT POND96",25,26.2,"",20.7,12.9,13,34.4,13.7,178.1,222.74,38.4,58.4,400
1996127,"KS POND96",25,26.2,"",22.1,14.1,13.6,35.2,13.1,178.16,243.76,41.6,60.4,425
1996128,"LR POND96",24,24.7,"",19.3,13.3,12,31.6,12.3,147.6,199.87,41.4,58.6,345
1996131,"MQ ECRI96",25,25.9,"",21.6,12.6,13.6,35.6,14,190.4,233.18,39.1,57.1,317
1996131,"NP ECRI96",25,25.7,"",21,12.1,13.6,35.2,14.2,193.12,226.16,39.2,57,333
1996131,"QM ROGO96",25,25.1,"",20.4,13.4,12.2,33.3,12.9,157.38,213.12,40.2,62.1,320
1996132,"OO ECRI96",24,25,"",20.2,12,12,32.9,12.7,152.4,197.4,38.4,56.2,300
1996132,"PN ECRI96",24,25.1,"",20.2,12.3,11.8,33.1,12.9,152.22,199.4275,36.3,52.4,275
1996133,"RL WCEM96",29,27.6,"",22.1,12.2,11.8,35.1,13,153.4,210.6,41.7,55.5,305
1996134,"SK WCEM96",28,25.6,"",19.6,11.6,11.1,31.1,11.5,127.65,176.4925,40.2,51.4,232
1996153,"O3 WHI296",25,25.2,"",21.7,13.2,12.6,34.6,12.9,162.54,223.17,40.5,59.3,360
1996153,"WG WHI296",25,25.5,"",20.5,12.3,13.2,32.7,12.2,161.04,208.4625,41.4,59.9,380
1996153,"XF WHI296",25,25.2,"",21.1,12.9,13.5,34.1,13,175.5,225.06,39.1,58.8,400
1997107,"AB STAD97",26,26,"",22.3,12.5,13.9,36.9,14.6,202.94,243.54,40.8,60.6,390
1997107,"BA STAD97",26,26,"",22.7,13.3,13,36.9,14.2,184.6,242.6175,38.7,60.3,403
1997107,"DY STAD97",26,26,"",23.8,13.7,13.4,36.8,13,174.2,249.32,41.1,60.8,402
1997107,"EX STAD97",26,26,"",23.4,13.4,13.8,37.8,14.4,198.72,257.04,43.4,63.8,456
1997108,"CZ STAD97",25,25,"",21.7,13.3,13.2,34.4,12.7,167.64,227.9,40.1,59.1,395
1997109,"GV MURI97",25,25.6,"",19.7,12.3,12.1,32.4,12.7,153.67,197.64,42.8,58.8,410
1997109,"HU MURI97",25,25.4,"",21.3,13,12.3,35,13.7,168.51,221.375,42.3,62.1,423
1997109,"IT MURI97",25,25.1,"",21.4,13.7,13,34.5,13.1,170.3,230.2875,42.9,62.3,432
1997109,"JS MURI97",25,24.7,"",20.4,12.5,12.4,34,13.6,168.64,211.65,38.2,58.2,395
1997110,"KR JSUP97",25,25.1,"M",21.4,12.4,13.3,34.1,12.7,168.91,219.0925,41.2,63.9,448
1997110,"LQ JSUP97",25,25,"",19.9,12.8,11.8,32.2,12.3,145.14,198.03,38.6,58.9,375
1997110,"MP JSUP97",25,25.6,"F",22.3,13.1,13.3,35.6,13.3,176.89,234.96,42.4,60.4,390
1997113,"WC ELLI97",28,28,"",20,11.7,12.1,31.7,11.7,141.57,188.615,39.7,55.7,336
1997114,"NO SWEG97",25,25,"",22.8,13.2,13.9,36.7,13.9,193.21,248.6425,41.7,61.8,450
1997114,"ON CEME97",26,26,"",22,11.8,12.7,33.7,11.7,148.59,206.4125,39.4,52.2,333
1997114,"PM CEME97",26,26,"",21.6,12.2,12.4,33.7,12.1,150.04,207.255,38.2,53.6,312
1997114,"QL CEME97",26,26,"",22.4,12.4,12.9,34.7,12.3,158.67,219.4775,40.9,51.8,333
1997114,"RK CEME97",26,26,"",18,11.3,11.6,29.9,11.9,138.04,171.1775,35.8,45.4,250
1997115,"SJ CEME97",25,25,"",18.1,10.9,10.6,26,7.9,83.74,139.75,38.3,43.6,210
1997115,"TI SCEM97",25,25,"",21.4,12.8,11.8,32.7,11.3,133.34,201.105,41.7,57.7,330
1997115,"UH SCEM97",25,25,"",22.3,12.8,12.5,32.8,10.5,131.25,207.46,40.4,58.7,370
1997115,"WF SCEM97",25,25,"",20.9,11.6,11.7,31.7,10.8,126.36,184.6525,40.4,55.3,300
1997116,"UE CLOV97",25,25,"",21.5,12.7,11.8,34.4,12.9,152.22,210.7,39.3,56.3,345
1997116,"VD CLOV97",25,25,"",20.8,13.5,11.5,34.4,13.6,156.4,215,40.3,58.6,323
1997116,"VG SCEM97",24,24,"",19.4,12.5,12.1,30.6,11.2,135.52,188.19,42.2,56.5,330
1997116,"XE SCEM97",24,24,"",19.3,12.5,11.3,29.6,10.3,116.39,176.12,38.4,52,220
1997116,"YD CLOV97",25,25,"",22.3,13.1,12.8,34.7,12.4,158.72,224.6825,42,57.2,390
1997116,"ZC CLOV97",25,25,"",21.5,12.1,11.9,35.8,14.3,170.17,214.8,39.6,57.2,360
1997128,"VZ CUPL97",27,25.2,"",21.2,13.2,12.4,34.7,13.5,167.4,222.08,39.6,57.8,395
1997128,"WY CUPL97",27,26.1,"",22.3,13.5,13,36.6,14.3,185.9,242.475,40.7,60.4,410
1997128,"XX CUPL97",27,26.9,"",24.2,14,13,36,11.8,153.4,243,43,60.1,420
1997129,"OG TEGL97",25,25.2,"",21,12.4,12.8,34.2,13.2,168.96,215.46,40.5,59.2,392
1997129,"PF TEGL97",25,24.5,"M",19.6,12.2,11.4,30.1,10.5,119.7,177.59,39.9,54.2,320
1997129,"QE TEGL97",25,24.9,"",21.4,12.7,12.8,35.4,14,179.2,225.675,40.1,57.1,375
1997133,"VV UPP297",24,25.1,"",22,11.8,12.5,35,13,162.5,212.625,39.3,58.4,385
1997135,"SV NMU297",25,25,"",19.9,13.2,12.9,32.8,12.9,166.41,214.02,37.5,56.3,350
1997135,"XT NMU297",25,25.7,"M",22.3,13.1,13.3,35.4,13.1,174.23,233.64,38.9,58.8,405
1997135,"YS NMU297",25,25.9,"",22.1,12.8,12.5,36.2,14.1,176.25,228.965,38,56.2,363
1997135,"ZR NMU297",25,26,"",23.2,13.6,13.6,39.9,16.7,227.12,271.32,36.1,59.9,385
1997157,"TU UTIC97",24,25,"",21.1,12.5,13,34.4,13.3,172.9,219.3,37.1,59.6,322
1997157,"UT UTIC97",24,24.6,"",20.4,11.1,11.5,30.3,9.9,113.85,171.195,39.4,57.3,282
1998105,"XQ HALC98",26,25,"",22.3,14.1,13,37,14.7,191.1,250.675,38.4,59.8,370
1998105,"YP HALC98",26,25.4,"",22.3,13,12.3,35,12.7,156.21,221.375,38,59.5,345
1998106,"A1 WAFO98",28,26.2,"",24.5,13.8,13.4,37.7,13.2,176.88,256.36,41.3,62.1,422
1998106,"B2 STAD98",28,28,"",24.2,13.1,13.7,37,12.8,175.36,247.9,42.4,59.7,410
1998106,"G-2 STAD98",28,28,"",22.8,0,13.1,35,12.2,159.82,114.625,47,59.7,380
1998106,"G7 JSUP98",29,27.8,"F",24.9,12.3,13,38,13.1,170.3,240.35,41.2,58,358
1998106,"H8 JSUP98",29,27.8,"F",24.7,10.9,12.7,37.6,12.9,163.83,221.84,43,60,370
1998106,"I9 JSUP98",29,27.6,"M",25,13.7,13.7,38.7,13.7,187.69,265.095,44.4,63.9,450
1998106,"J0 JSUP98",29,26.7,"F",23.3,12.9,12.8,34,10.7,136.96,218.45,41.4,59.1,345
1998106,"K1 JSUP98",29,27.6,"F",25.9,11.9,13.3,39.5,13.6,180.88,248.85,42.2,58.8,405
1998106,"OR ROBT98",26,25.3,"",19.7,12.9,12,32.6,12.9,154.8,202.935,40.6,57.4,363
1998106,"XM HALC98",25,24.1,"",20.4,13.9,11.6,33.5,13.1,151.96,213.5625,36.7,57.4,330
1998106,"ZD WAFO98",28,26.5,"",23.3,11.8,12.2,35.4,12.1,147.62,212.4,43.4,59.6,382
1998106,"ZG WAFO98",28,24.9,"",21,12.7,12.6,32.6,11.6,146.16,206.195,41,57.9,360
1998107,"C3 STAD98",27,27,"",21.6,12.1,12.4,34.7,13.1,162.44,212.5375,39.7,58.1,400
1998107,"NS WHIT98",25,25,"",20.2,13,11.9,33.5,13.3,158.27,208.5375,37.9,51.8,325
1998107,"YL WHIT98",25,25,"",21.5,13.1,12.8,33.6,12.1,154.88,217.56,38.8,55.4,356
1998107,"ZK WHIT98",25,25,"",22,13,12.7,33.7,11.7,148.59,216.5225,38.4,54.4,345
1998108,"D4 CSTK98",26,26.5,"",22.4,14.2,12.7,36.5,14.1,179.07,245.4625,40.5,61.4,440
1998108,"E5 CSTK98",26,25.9,"",23.4,13.3,12.5,36.5,13.1,163.75,235.425,39.5,60,410
1998108,"F6 CSTK98",26,26.3,"",22.5,13.3,12.4,34.6,12.1,150.04,222.305,41.6,57.9,380
1998108,"PQ WILG98",25,25,"",23.3,14.6,13.5,34.1,10.8,145.8,239.5525,42.2,60.5,410
1998108,"QP WILG98",25,25,"",22.2,12.5,12.4,33.6,11.4,141.36,209.16,42.2,61,380
1998108,"RO ROOR98",25,24.6,"",20.8,13.5,13.3,31.2,10.4,138.32,209.04,41.7,59.4,345
1998108,"SN ROOR98",25,24.8,"",20.7,13.2,12.2,33,12.3,150.06,209.55,40.4,57,325
1998108,"TM ROOR98",25,24.1,"",20,12.7,11.9,31.8,11.8,140.42,195.57,38.8,55.4,315
1998108,"UL ROOR98",25,25.3,"",22.8,13.6,12.9,36.5,13.7,176.73,241.8125,41.2,61.2,380
1998109,"VK ROTA98",25,24.9,"",20.3,12.1,11.8,32.8,12.5,147.5,195.98,39.1,56.7,290
1998109,"WJ ROTA98",25,25.1,"",21.9,12.4,12.1,33.7,11.8,142.78,206.4125,39.4,57.9,360
1998109,"XI ROTA98",25,25.3,"",21.2,12.4,12.1,33.6,12.4,150.04,205.8,39.4,57.2,325
1998109,"YH ROTA98",25,25.3,"",21.8,11.8,12.1,33.5,11.7,141.57,200.1625,38.9,55.4,298
1998111,"U1 DBAR98",28,28,"M",24.7,14.6,14.1,39.2,14.5,204.45,281.26,44.6,62.4,483
1998111,"V2 DBAR98",28,28,"F",24,12.8,13.2,35.3,11.3,149.16,229.45,44,60.7,415
1998111,"W3 DBAR98",28,28,"M",25.9,12.7,13.4,40.2,14.3,191.62,262.305,45.1,64.1,470
1998112,"L2 STAT98",26,26,"",24.5,13.1,13.1,37.5,13,170.3,245.625,41.8,55.5,400
1998112,"M3 STAT98",26,26,"",22.5,13,12.4,35.1,12.6,156.24,222.885,39.9,53.5,370
1998112,"N4 STAT98",26,26,"",25.7,13.9,13.6,38.6,12.9,175.44,265.375,41.8,58.1,410
1998112,"P6 CEME98",26,26,"",23.1,12,11.9,36.3,13.2,157.08,216.8925,37.8,53.5,310
1998112,"Q7 CEME98",26,26,"",22.9,11.6,12.6,37,14.1,177.66,223.85,39.9,59.1,360
1998112,"R8 SSET98",26,25.3,"",22.3,13,12.5,36.8,14.5,181.25,234.6,37.9,56.1,353
1998112,"S9 SSET98",26,26,"",22.7,12.4,12.8,37.8,15.1,193.28,238.14,37.9,60.2,395
1998112,"T0 SSET98",26,25.5,"",22.9,13.6,13.1,37.9,15,196.5,252.9825,40.2,61.2,390
1998113,"A2 HABL98",26,26.3,"M",24.1,14,13.7,37.4,13.3,182.21,258.995,42.9,64.6,445
1998113,"O5 STAT98",25,25,"",20.8,12.4,11.6,33.7,12.9,149.64,202.2,38.1,50.7,298
1998113,"X4 HABL98",26,25.9,"",23.4,13.6,13.3,36.4,13,172.9,244.79,43.3,64.5,405
1998113,"Y5 HABL98",26,25.4,"F",22.9,12.3,13.1,35.3,12.4,162.44,224.155,41.6,62.9,440
1998113,"Z6 HABL98",26,25.7,"",22.2,12.8,12.7,34.7,12.5,158.75,221.2125,40.1,60.1,400
1998115,"C4 NDYC98",25,25.5,"",22,12.1,12.4,31.3,9.3,115.32,191.7125,38.7,57.2,335
1998115,"D5 NDYC98",25,25.5,"",24.5,12.6,12.3,35.3,10.8,132.84,219.7425,41.7,59.7,367
1998115,"E6 NDYC98",25,24.5,"",21.6,12.4,12.2,33.3,11.7,142.74,204.795,39.1,58.4,300
1998115,"F7 NDYC98",25,25.1,"",21.6,12.8,12,32.6,11,132,202.12,38.6,57.8,335
1998115,"G8 NDYC98",25,24.3,"",20.4,12,12,32.3,11.9,142.8,193.8,36.7,55.9,280
1998115,"M-1 SWEG98",24,25.7,"",21.6,13.6,13.5,35.3,13.7,184.95,239.1575,39.8,60.1,337
1998115,"W-5 SWEG98",24,24.8,"",22.4,13.8,13.8,36.3,13.9,191.82,250.47,39.2,59.4,357
1998116,"H9 WAHA98",25,25.7,"",23.2,14.5,12.6,34.9,11.7,147.42,236.4475,41.2,60.2,350
1998116,"I0 WAHA98",25,25.6,"",23.2,13.2,13.2,36.9,13.7,180.84,243.54,39.8,61.5,380
1998116,"J1 WAHA98",25,25.1,"",22.2,13.1,12.6,35,12.8,161.28,224.875,40.6,62.4,380
1998117,"K2 HANS98",25,25.2,"",21.9,12.6,12.2,34.8,12.9,157.38,215.76,40.5,60.2,375
1998117,"L3 HANS98",25,24.6,"M",21.7,13.1,13.2,32.8,11.1,146.52,215.66,43.6,60.2,390
1998117,"M4 HANS98",25,24.8,"F",21.2,12.6,12.9,33.3,12.1,156.09,212.2875,38.9,60.6,387
1998117,"N5 NEEL98",25,24.9,"",21.2,11.6,11.6,31.7,10.5,121.8,183.86,39.6,51.8,270
1998117,"O6 NEEL98",25,25,"",21.2,11.6,12.3,32.2,11,135.3,192.395,40.5,56.3,335
1998117,"P7 NEEL98",25,24.3,"",19.7,11.8,12.2,30.1,10.4,126.88,180.6,38.7,50.7,265
1998117,"Q8 NKEN98",25,25.9,"",23.5,12,12.6,34.4,10.9,137.34,211.56,43.8,62.3,400
1998118,"A3 ROGO98",28,28.1,"",24.6,12.7,14.3,37.3,12.7,181.61,251.775,43.9,58.9,400
1998118,"B4 ROGO98",28,29,"F",24.4,12.5,13.6,36.3,11.9,161.84,236.8575,44,57.1,425
1998118,"C5 ROWA98",28,26.8,"",24,12.4,12.8,37,13,166.4,233.1,41.3,59.6,355
1998118,"D6 ROWA98",28,26.7,"",24.5,13.3,14.3,38.9,14.4,205.92,268.41,40.1,59.7,425
1998118,"E7 ROWA98",28,26.8,"",23.2,12.2,13,36.3,13.1,170.3,228.69,40.3,60.7,400
1998118,"F8 ROWA98",28,25.4,"",21.1,12.6,12.8,33.5,12.4,158.72,212.725,39.9,58.2,360
1998118,"G9 DOGS98",28,26.5,"",24.5,14.2,13.8,36.2,11.7,161.46,253.4,44.2,61.2,440
1998118,"H0 DOGS98",28,26.4,"",22.8,13.6,13.5,35,12.2,164.7,237.125,41.8,61.3,450
1998118,"I1 DOGS98",28,27,"",24.9,12.7,13.6,37.9,13,176.8,249.1925,44.9,62.2,450
1998118,"J2 DOGS98",28,26.9,"",22.5,13.5,13.1,33,10.5,137.55,219.45,44.2,62,425
1998118,"K3 DOGS98",28,25.4,"",21.4,13.4,13,32.4,11,143,213.84,40.8,57.8,395
1998120,"O7 CUPL98",27,25.9,"",20.6,12.4,12.1,32.2,11.6,140.36,197.225,41.6,59,380
1998120,"P8 CUPL98",27,24.9,"",20.4,12.2,11.5,31.2,10.8,124.2,184.86,42.1,60.7,350
1998120,"Q9 CUPL98",27,26.9,"",22.8,11.8,12.1,34.3,11.5,139.15,204.9425,43.1,59.7,380
1998120,"R0 CUPL98",27,26.5,"M",22.1,12.3,13.1,34.5,12.4,162.44,219.075,42.7,59.9,385
1998120,"U3 CCLI98",28,25.3,"F",21.3,12.5,11.9,32.6,11.3,134.47,198.86,38.6,57.1,320
1998120,"V4 CCLI98",28,25.2,"M",22.4,13.8,12.8,33.7,11.3,144.64,224.105,42.9,58.4,325
1998120,"W4 SECE98",25,25,"",21.8,12.2,12.8,33.1,11.3,144.64,206.875,42.4,59.8,300
1998120,"X5 SECE98",25,25,"",23.4,11.7,12.1,35,11.6,140.36,208.25,41,56.9,305
1998121,"Y6 SECE98",24,24,"",21.5,12.9,11.4,32.4,10.9,124.26,196.83,40.7,54.9,255
1999109,"A4 MNDY99",28,26.7,"M",23.8,14.3,13,35.3,11.5,149.5,240.9225,44.4,60.8,397
1999109,"B5 MNDY99",28,26.9,"F",19.3,11.1,11.4,33.3,14,159.6,187.3125,42.4,58.6,350
1999109,"C6 MNDY99",28,26.7,"M",24.1,13.1,13.1,39,14.9,195.19,255.45,41.4,60.4,380
1999109,"D7 MNDY99",28,27.1,"M",23.5,13.2,12.5,35.5,12,150,228.0875,43.5,61.2,400
1999109,"E8 KNOL99",29,26.4,"",23.3,14.3,12.8,37.2,13.9,177.92,252.03,43.9,62.7,420
1999109,"F9 KNOL99",29,26.9,"M",25.8,14.2,13.3,39.5,13.7,182.21,271.5625,44.9,64,460
1999109,"G0 KNOL99",29,25.4,"F",21,13.2,12.6,33.5,12.5,157.5,216.075,39.9,57.1,335
1999109,"H1 KNOL99",29,26.5,"F",24,13.7,13.6,36.8,12.8,174.08,251.16,41.6,59.1,415
1999109,"I2 KNOL99",29,26.4,"F",22.8,13.3,12,35.9,13.1,157.2,227.0675,41.1,59,380
1999109,"X6 ROBT99",28,26.4,"",23,13.3,12.9,35.6,12.6,162.54,233.18,41.8,58.7,370
1999109,"Y7 ROBT99",28,26.2,"",22.3,13.7,13,35.7,13.4,174.2,238.2975,41.1,57.4,345
1999109,"Z8 ROBT99",28,25.5,"",20.7,13,12.1,32.5,11.8,142.78,203.9375,41.6,54.5,330
1999110,"M6 HAPA99",28,26.3,"M",23.6,12.6,12.8,36.3,12.7,162.56,230.505,42.5,62.4,375
1999110,"N7 HAPA99",28,26.4,"F",22.8,13.7,12.7,35.3,12.5,158.75,232.98,40.4,59.3,345
1999110,"O8 HAPA99",28,25.8,"M",21.8,13.4,12.6,33.8,12,151.2,219.7,41.3,59.8,350
1999111,"J3 STAD99",27,27,"",21,12.1,12.7,33.6,12.6,160.02,208.32,39.1,57.4,315
1999111,"K4 STAD99",27,27,"",19.3,12.4,12.1,33.2,13.9,168.19,203.35,37.8,52.3,245
1999111,"S2 HAWA99",28,26.4,"M",23.9,13.5,14.4,36.6,12.7,182.88,255.285,43.7,63.3,421
1999111,"T3 HAWA99",28,26.1,"M",23.9,14.4,13.9,38.6,14.7,204.33,273.095,42.6,63.7,500
1999111,"U4 HAWA99",28,26.5,"M",22.9,12.3,13.4,35.6,12.7,170.18,228.73,41.5,60.9,407
1999111,"V5 HAWA99",28,26.5,"F",21.9,12.6,12.8,34.2,12.3,157.44,217.17,41.1,59.3,390
1999111,"W6 MMUR99",28,26.2,"M",22.7,12.6,13,35.8,13.1,170.3,229.12,42.5,60.1,385
1999111,"X7 MMUR99",28,25.5,"F",21.2,12.3,13,34,12.8,166.4,215.05,39.1,53.1,295
1999111,"Y8 MMUR99",28,25,"M",20.6,12.2,12.1,33.5,12.9,156.09,203.5125,39.2,53.4,245
1999111,"Z9 MMUR99",28,24.7,"M",20,12.6,12.3,32.3,12.3,151.29,201.0675,38,52.6,270
1999112,"A5 CCPL99",28,26.9,"F",24.4,12.8,14,37.3,12.9,180.6,249.91,40.3,58.9,395
1999112,"B6 CCPL99",28,27,"F",23.2,11.9,12.6,36.7,13.5,170.1,224.7875,42.2,61.6,410
1999112,"C7 CCPL99",28,26.4,"F",23.6,12.5,12.3,36.9,13.3,163.59,228.78,40.3,59.5,375
1999112,"H2 MART99",28,28,"F",21.8,13.6,13,34.1,12.3,159.9,226.765,41.6,58.9,357
1999112,"I3 MART99",28,28,"M",25.7,14,13.8,38.8,13.1,180.78,269.66,43,62.7,405
1999112,"K5 MART99",28,28,"F",22,13,12.9,35.9,13.9,179.31,232.4525,41.4,59.7,362
1999112,"L5 STAD99",26,26,"",19.6,12.3,12.1,32.3,12.7,153.67,197.03,37.5,53.1,205
1999112,"P0 ELWO99",26,26.1,"M",22.1,12.3,14,33.8,11.7,163.8,222.235,42.3,54.4,405
1999112,"P9 BISA99",26,26.1,"M",23.3,13.4,14,36.6,13.3,186.2,250.71,41.5,62.1,420
1999112,"Q0 BISA99",26,25.4,"M",22.3,13.9,13.5,34.4,12.1,163.35,235.64,41.9,63.7,420
1999112,"Q1 ELWO99",26,25.1,"M",20.9,12.4,12.8,33.7,12.8,163.84,212.31,39.4,53.2,335
1999112,"R1 HAWA99",27,25.6,"F",21.4,13.5,13.2,34.2,12.8,168.96,228.285,40.3,59.6,393
1999113,"J4 MART99",27,27,"M",22.7,13.5,13.2,35.1,12.4,163.68,234.2925,43.2,61.9,418
1999113,"L6 EHCR99",28,28,"F",23.8,13.2,12.9,37.5,13.7,176.73,244.6875,41.7,60.6,427
1999113,"M7 EHCR99",28,28,"M",25.7,14.2,13.9,39.4,13.7,190.43,276.785,44,62.3,432
1999113,"N8 EHCR99",28,28,"F",24.4,13.5,13.2,36.6,12.2,161.04,244.305,40.9,59.4,400
1999114,"D8 HART99",26,26,"F",25.4,12.1,13.8,39.7,14.3,197.34,257.0575,40.6,58.2,395
1999114,"E9 HART99",26,26,"F",25.5,12.4,13.3,36.7,11.2,148.96,235.7975,42.3,58.8,375
1999114,"F0 HART99",26,26,"F",26,12.5,14.1,40.3,14.3,201.63,267.995,41.7,62.3,425
1999114,"G1 HART99",26,26,"F",23.5,13,12.9,36.1,12.6,162.54,233.7475,42.5,59.5,383
1999114,"O9 EHCR99",27,27,"M",25.4,14.3,14.1,39.7,14.3,201.63,281.87,43.8,63.6,465
1999116,"R2 SWEG99",28,27.5,"",23.6,12.7,13.3,37.1,13.5,179.55,241.15,42.1,59.5,415
1999117,"S3 SWEG99",27,26.3,"M",23.3,11.1,12.3,36,12.7,156.21,210.6,40,58.1,360
1999117,"T4 EPLN99",27,27,"F",23.1,12.2,12,35.5,12.4,148.8,214.775,42,59.1,402
1999117,"U5 EPLN99",27,27,"",21.6,12.8,13.5,33.4,11.8,159.3,219.605,40.8,57.7,402
1999117,"V6 EPLN99",27,27,"F",22.2,12.3,13.1,32.8,10.6,138.86,208.28,42.4,58.2,350
1999117,"W7 HABL99",27,26.9,"F",22.8,12.7,12.8,37,14.2,181.76,235.875,41.1,61.6,453
1999118,"A6 WWLG99",27,27,"",24.7,13,13.6,36.7,12,163.2,244.055,42.9,62.2,422
1999118,"B7 WWLG99",27,27,"",25,12.9,14,37.9,12.9,180.6,254.8775,43.7,62.2,472
1999118,"Z0 WWLG99",27,27,"",25.3,14.3,14.7,37.6,12.3,180.81,272.6,45,63.6,470
1999119,"C8 HOMT99",27,27,"F",22,12.8,12.6,32.9,10.9,137.34,208.915,40.2,55.3,298
1999119,"D9 HOMT99",27,27,"F",24.6,12.3,12.6,36.6,12,151.2,227.835,41.6,58.3,360
1999121,"H3 CCLI99",NA,27.2,"F",25,12.6,13.1,36.2,11.2,146.72,232.585,41.8,58.3,343
1999121,"I4 CCLI99",NA,28,"M",26.3,13.5,13.7,39.5,13.2,180.84,268.6,43.1,63.4,420
1999121,"J5 CCLI99",NA,28.2,"M",26.6,13.9,13.7,38,11.4,156.18,262.2,43.5,60.6,382
1999121,"K6 CCLI99",NA,25.5,"M",23.7,14,13.4,36,12.3,164.82,246.6,42.2,57.8,320
1999125,"L7 EDB299",26,26,"",24.5,14,14.3,36.4,11.9,170.17,257.53,43.1,62.4,430
1999125,"M8 EDB299",26,26,"F",23.7,14.5,13.2,36.7,13,171.6,254.1475,42.5,60.9,410
1999125,"N9 EDB299",26,26,"M",23.1,14.9,14.1,36.1,13,183.3,261.725,42.1,62.8,410
1999127,"2 WDBL99",24,24,"",23.4,14.6,13,37.4,14,182,258.06,40.7,64.9,375
1999127,"O0 WDBL99",24,24,"",20.5,13.2,13.2,32.2,11.7,154.44,212.52,37.8,57.7,308
1999128,"Q2 ROG299",24,24.7,"",22.1,12.8,13.5,33.6,11.5,155.25,220.92,38.1,57.3,375
1999128,"R3 ROG299",24,24.4,"",20.6,12.6,11.9,32.7,12.1,143.99,200.2875,38.5,55.6,300
1999128,"S4 MANN99",25,25.2,"M",20.8,12.5,13.3,33.1,12.3,163.59,213.495,40.3,55.6,310
1999128,"T5 MANN99",25,25.2,"F",19.9,11.8,11.4,29.7,9.8,111.72,172.26,39.5,51.4,260
1999131,"U6 BLAC99",27,26.8,"M",23.2,12.1,13.4,38.3,15.1,202.34,244.1625,40.2,59,342
1999131,"V7 BLAC99",27,26.2,"M",22.6,11.6,12.3,35.7,13.1,161.13,213.3075,40.5,60.5,322
1999131,"W8 BLAC99",27,25.9,"F",22.4,12.2,12.3,34.1,11.7,143.91,208.8625,41.4,59.1,290
1999137,"X9 JOHN99",25,24.9,"M",19.4,13.4,12.1,31.2,11.8,142.78,198.9,39.7,54.3,238
